REF_DATE,GEO,DGUID,Estimates,Commodity,"Farm area, production, value",UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1953,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,15661,,,,0
1954,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,6775,,,,0
1955,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,14915,,,,0
1956,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,9666,,,,0
1957,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,13906,,,,0
1958,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,11374,,,,0
1959,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,12539,,,,0
1960,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,14730,,,,0
1961,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,13274,,,,0
1962,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,15587,,,,0
1963,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,10798,,,,0
1964,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,17932,,,,0
1965,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,,x,,,0
1966,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,9021,,,,0
1967,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,11052,,,,0
1968,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,8942,,,,0
1969,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,0,,,,0
1970,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,10058,,,,0
1971,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,12280,,,,0
1972,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,10738,,,,0
1973,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,13636,,,,0
1974,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,14255,,,,0
1975,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,16155,,,,0
1976,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,15530,,,,0
1977,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,15006,,,,0
1978,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,15026,,,,0
1979,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,9702,,,,0
1980,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,12780,,,,0
1981,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,12422,,,,0
1982,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,11842,,,,0
1983,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,12919,,,,0
1984,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,10962,,,,0
1985,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,11515,,,,0
1986,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,8147,,,,0
1987,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,13555,,,,0
1988,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,9096,,,,0
1989,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,7112,,,,0
1990,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,8330,,,,0
1991,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,2647,,,,0
1992,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,4175,,,,0
1993,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,4967,,,,0
1994,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,6232,,,,0
1995,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,6628,,,,0
1996,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,5737,,,,0
1997,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,4890,,,,0
1998,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,6100,,,,0
1999,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,5003,,,,0
2000,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,5370,,,,0
2001,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,5438,,,,0
2002,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,6050,,,,0
2003,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,6185,,,,0
2004,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,5913,,,,0
2005,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,4940,,,,0
2006,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,6514,,,,0
2007,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,7063,,,,0
2008,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,4850,,,,0
2009,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,4128,,,,0
2010,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,5241,,,,0
2011,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,5355,,,,0
2012,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,6956,,,,0
2013,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,5375,,,,0
2014,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,7035,,,,0
2015,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,6758,,,,0
2016,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,6955,,,,0
2017,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,5944,,,,0
2018,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,6389,,,,0
2019,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,6166,,,,0
2020,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,5593,,,,0
2021,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,5522,,,,0
2022,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,5326,,,,0
2023,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,5188,,,,0
1926,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,3800,,,,0
1927,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,2700,,,,0
1928,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,4350,,,,0
1929,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,3425,,,,0
1930,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,3600,,,,0
1931,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,3925,,,,0
1932,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,3500,,,,0
1933,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,5675,,,,0
1934,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,5850,,,,0
1935,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,5650,,,,0
1936,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,5875,,,,0
1937,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,6350,,,,0
1938,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,8275,,,,0
1939,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,7475,,,,0
1940,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,7250,,,,0
1941,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,8300,,,,0
1942,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,7975,,,,0
1943,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,7075,,,,0
1944,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,12300,,,,0
1945,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,12875,,,,0
1946,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,16293,,,,0
1947,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,15110,,,,0
1948,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,13694,,,,0
1949,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,13930,,,,0
1950,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,8937,,,,0
1951,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,13731,,,,0
1952,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,12725,,,,0
1953,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,16225,,,,0
1954,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,13925,,,,0
1955,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,15778,,,,0
1956,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,13158,,,,0
1957,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,17270,,,,0
1958,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,15606,,,,0
1959,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,11861,,,,0
1960,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,16220,,,,0
1961,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,15240,,,,0
1962,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,15066,,,,0
1963,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,22322,,,,0
1964,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,21374,,,,0
1965,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,3246,,,,0
1966,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,21690,,,,0
1967,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,19726,,,,0
1968,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,22482,,,,0
1969,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,3950,,,,0
1970,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,18840,,,,0
1971,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,18304,,,,0
1972,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,18320,,,,0
1973,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,23592,,,,0
1974,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,23426,,,,0
1975,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,20442,,,,0
1976,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,23962,,,,0
1977,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,22961,,,,0
1978,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,20282,,,,0
1979,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,16672,,,,0
1980,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,20807,,,,0
1981,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,18650,,,,0
1982,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,19347,,,,0
1983,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,16173,,,,0
1984,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,11032,,,,0
1985,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,15051,,,,0
1986,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,7451,,,,0
1987,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,13441,,,,0
1988,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,10464,,,,0
1989,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,8706,,,,0
1990,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,6951,,,,0
1991,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,5339,,,,0
1992,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,8587,,,,0
1993,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,8508,,,,0
1994,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,6278,,,,0
1995,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,7419,,,,0
1996,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,6182,,,,0
1997,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,8890,,,,0
1998,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,10465,,,,0
1999,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,10873,,,,0
2000,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,11575,,,,0
2001,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,11150,,,,0
2002,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,8215,,,,0
2003,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,7565,,,,0
2004,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,5835,,,,0
2005,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,5440,,,,0
2006,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,5255,,,,0
2007,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,5430,,,,0
2008,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,5400,,,,0
2009,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,4819,,,,0
2010,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,4890,,,,0
2011,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,6435,,,,0
2012,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,6570,,,,0
2013,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,6912,,,,0
2014,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,6895,,,,0
2015,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,5616,,,,0
2016,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,5490,,,,0
2017,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,5586,,,,0
2018,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,5869,,,,0
2019,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,5870,,,,0
2020,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,5076,,,,0
2021,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,4358,,,,0
2022,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,5107,,,,0
2023,British Columbia,2021A000259,Marketed production,Fresh pears [114114211],Tons,Tons,291,units,0,v74451,13.1.5.4,5401,,,,0
1926,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,4325,,,,0
1927,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,2650,,,,0
1928,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,4475,,,,0
1929,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,3550,,,,0
1930,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,2950,,,,0
1931,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,3550,,,,0
1932,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,3625,,,,0
1933,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,3050,,,,0
1934,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,4625,,,,0
1935,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,4350,,,,0
1936,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,3075,,,,0
1937,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,3575,,,,0
1938,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,4550,,,,0
1939,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,5500,,,,0
1940,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,3575,,,,0
1941,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,8000,,,,0
1942,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,4475,,,,0
1943,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,5550,,,,0
1944,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,9500,,,,0
1945,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,11275,,,,0
1946,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,12375,,,,0
1947,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,11075,,,,0
1948,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,11004,,,,0
1949,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,13715,,,,0
1950,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,3764,,,,0
1951,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,9710,,,,0
1952,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,10510,,,,0
1953,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,11753,,,,0
1954,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,5250,,,,0
1955,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,5475,,,,0
1956,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,7926,,,,0
1957,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,4525,,,,0
1958,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,5524,,,,0
1959,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,6376,,,,0
1960,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,4869,,,,0
1961,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,5812,,,,0
1962,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,7352,,,,0
