x,y,ID,MIN_REL_HUMIDITY,MAX_REL_HUMIDITY,DIRECTION_MAX_GUST_FLAG,COOLING_DEGREE_DAYS_FLAG,CLIMATE_IDENTIFIER,MAX_TEMPERATURE,LOCAL_MONTH,MAX_TEMPERATURE_FLAG,MIN_REL_HUMIDITY_FLAG,PROVINCE_CODE,TOTAL_RAIN_FLAG,LOCAL_YEAR,LOCAL_DATE,SPEED_MAX_GUST_FLAG,SPEED_MAX_GUST,LOCAL_DAY,TOTAL_PRECIPITATION,SNOW_ON_GROUND,MEAN_TEMPERATURE_FLAG,MEAN_TEMPERATURE,HEATING_DEGREE_DAYS_FLAG,COOLING_DEGREE_DAYS,TOTAL_SNOW,TOTAL_RAIN,TOTAL_SNOW_FLAG,MAX_REL_HUMIDITY_FLAG,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,TOTAL_PRECIPITATION_FLAG,HEATING_DEGREE_DAYS,STATION_NAME,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG
-120.74027777777778,56.23833333333334,1183001.2017.11.22,,,,,1183001,-7.1,11,,,BC,,2017,2017-11-22 00:00:00,,33,22,0.4,33,,-12.4,,0,0,0.4,T,,,13,,30.4,FORT ST. JOHN A,-17.6,
-120.74027777777778,56.23833333333334,1183001.2017.11.23,,,,,1183001,4.2,11,,,BC,,2017,2017-11-23 00:00:00,,52,23,0.2,33,,-1.6,,0,0,0,,,,24,,19.6,FORT ST. JOHN A,-7.4,
-120.74027777777778,56.23833333333334,1183001.2017.11.24,,,,,1183001,2.8,11,,,BC,,2017,2017-11-24 00:00:00,,39,24,0,28,,-4.5,,0,0,0,T,,,0,T,22.5,FORT ST. JOHN A,-11.7,
-120.74027777777778,56.23833333333334,1183001.2017.11.25,,,,,1183001,0.9,11,,,BC,,2017,2017-11-25 00:00:00,,48,25,1.6,30,,-7.2,,0,1.6,0,,,,36,,25.2,FORT ST. JOHN A,-15.2,
-120.74027777777778,56.23833333333334,1183001.2017.11.26,,,,,1183001,-12.9,11,,,BC,,2017,2017-11-26 00:00:00,,0,26,20.2,35,,-14.1,,0,20.2,0,,,,0,,32.1,FORT ST. JOHN A,-15.2,
-120.74027777777778,56.23833333333334,1183001.2017.11.27,,,,,1183001,-8.8,11,,,BC,,2017,2017-11-27 00:00:00,,32,27,0,45,,-13.7,,0,0,0,,,,32,,31.7,FORT ST. JOHN A,-18.5,
-120.74027777777778,56.23833333333334,1183001.2017.11.28,,,,,1183001,-1.2,11,,,BC,,2017,2017-11-28 00:00:00,,0,28,0,45,,-6.1,,0,0,0,T,,,0,T,24.1,FORT ST. JOHN A,-10.9,
-120.74027777777778,56.23833333333334,1183001.2017.11.29,,,,,1183001,2.6,11,,,BC,,2017,2017-11-29 00:00:00,,57,29,0,43,,-0.6,,0,0,0,,,,24,,18.6,FORT ST. JOHN A,-3.8,
-120.74027777777778,56.23833333333334,1183001.2017.11.30,,,,,1183001,2.4,11,,,BC,,2017,2017-11-30 00:00:00,,65,30,0,41,,0.4,,0,0,0,,,,23,,17.6,FORT ST. JOHN A,-1.6,
-120.74027777777778,56.23833333333334,1183001.2017.12.1,,,,,1183001,-0.1,12,,,BC,,2017,2017-12-01 00:00:00,,33,1,0.6,40,,-2.6,,0,0.6,0,,,,22,,20.6,FORT ST. JOHN A,-5.1,
-120.74027777777778,56.23833333333334,1183001.2017.12.2,,,,,1183001,-1.9,12,,,BC,,2017,2017-12-02 00:00:00,,32,2,0,40,,-7.7,,0,0,0,T,,,24,T,25.7,FORT ST. JOHN A,-13.5,
-120.74027777777778,56.23833333333334,1183001.2017.12.3,,,,,1183001,-4.2,12,,,BC,,2017,2017-12-03 00:00:00,,0,3,0,40,,-9.4,,0,0,0,,,,0,,27.4,FORT ST. JOHN A,-14.6,
-120.74027777777778,56.23833333333334,1183001.2017.12.4,,,,,1183001,2.1,12,,,BC,,2017,2017-12-04 00:00:00,,67,4,0,40,,-1.9,,0,0,0,,,,24,,19.9,FORT ST. JOHN A,-5.9,
-120.74027777777778,56.23833333333334,1183001.2017.12.5,,,,,1183001,2.1,12,,,BC,,2017,2017-12-05 00:00:00,,46,5,0,38,,-0.1,,0,0,0,,,,23,,18.1,FORT ST. JOHN A,-2.3,
-120.74027777777778,56.23833333333334,1183001.2017.12.6,,,,,1183001,6.1,12,,,BC,,2017,2017-12-06 00:00:00,,61,6,0,38,,2,,0,0,0,,,,25,,16,FORT ST. JOHN A,-2.2,
-120.74027777777778,56.23833333333334,1183001.2017.12.7,,,,,1183001,6.1,12,,,BC,,2017,2017-12-07 00:00:00,,57,7,0,30,,4.6,,0,0,0,,,,24,,13.4,FORT ST. JOHN A,3,
-120.74027777777778,56.23833333333334,1183001.2017.12.8,,,,,1183001,6.3,12,,,BC,,2017,2017-12-08 00:00:00,,65,8,0,30,,2.9,,0,0,0,,,,23,,15.1,FORT ST. JOHN A,-0.5,
-120.74027777777778,56.23833333333334,1183001.2017.12.9,,,,,1183001,6.6,12,,,BC,,2017,2017-12-09 00:00:00,,65,9,0,28,,4.7,,0,0,0,,,,23,,13.3,FORT ST. JOHN A,2.8,
-120.74027777777778,56.23833333333334,1183001.2017.12.10,,,,,1183001,5.3,12,,,BC,T,2017,2017-12-10 00:00:00,,61,10,0,27,,4.2,,0,0,0,,,,24,T,13.8,FORT ST. JOHN A,3,
-120.74027777777778,56.23833333333334,1183001.2017.12.11,,,,,1183001,6.5,12,,,BC,,2017,2017-12-11 00:00:00,,37,11,1.2,23,,4.4,,0,0,1.2,,,,23,,13.6,FORT ST. JOHN A,2.3,
-120.74027777777778,56.23833333333334,1183001.2017.12.12,,,,,1183001,5.8,12,,,BC,,2017,2017-12-12 00:00:00,,50,12,0,18,,4.3,,0,0,0,,,,24,,13.7,FORT ST. JOHN A,2.8,
-120.74027777777778,56.23833333333334,1183001.2017.12.13,,,,,1183001,3.4,12,,,BC,,2017,2017-12-13 00:00:00,,33,13,0,17,,-0.1,,0,0,0,,,,24,,18.1,FORT ST. JOHN A,-3.5,
-120.74027777777778,56.23833333333334,1183001.2017.12.14,,,,,1183001,5.4,12,,,BC,,2017,2017-12-14 00:00:00,,61,14,0.4,16,,1.1,,0,0,0.4,,,,23,,16.9,FORT ST. JOHN A,-3.3,
-120.74027777777778,56.23833333333334,1183001.2017.12.15,,,,,1183001,4.4,12,,,BC,,2017,2017-12-15 00:00:00,,52,15,0,,,1.2,,0,0,0,,,,25,,16.8,FORT ST. JOHN A,-2,
-120.74027777777778,56.23833333333334,1183001.2017.12.16,,,,,1183001,1.9,12,,,BC,,2017,2017-12-16 00:00:00,,59,16,0,,,-1.1,,0,0,0,,,,24,,19.1,FORT ST. JOHN A,-4.1,
-120.74027777777778,56.23833333333334,1183001.2017.12.17,,,,,1183001,2.2,12,,,BC,,2017,2017-12-17 00:00:00,,76,17,0,,,-0.4,,0,0,0,,,,23,,18.4,FORT ST. JOHN A,-3,
-120.74027777777778,56.23833333333334,1183001.2017.12.18,,,,,1183001,-2.4,12,,,BC,,2017,2017-12-18 00:00:00,,32,18,0,11,,-5.6,,0,0,0,,,,23,,23.6,FORT ST. JOHN A,-8.7,
-120.74027777777778,56.23833333333334,1183001.2017.12.19,,,,,1183001,-8.7,12,,,BC,,2017,2017-12-19 00:00:00,,32,19,0.6,10,,-10.3,,0,0.6,0,,,,35,,28.3,FORT ST. JOHN A,-11.8,
-120.74027777777778,56.23833333333334,1183001.2017.12.20,,,,,1183001,-5.5,12,,,BC,T,2017,2017-12-20 00:00:00,,37,20,0,10,,-10.3,,0,0,0,,,,25,T,28.3,FORT ST. JOHN A,-15,
-120.74027777777778,56.23833333333334,1183001.2017.12.21,,,,,1183001,-4,12,,,BC,,2017,2017-12-21 00:00:00,,39,21,1,12,,-7.9,,0,1,0,,,,34,,25.9,FORT ST. JOHN A,-11.8,
-120.74027777777778,56.23833333333334,1183001.2017.12.22,,,,,1183001,-10.9,12,,,BC,,2017,2017-12-22 00:00:00,,32,22,0,12,,-13.8,,0,0,0,T,,,24,T,31.8,FORT ST. JOHN A,-16.6,
-120.74027777777778,56.23833333333334,1183001.2017.12.23,,,,,1183001,-6.6,12,,,BC,,2017,2017-12-23 00:00:00,,37,23,0,11,,-10.6,,0,0,0,,,,32,,28.6,FORT ST. JOHN A,-14.6,
-120.74027777777778,56.23833333333334,1183001.2017.12.24,,,,,1183001,-9.8,12,,,BC,,2017,2017-12-24 00:00:00,,37,24,0,11,,-13.5,,0,0,0,T,,,34,T,31.5,FORT ST. JOHN A,-17.2,
-120.74027777777778,56.23833333333334,1183001.2017.12.25,,,,,1183001,-16.8,12,,,BC,,2017,2017-12-25 00:00:00,,0,25,0,11,,-20.5,,0,0,0,T,,,0,T,38.5,FORT ST. JOHN A,-24.1,
-120.74027777777778,56.23833333333334,1183001.2017.12.26,,,,,1183001,-20.9,12,,,BC,,2017,2017-12-26 00:00:00,,32,26,1.2,11,,-23.1,,0,1.2,0,,,,34,,41.1,FORT ST. JOHN A,-25.3,
-120.74027777777778,56.23833333333334,1183001.2017.12.27,,,,,1183001,-16.8,12,,,BC,,2017,2017-12-27 00:00:00,,32,27,0,10,,-22.1,,0,0,0,T,,,25,T,40.1,FORT ST. JOHN A,-27.4,
-120.74027777777778,56.23833333333334,1183001.2017.12.28,,,,,1183001,-16.1,12,,,BC,,2017,2017-12-28 00:00:00,,39,28,0,11,,-21.8,,0,0,0,T,,,32,T,39.8,FORT ST. JOHN A,-27.4,
-120.74027777777778,56.23833333333334,1183001.2017.12.29,,,,,1183001,-27.3,12,,,BC,,2017,2017-12-29 00:00:00,,0,29,0,12,,-30.2,,0,0,0,T,,,0,T,48.2,FORT ST. JOHN A,-33,
-120.74027777777778,56.23833333333334,1183001.2017.12.30,,,,,1183001,-31.5,12,,,BC,,2017,2017-12-30 00:00:00,,0,30,0,12,,-34.1,,0,0,0,,,,0,,52.1,FORT ST. JOHN A,-36.6,
-120.74027777777778,56.23833333333334,1183001.2017.12.31,,,,,1183001,-29.8,12,,,BC,,2017,2017-12-31 00:00:00,,0,31,0,12,,-32.3,,0,0,0,,,,0,,50.3,FORT ST. JOHN A,-34.8,
-120.74027777777778,56.23833333333334,1183001.2018.1.1,,,,,1183001,-2.5,1,,,BC,,2018,2018-01-01 00:00:00,,63,1,0,12,,-16.8,,0,0,0,,,,24,,34.8,FORT ST. JOHN A,-31,
-120.74027777777778,56.23833333333334,1183001.2018.1.2,,,,,1183001,3.8,1,,,BC,T,2018,2018-01-02 00:00:00,,52,2,0,9,,0,,0,0,0,,,,24,T,18,FORT ST. JOHN A,-3.8,
-120.74027777777778,56.23833333333334,1183001.2018.1.3,,,,,1183001,3.8,1,,,BC,,2018,2018-01-03 00:00:00,,52,3,0,9,,1.4,,0,0,0,,,,23,,16.6,FORT ST. JOHN A,-1,
-120.74027777777778,56.23833333333334,1183001.2018.1.4,,,,,1183001,2,1,,,BC,,2018,2018-01-04 00:00:00,,0,4,0,9,,-1.1,,0,0,0,,,,0,,19.1,FORT ST. JOHN A,-4.1,
-120.74027777777778,56.23833333333334,1183001.2018.1.5,,,,,1183001,-0.6,1,,,BC,T,2018,2018-01-05 00:00:00,,0,5,0,9,,-3,,0,0,0,,,,0,T,21,FORT ST. JOHN A,-5.3,
-120.74027777777778,56.23833333333334,1183001.2018.1.6,,,,,1183001,2.3,1,,,BC,,2018,2018-01-06 00:00:00,,59,6,0,9,,-0.6,,0,0,0,,,,24,,18.6,FORT ST. JOHN A,-3.4,
-120.74027777777778,56.23833333333334,1183001.2018.1.7,,,,,1183001,0.1,1,,,BC,,2018,2018-01-07 00:00:00,,43,7,0,8,,-1.8,,0,0,0,T,,,24,T,19.8,FORT ST. JOHN A,-3.6,
-120.74027777777778,56.23833333333334,1183001.2018.1.8,,,,,1183001,-1.7,1,,,BC,,2018,2018-01-08 00:00:00,,52,8,8.6,10,,-10.1,,0,8.6,0,,,,35,,28.1,FORT ST. JOHN A,-18.5,
-120.74027777777778,56.23833333333334,1183001.2018.1.9,,,,,1183001,-18.4,1,,,BC,,2018,2018-01-09 00:00:00,,46,9,4.8,17,,-22.4,,0,4.6,0.2,,,,35,,40.4,FORT ST. JOHN A,-26.4,
-120.74027777777778,56.23833333333334,1183001.2018.1.10,,,,,1183001,-26.4,1,,,BC,,2018,2018-01-10 00:00:00,,32,10,0.4,13,,-28.7,,0,0.4,0,,,,35,,46.7,FORT ST. JOHN A,-31,
-120.74027777777778,56.23833333333334,1183001.2018.1.11,,,,,1183001,-29.6,1,,,BC,,2018,2018-01-11 00:00:00,,0,11,0,13,,-32.7,,0,0,0,T,,,0,T,50.7,FORT ST. JOHN A,-35.7,
-120.74027777777778,56.23833333333334,1183001.2018.1.12,,,,,1183001,-29,1,,,BC,,2018,2018-01-12 00:00:00,,0,12,0,13,,-32.4,,0,0,0,T,,,0,T,50.4,FORT ST. JOHN A,-35.8,
-120.74027777777778,56.23833333333334,1183001.2018.1.13,,,,,1183001,-1.6,1,,,BC,,2018,2018-01-13 00:00:00,,48,13,0,12,,-15.3,,0,0,0,T,,,25,T,33.3,FORT ST. JOHN A,-29,
-120.74027777777778,56.23833333333334,1183001.2018.1.14,,,,M,1183001,-5,1,E,,BC,,2018,2018-01-14 00:00:00,,37,14,1.6,14,M,,M,,1.6,0,,,,10,,,FORT ST. JOHN A,,M
-120.74027777777778,56.23833333333334,1183001.2018.1.15,,,,,1183001,-7.1,1,,,BC,,2018,2018-01-15 00:00:00,,30,15,0,14,,-8.5,,0,0,0,T,,,10,T,26.5,FORT ST. JOHN A,-9.8,
-120.74027777777778,56.23833333333334,1183001.2018.1.16,,,,,1183001,2.4,1,,,BC,,2018,2018-01-16 00:00:00,,56,16,0,14,,-3.6,,0,0,0,,,,23,,21.6,FORT ST. JOHN A,-9.6,
-120.74027777777778,56.23833333333334,1183001.2018.1.17,,,,,1183001,3.4,1,,,BC,,2018,2018-01-17 00:00:00,,54,17,0,14,,0.1,,0,0,0,T,,,23,T,17.9,FORT ST. JOHN A,-3.3,
-120.74027777777778,56.23833333333334,1183001.2018.1.18,,,,,1183001,3,1,,,BC,,2018,2018-01-18 00:00:00,,33,18,0,14,,-1.9,,0,0,0,,,,23,,19.9,FORT ST. JOHN A,-6.8,
-120.74027777777778,56.23833333333334,1183001.2018.1.19,,,,,1183001,-0.2,1,,,BC,T,2018,2018-01-19 00:00:00,,0,19,0,14,,-4.9,,0,0,0,,,,0,T,22.9,FORT ST. JOHN A,-9.6,
-120.74027777777778,56.23833333333334,1183001.2018.1.20,,,,,1183001,-8,1,,,BC,,2018,2018-01-20 00:00:00,,0,20,0.4,14,,-10.7,,0,0.4,0,,,,0,,28.7,FORT ST. JOHN A,-13.3,
-120.74027777777778,56.23833333333334,1183001.2018.1.21,,,,,1183001,-6.6,1,,,BC,,2018,2018-01-21 00:00:00,,44,21,1.8,14,,-7.6,,0,1.8,0,,,,8,,25.6,FORT ST. JOHN A,-8.5,
-120.74027777777778,56.23833333333334,1183001.2018.1.22,,,,,1183001,-7.4,1,,,BC,,2018,2018-01-22 00:00:00,,0,22,0.2,14,,-9.8,,0,0.2,0,,,,0,,27.8,FORT ST. JOHN A,-12.2,
-120.74027777777778,56.23833333333334,1183001.2018.1.23,,,,,1183001,-9.3,1,,,BC,,2018,2018-01-23 00:00:00,,0,23,0,14,,-13.1,,0,0,0,T,,,0,T,31.1,FORT ST. JOHN A,-16.8,
-120.74027777777778,56.23833333333334,1183001.2018.1.24,,,,,1183001,-9.2,1,,,BC,,2018,2018-01-24 00:00:00,,0,24,1.2,14,,-11.4,,0,1.2,0,,,,0,,29.4,FORT ST. JOHN A,-13.6,
-120.74027777777778,56.23833333333334,1183001.2018.1.25,,,,,1183001,-12.8,1,,,BC,,2018,2018-01-25 00:00:00,,43,25,7,18,,-15.5,,0,7,0,,,,36,,33.5,FORT ST. JOHN A,-18.1,
-120.74027777777778,56.23833333333334,1183001.2018.1.26,,,,,1183001,-18.1,1,,,BC,,2018,2018-01-26 00:00:00,,37,26,3.2,23,,-19.7,,0,3.2,0,,,,35,,37.7,FORT ST. JOHN A,-21.2,
-120.74027777777778,56.23833333333334,1183001.2018.1.27,,,,,1183001,-18.7,1,,,BC,T,2018,2018-01-27 00:00:00,,0,27,0,24,,-20.6,,0,0,0,,,,0,T,38.6,FORT ST. JOHN A,-22.5,
-120.74027777777778,56.23833333333334,1183001.2018.1.28,,,,,1183001,-19.5,1,,,BC,,2018,2018-01-28 00:00:00,,0,28,0,24,,-22.5,,0,0,0,T,,,0,T,40.5,FORT ST. JOHN A,-25.4,
-120.74027777777778,56.23833333333334,1183001.2018.1.29,,,,,1183001,-15.4,1,,,BC,,2018,2018-01-29 00:00:00,,33,29,4.4,26,,-17.6,,0,4.4,0,,,,34,,35.6,FORT ST. JOHN A,-19.8,
-120.74027777777778,56.23833333333334,1183001.2018.1.30,,,,,1183001,-17.5,1,,,BC,,2018,2018-01-30 00:00:00,,44,30,4.8,28,,-20.2,,0,4.8,0,,,,35,,38.2,FORT ST. JOHN A,-22.9,
-120.74027777777778,56.23833333333334,1183001.2018.1.31,,,,,1183001,-21.3,1,,,BC,,2018,2018-01-31 00:00:00,,0,31,3.2,33,,-23.6,,0,3.2,0,,,,0,,41.6,FORT ST. JOHN A,-25.9,
-120.74027777777778,56.23833333333334,1183001.2018.2.1,,,,,1183001,-21.3,2,,,BC,,2018,2018-02-01 00:00:00,,0,1,3.6,35,,-22.5,,0,3.6,0,,,,0,,40.5,FORT ST. JOHN A,-23.6,
-120.74027777777778,56.23833333333334,1183001.2018.2.2,,,,,1183001,-21.4,2,,,BC,,2018,2018-02-02 00:00:00,,37,2,19.8,36,,-22.4,,0,19.8,0,,,,35,,40.4,FORT ST. JOHN A,-23.3,
-120.74027777777778,56.23833333333334,1183001.2018.2.3,,,,,1183001,-21.6,2,,,BC,,2018,2018-02-03 00:00:00,,37,3,0.6,48,,-24.8,,0,0.6,0,,,,34,,42.8,FORT ST. JOHN A,-27.9,
-120.74027777777778,56.23833333333334,1183001.2018.2.4,,,,,1183001,-20.8,2,,,BC,,2018,2018-02-04 00:00:00,,37,4,0,47,,-27.3,,0,0,0,,,,0,,45.3,FORT ST. JOHN A,-33.7,
-120.74027777777778,56.23833333333334,1183001.2018.2.5,,,,,1183001,-17.9,2,,,BC,,2018,2018-02-05 00:00:00,,0,5,0,47,,-23.1,,0,0,0,,,,0,,41.1,FORT ST. JOHN A,-28.3,
-120.74027777777778,56.23833333333334,1183001.2018.2.6,,,,,1183001,-17.6,2,,,BC,,2018,2018-02-06 00:00:00,,0,6,1.4,46,,-21.4,,0,1.4,0,,,,0,,39.4,FORT ST. JOHN A,-25.2,
-120.74027777777778,56.23833333333334,1183001.2018.2.7,,,,,1183001,-16.8,2,,,BC,,2018,2018-02-07 00:00:00,,0,7,2,47,,-17.9,,0,1,1,,,,0,,35.9,FORT ST. JOHN A,-19,
-120.74027777777778,56.23833333333334,1183001.2018.2.8,,,,,1183001,-16.7,2,,,BC,,2018,2018-02-08 00:00:00,,30,8,0,48,,-19.9,,0,0,0,T,,,36,T,37.9,FORT ST. JOHN A,-23.1,
-120.74027777777778,56.23833333333334,1183001.2018.2.9,,,,,1183001,-16.2,2,,,BC,,2018,2018-02-09 00:00:00,,32,9,0,48,,-21.7,,0,0,0,T,,,24,T,39.7,FORT ST. JOHN A,-27.2,
-120.74027777777778,56.23833333333334,1183001.2018.2.10,,,,,1183001,-7.5,2,,,BC,,2018,2018-02-10 00:00:00,,33,10,0.6,48,,-11.8,,0,0.6,0,,,,26,,29.8,FORT ST. JOHN A,-16,
-120.74027777777778,56.23833333333334,1183001.2018.2.11,,,,,1183001,-11,2,,,BC,,2018,2018-02-11 00:00:00,,30,11,0,48,,-17.2,,0,0,0,,,,2,,35.2,FORT ST. JOHN A,-23.4,
-120.74027777777778,56.23833333333334,1183001.2018.2.12,,,,,1183001,-2.7,2,,,BC,,2018,2018-02-12 00:00:00,,89,12,0,48,,-13.4,,0,0,0,,,,24,,31.4,FORT ST. JOHN A,-24,
-120.74027777777778,56.23833333333334,1183001.2018.2.13,,,,,1183001,1.6,2,,,BC,,2018,2018-02-13 00:00:00,,80,13,2,42,,-1,,0,2,0,,,,25,,19,FORT ST. JOHN A,-3.6,
-120.74027777777778,56.23833333333334,1183001.2018.2.14,,,,,1183001,-2.5,2,,,BC,,2018,2018-02-14 00:00:00,,61,14,2.2,30,,-10.5,,0,2.2,0,,,,35,,28.5,FORT ST. JOHN A,-18.4,
-120.74027777777778,56.23833333333334,1183001.2018.2.15,,,,,1183001,-4.7,2,,,BC,,2018,2018-02-15 00:00:00,,39,15,0,31,,-13.6,,0,0,0,T,,,25,T,31.6,FORT ST. JOHN A,-22.4,
-120.74027777777778,56.23833333333334,1183001.2018.2.16,,,,,1183001,-5.5,2,,,BC,,2018,2018-02-16 00:00:00,,41,16,0,31,,-8.8,,0,0,0,T,,,36,T,26.8,FORT ST. JOHN A,-12.1,
-120.74027777777778,56.23833333333334,1183001.2018.2.17,,,,,1183001,-9.9,2,,,BC,T,2018,2018-02-17 00:00:00,,37,17,0,31,,-12.7,,0,0,0,,,,36,T,30.7,FORT ST. JOHN A,-15.5,
-120.74027777777778,56.23833333333334,1183001.2018.2.18,,,,,1183001,-10.2,2,,,BC,T,2018,2018-02-18 00:00:00,,41,18,0,31,,-13.3,,0,0,0,,,,35,T,31.3,FORT ST. JOHN A,-16.3,
-120.74027777777778,56.23833333333334,1183001.2018.2.19,,,,,1183001,-9.2,2,,,BC,,2018,2018-02-19 00:00:00,,33,19,0,28,,-13.9,,0,0,0,,,,25,,31.9,FORT ST. JOHN A,-18.5,
-120.74027777777778,56.23833333333334,1183001.2018.2.20,,,,,1183001,-8,2,,,BC,,2018,2018-02-20 00:00:00,,0,20,0,28,,-14.3,,0,0,0,,,,0,,32.3,FORT ST. JOHN A,-20.6,
-120.74027777777778,56.23833333333334,1183001.2018.2.21,,,,,1183001,-4.7,2,,,BC,,2018,2018-02-21 00:00:00,,37,21,1.4,27,,-8.3,,0,1.4,0,,,,31,,26.3,FORT ST. JOHN A,-11.8,
-120.74027777777778,56.23833333333334,1183001.2018.2.22,,,,,1183001,-4.4,2,,,BC,,2018,2018-02-22 00:00:00,,44,22,0,28,,-9.5,,0,0,0,,,,22,,27.5,FORT ST. JOHN A,-14.5,
-120.74027777777778,56.23833333333334,1183001.2018.2.23,,,,,1183001,0.7,2,,,BC,,2018,2018-02-23 00:00:00,,65,23,0.2,28,,-2.8,,0,0.2,0,,,,24,,20.8,FORT ST. JOHN A,-6.2,
-120.74027777777778,56.23833333333334,1183001.2018.2.24,,,,,1183001,-3.3,2,,,BC,,2018,2018-02-24 00:00:00,,37,24,4,29,,-5.9,,0,4,0,,,,35,,23.9,FORT ST. JOHN A,-8.5,
-120.74027777777778,56.23833333333334,1183001.2018.2.25,,,,,1183001,-4.8,2,,,BC,,2018,2018-02-25 00:00:00,,0,25,0,31,,-7.9,,0,0,0,T,,,0,T,25.9,FORT ST. JOHN A,-10.9,
-120.74027777777778,56.23833333333334,1183001.2018.2.26,,,,,1183001,0,2,,,BC,,2018,2018-02-26 00:00:00,,82,26,0,31,,-6.9,,0,0,0,,,,24,,24.9,FORT ST. JOHN A,-13.8,
-120.74027777777778,56.23833333333334,1183001.2018.2.27,,,,,1183001,1.7,2,,,BC,,2018,2018-02-27 00:00:00,,59,27,0,31,,-1,,0,0,0,,,,23,,19,FORT ST. JOHN A,-3.6,
-120.74027777777778,56.23833333333334,1183001.2018.2.28,,,,,1183001,-0.6,2,,,BC,,2018,2018-02-28 00:00:00,,35,28,0,31,,-3.7,,0,0,0,,,,35,,21.7,FORT ST. JOHN A,-6.7,
-120.74027777777778,56.23833333333334,1183001.2018.3.1,,,,,1183001,-6.2,3,,,BC,,2018,2018-03-01 00:00:00,,59,1,17.8,30,,-10,,0,17.8,0,,,,35,,28,FORT ST. JOHN A,-13.8,
-120.74027777777778,56.23833333333334,1183001.2018.3.2,,,,,1183001,-12.4,3,,,BC,,2018,2018-03-02 00:00:00,,48,2,17.2,56,,-14.8,,0,17.2,0,,,,34,,32.8,FORT ST. JOHN A,-17.2,
-120.74027777777778,56.23833333333334,1183001.2018.3.3,,,,,1183001,-11.7,3,,,BC,,2018,2018-03-03 00:00:00,,37,3,2.8,63,,-14.7,,0,2.8,0,,,,33,,32.7,FORT ST. JOHN A,-17.6,
-120.74027777777778,56.23833333333334,1183001.2018.3.4,,,,,1183001,-10,3,,,BC,,2018,2018-03-04 00:00:00,,0,4,0.2,64,,-13.4,,0,0.2,0,,,,0,,31.4,FORT ST. JOHN A,-16.7,
-120.74027777777778,56.23833333333334,1183001.2018.3.5,,,,,1183001,-8.8,3,,,BC,,2018,2018-03-05 00:00:00,,32,5,1.4,64,,-13.8,,0,1.4,0,,,,31,,31.8,FORT ST. JOHN A,-18.7,
-120.74027777777778,56.23833333333334,1183001.2018.3.6,,,,,1183001,-9.7,3,,,BC,,2018,2018-03-06 00:00:00,,0,6,0,65,,-14.2,,0,0,0,T,,,0,T,32.2,FORT ST. JOHN A,-18.6,
-120.74027777777778,56.23833333333334,1183001.2018.3.7,,,,,1183001,-7.3,3,,,BC,,2018,2018-03-07 00:00:00,,0,7,0,65,,-14.2,,0,0,0,,,,0,,32.2,FORT ST. JOHN A,-21.1,
-120.74027777777778,56.23833333333334,1183001.2018.3.8,,,,,1183001,-6.9,3,,,BC,,2018,2018-03-08 00:00:00,,0,8,0,,,-12.8,,0,0,0,,,,0,,30.8,FORT ST. JOHN A,-18.6,
-120.74027777777778,56.23833333333334,1183001.2018.3.9,,,,,1183001,1,3,,,BC,,2018,2018-03-09 00:00:00,,44,9,0,,,-6.8,,0,0,0,,,,22,,24.8,FORT ST. JOHN A,-14.6,
-120.74027777777778,56.23833333333334,1183001.2018.3.10,,,,,1183001,5.9,3,,,BC,,2018,2018-03-10 00:00:00,,52,10,0,57,,2.8,,0,0,0,,,,24,,15.2,FORT ST. JOHN A,-0.4,
-120.74027777777778,56.23833333333334,1183001.2018.3.11,,,,,1183001,5.5,3,,,BC,,2018,2018-03-11 00:00:00,,0,11,0,38,,-1.1,,0,0,0,,,,0,,19.1,FORT ST. JOHN A,-7.6,
-120.74027777777778,56.23833333333334,1183001.2018.3.12,,,,,1183001,6.4,3,,,BC,,2018,2018-03-12 00:00:00,,0,12,0,35,,-0.4,,0,0,0,,,,0,,18.4,FORT ST. JOHN A,-7.1,
-120.74027777777778,56.23833333333334,1183001.2018.3.13,,,,,1183001,5.8,3,,,BC,,2018,2018-03-13 00:00:00,,0,13,0,33,,-0.4,,0,0,0,,,,0,,18.4,FORT ST. JOHN A,-6.5,
-120.74027777777778,56.23833333333334,1183001.2018.3.14,,,,,1183001,2.7,3,,,BC,,2018,2018-03-14 00:00:00,,0,14,0,30,,-2.6,,0,0,0,,,,0,,20.6,FORT ST. JOHN A,-7.9,
-120.74027777777778,56.23833333333334,1183001.2018.3.15,,,,,1183001,7.8,3,,,BC,,2018,2018-03-15 00:00:00,,0,15,0,28,,2.6,,0,0,0,,,,0,,15.4,FORT ST. JOHN A,-2.7,
-120.74027777777778,56.23833333333334,1183001.2018.3.16,,,,,1183001,5.4,3,,,BC,,2018,2018-03-16 00:00:00,,0,16,0,27,,1.5,,0,0,0,,,,0,,16.5,FORT ST. JOHN A,-2.5,
-120.74027777777778,56.23833333333334,1183001.2018.3.17,,,,,1183001,3.9,3,,,BC,,2018,2018-03-17 00:00:00,,0,17,0,26,,-0.3,,0,0,0,,,,0,,18.3,FORT ST. JOHN A,-4.4,
