x,y,LOCAL_DAY,PROVINCE_CODE,CLIMATE_IDENTIFIER,MIN_TEMPERATURE_FLAG,ID,TOTAL_PRECIPITATION_FLAG,TOTAL_SNOW,MAX_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST_FLAG,TOTAL_RAIN,DIRECTION_MAX_GUST,MAX_TEMPERATURE,LOCAL_YEAR,TOTAL_PRECIPITATION,LOCAL_DATE,MIN_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS,MAX_TEMPERATURE_FLAG,SNOW_ON_GROUND_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MAX_REL_HUMIDITY,SPEED_MAX_GUST,MEAN_TEMPERATURE,TOTAL_RAIN_FLAG,MIN_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,SPEED_MAX_GUST_FLAG,MEAN_TEMPERATURE_FLAG,TOTAL_SNOW_FLAG,LOCAL_MONTH,STATION_NAME,MIN_TEMPERATURE,SNOW_ON_GROUND
-122.59694444444445,58.83638888888889,4,BC,1192946,,1192946.2017.11.4,,1.8,,,,0,-1.3,2017,1.4,2017-11-04 00:00:00,,0,,,22.6,,,0,-4.6,M,,,,,,11,FORT NELSON A,-7.8,5
-122.59694444444445,58.83638888888889,5,BC,1192946,,1192946.2017.11.5,,2.5,,,,0,-3.5,2017,2.2,2017-11-05 00:00:00,,0,,,25.5,,,0,-7.5,M,,,,,,11,FORT NELSON A,-11.4,8
-122.59694444444445,58.83638888888889,6,BC,1192946,M,1192946.2017.11.6,,0.5,,,0.1,2,,2017,0.4,2017-11-06 00:00:00,,,M,,,M,,39,,,,M,,M,,11,FORT NELSON A,,9
-122.59694444444445,58.83638888888889,7,BC,1192946,E,1192946.2017.11.7,M,,,M,,,,2017,,2017-11-07 00:00:00,,,M,,,M,,,,M,,M,M,M,,11,FORT NELSON A,-12.6,8
-122.59694444444445,58.83638888888889,8,BC,1192946,E,1192946.2017.11.8,,0,,,0,0,,2017,0,2017-11-08 00:00:00,,,M,,,M,,0,,,,M,,M,,11,FORT NELSON A,-19.7,8
-122.59694444444445,58.83638888888889,9,BC,1192946,,1192946.2017.11.9,,0,,,0,0,-5.5,2017,0,2017-11-09 00:00:00,,0,,,32.5,,,0,-14.5,,,,,,,11,FORT NELSON A,-23.4,8
-122.59694444444445,58.83638888888889,10,BC,1192946,,1192946.2017.11.10,,0,,,0,0,-13.1,2017,0,2017-11-10 00:00:00,,0,,,35.5,,,0,-17.5,,,,,,,11,FORT NELSON A,-21.8,8
-122.59694444444445,58.83638888888889,11,BC,1192946,,1192946.2017.11.11,,0,,,0,0,-10,2017,0,2017-11-11 00:00:00,,0,,,32.6,,,0,-14.6,,,,,,,11,FORT NELSON A,-19.2,8
-122.59694444444445,58.83638888888889,12,BC,1192946,M,1192946.2017.11.12,,7.4,,,0,0,-8.2,2017,6,2017-11-12 00:00:00,,,E,,,M,,0,,,,M,,M,,11,FORT NELSON A,,10
-122.59694444444445,58.83638888888889,13,BC,1192946,,1192946.2017.11.13,,0.2,,,0,0,-10.8,2017,0.2,2017-11-13 00:00:00,,0,,,33.8,,,0,-15.8,,,,,,,11,FORT NELSON A,-20.8,15
-122.59694444444445,58.83638888888889,14,BC,1192946,,1192946.2017.11.14,,5.2,,,0,0,-11.9,2017,4.4,2017-11-14 00:00:00,,0,,,31.5,,,0,-13.5,,,,,,,11,FORT NELSON A,-15,17
-122.59694444444445,58.83638888888889,15,BC,1192946,,1192946.2017.11.15,,4.2,,,0,0,-12.7,2017,3.8,2017-11-15 00:00:00,,0,,,32.3,,,0,-14.3,,,,,,,11,FORT NELSON A,-15.8,23
-122.59694444444445,58.83638888888889,16,BC,1192946,,1192946.2017.11.16,,1.2,,,0,0,-13.9,2017,1.2,2017-11-16 00:00:00,,0,,,35.7,,,0,-17.7,,,,,,,11,FORT NELSON A,-21.5,22
-122.59694444444445,58.83638888888889,17,BC,1192946,,1192946.2017.11.17,T,0,,,0,0,-18.8,2017,0,2017-11-17 00:00:00,,0,,,41.4,,,0,-23.4,,,,,,T,11,FORT NELSON A,-27.9,22
-122.59694444444445,58.83638888888889,18,BC,1192946,,1192946.2017.11.18,,2.4,,,,0,-16.4,2017,2.1,2017-11-18 00:00:00,,0,,,37.1,,,0,-19.1,M,,,,,,11,FORT NELSON A,-21.8,21
-122.59694444444445,58.83638888888889,19,BC,1192946,,1192946.2017.11.19,,4.9,,,,29,-17.3,2017,4.8,2017-11-19 00:00:00,,0,,,37.1,,,37,-19.1,M,,,,,,11,FORT NELSON A,-20.9,24
-122.59694444444445,58.83638888888889,20,BC,1192946,,1192946.2017.11.20,T,0,,,0,0,-19.8,2017,0,2017-11-20 00:00:00,,0,,,42.1,,,0,-24.1,T,,,,,,11,FORT NELSON A,-28.4,26
-122.59694444444445,58.83638888888889,21,BC,1192946,,1192946.2017.11.21,,1.1,,,,0,-20.5,2017,1.4,2017-11-21 00:00:00,,0,,,40.4,,,0,-22.4,M,,,,,,11,FORT NELSON A,-24.3,27
-122.59694444444445,58.83638888888889,22,BC,1192946,,1192946.2017.11.22,,1.6,,,0,0,-15.8,2017,1.6,2017-11-22 00:00:00,,0,,,38.5,,,0,-20.5,,,,,,,11,FORT NELSON A,-25.2,27
-122.59694444444445,58.83638888888889,23,BC,1192946,,1192946.2017.11.23,,12.8,,,0.1,0,-11.9,2017,11,2017-11-23 00:00:00,,0,,,32.5,,,0,-14.5,,,,,,,11,FORT NELSON A,-17,35
-122.59694444444445,58.83638888888889,24,BC,1192946,,1192946.2017.11.24,,2,,,0,0,-12.7,2017,2,2017-11-24 00:00:00,,0,,,32.9,,,0,-14.9,,,,,,,11,FORT NELSON A,-17.1,34
-122.59694444444445,58.83638888888889,25,BC,1192946,,1192946.2017.11.25,,1.2,,,0.4,0,-13.6,2017,1.2,2017-11-25 00:00:00,,0,,,36.4,,,0,-18.4,,,,,,,11,FORT NELSON A,-23.1,41
-122.59694444444445,58.83638888888889,26,BC,1192946,,1192946.2017.11.26,,9,,,0,0,-17.3,2017,8.4,2017-11-26 00:00:00,,0,,,39,,,0,-21,,,,,,,11,FORT NELSON A,-24.6,41
-122.59694444444445,58.83638888888889,27,BC,1192946,,1192946.2017.11.27,,0,,,0.4,0,-17.4,2017,0.4,2017-11-27 00:00:00,,0,,,39.5,,,0,-21.5,,,,,,T,11,FORT NELSON A,-25.6,49
-122.59694444444445,58.83638888888889,28,BC,1192946,,1192946.2017.11.28,,0,,,0,0,-18.3,2017,0,2017-11-28 00:00:00,,0,,,40.6,,,0,-22.6,,,,,,,11,FORT NELSON A,-26.8,43
-122.59694444444445,58.83638888888889,29,BC,1192946,,1192946.2017.11.29,,0,,,0,0,-13.6,2017,0,2017-11-29 00:00:00,,0,,,35.1,,,0,-17.1,,,,,,,11,FORT NELSON A,-20.6,43
-122.59694444444445,58.83638888888889,30,BC,1192946,,1192946.2017.11.30,,0,,,0,0,-11.4,2017,0,2017-11-30 00:00:00,,0,,,34.3,,,0,-16.3,,,,,,,11,FORT NELSON A,-21.2,43
-122.59694444444445,58.83638888888889,1,BC,1192946,,1192946.2017.12.1,,0,,,0,0,-9.8,2017,0,2017-12-01 00:00:00,,0,,,32.7,,,0,-14.7,,,,,,,12,FORT NELSON A,-19.5,43
-122.59694444444445,58.83638888888889,2,BC,1192946,,1192946.2017.12.2,,0,,,0,0,-12.6,2017,0,2017-12-02 00:00:00,,0,,,33.3,,,0,-15.3,,,,,,,12,FORT NELSON A,-17.9,42
-122.59694444444445,58.83638888888889,3,BC,1192946,,1192946.2017.12.3,,3.1,,,,0,-14.6,2017,2,2017-12-03 00:00:00,,0,,,36,,,0,-18,M,,,,,,12,FORT NELSON A,-21.4,42
-122.59694444444445,58.83638888888889,4,BC,1192946,,1192946.2017.12.4,,0,,,0.2,0,-10.8,2017,0.2,2017-12-04 00:00:00,,0,,,33.5,,,0,-15.5,,,,,,,12,FORT NELSON A,-20.2,44
-122.59694444444445,58.83638888888889,5,BC,1192946,,1192946.2017.12.5,,0,,,0,26,5.3,2017,0,2017-12-05 00:00:00,,0,,,22.1,,,52,-4.1,,,,,,,12,FORT NELSON A,-13.5,
-122.59694444444445,58.83638888888889,6,BC,1192946,,1192946.2017.12.6,,0,,,0,0,-1.8,2017,0,2017-12-06 00:00:00,,0,,,24.9,,,0,-6.9,,,,,,,12,FORT NELSON A,-11.9,44
-122.59694444444445,58.83638888888889,7,BC,1192946,,1192946.2017.12.7,,0,,,0,0,-8.1,2017,0,2017-12-07 00:00:00,,0,,,28.8,,,0,-10.8,,,,,,,12,FORT NELSON A,-13.5,40
-122.59694444444445,58.83638888888889,8,BC,1192946,,1192946.2017.12.8,,0,,,0,0,-7.8,2017,0,2017-12-08 00:00:00,,0,,,30.1,,,0,-12.1,,,,,,,12,FORT NELSON A,-16.3,40
-122.59694444444445,58.83638888888889,9,BC,1192946,,1192946.2017.12.9,,0,,,0,0,-6.1,2017,0,2017-12-09 00:00:00,,0,,,26.7,,,0,-8.7,,,,,,,12,FORT NELSON A,-11.3,39
-122.59694444444445,58.83638888888889,10,BC,1192946,,1192946.2017.12.10,,0,,,1.3,0,0.9,2017,1.3,2017-12-10 00:00:00,,0,,,22.5,,,0,-4.5,,,,,,,12,FORT NELSON A,-9.9,39
-122.59694444444445,58.83638888888889,11,BC,1192946,,1192946.2017.12.11,T,0,,,0,0,-2.5,2017,0,2017-12-11 00:00:00,,0,,,23.5,,,0,-5.5,T,,,,,,12,FORT NELSON A,-8.4,41
-122.59694444444445,58.83638888888889,12,BC,1192946,,1192946.2017.12.12,,0,,,0,0,-2.3,2017,0,2017-12-12 00:00:00,,0,,,24.5,,,0,-6.5,,,,,,,12,FORT NELSON A,-10.7,38
-122.59694444444445,58.83638888888889,13,BC,1192946,,1192946.2017.12.13,,0,,,0,0,-3.6,2017,0,2017-12-13 00:00:00,,0,,,25.1,,,0,-7.1,,,,,,,12,FORT NELSON A,-10.6,36
-122.59694444444445,58.83638888888889,14,BC,1192946,,1192946.2017.12.14,,0.2,,,0.4,0,-3.8,2017,0.6,2017-12-14 00:00:00,,0,,,24.9,,,0,-6.9,,,,,,,12,FORT NELSON A,-10,36
-122.59694444444445,58.83638888888889,15,BC,1192946,,1192946.2017.12.15,,0,,,0,27,4.8,2017,0,2017-12-15 00:00:00,,0,,,19.4,,,57,-1.4,,,,,,,12,FORT NELSON A,-7.5,34
-122.59694444444445,58.83638888888889,16,BC,1192946,,1192946.2017.12.16,,0,,,0,0,-5.2,2017,0,2017-12-16 00:00:00,,0,,,26.6,,,0,-8.6,,,,,,,12,FORT NELSON A,-12,33
-122.59694444444445,58.83638888888889,17,BC,1192946,,1192946.2017.12.17,,0.2,,,0,29,1.1,2017,0.2,2017-12-17 00:00:00,,0,,,23.8,,,46,-5.8,,,,,,,12,FORT NELSON A,-12.7,33
-122.59694444444445,58.83638888888889,18,BC,1192946,,1192946.2017.12.18,,5,,,0.2,35,-3.9,2017,4,2017-12-18 00:00:00,,0,,,27.5,,,37,-9.5,,,,,,,12,FORT NELSON A,-15.1,33
-122.59694444444445,58.83638888888889,19,BC,1192946,,1192946.2017.12.19,,0.2,,,0,0,-13.8,2017,0.2,2017-12-19 00:00:00,,0,,,34.4,,,0,-16.4,,,,,,,12,FORT NELSON A,-18.9,35
-122.59694444444445,58.83638888888889,20,BC,1192946,,1192946.2017.12.20,,0,,,0,0,-15.1,2017,0,2017-12-20 00:00:00,,0,,,35.7,,,0,-17.7,,,,,,,12,FORT NELSON A,-20.3,35
-122.59694444444445,58.83638888888889,21,BC,1192946,,1192946.2017.12.21,,2.1,,,2.1,0,-4,2017,3.8,2017-12-21 00:00:00,,0,,,29.1,,,0,-11.1,,,,,,,12,FORT NELSON A,-18.2,37
-122.59694444444445,58.83638888888889,22,BC,1192946,,1192946.2017.12.22,,0,,,0,0,-10.4,2017,0,2017-12-22 00:00:00,,0,,,32.9,,,0,-14.9,,,,,,,12,FORT NELSON A,-19.4,39
-122.59694444444445,58.83638888888889,23,BC,1192946,,1192946.2017.12.23,,0,,,0,0,-12.5,2017,0,2017-12-23 00:00:00,,0,,,35.5,,,0,-17.5,,,,,,,12,FORT NELSON A,-22.4,37
-122.59694444444445,58.83638888888889,24,BC,1192946,,1192946.2017.12.24,,0.8,,,0.2,0,-16.6,2017,0.8,2017-12-24 00:00:00,,0,,,38.9,,,0,-20.9,,,,,,,12,FORT NELSON A,-25.2,37
-122.59694444444445,58.83638888888889,25,BC,1192946,,1192946.2017.12.25,,0.5,,,,0,-18.7,2017,0.2,2017-12-25 00:00:00,,0,,,40.1,,,0,-22.1,M,,,,,,12,FORT NELSON A,-25.5,38
-122.59694444444445,58.83638888888889,26,BC,1192946,,1192946.2017.12.26,T,0,,,0,0,-21.9,2017,0,2017-12-26 00:00:00,,0,,,42.7,,,0,-24.7,,,,,,T,12,FORT NELSON A,-27.4,38
-122.59694444444445,58.83638888888889,27,BC,1192946,,1192946.2017.12.27,,0.4,,,0,31,-16.4,2017,0.4,2017-12-27 00:00:00,,0,,,40.7,,,39,-22.7,,,,,,,12,FORT NELSON A,-28.9,38
-122.59694444444445,58.83638888888889,28,BC,1192946,,1192946.2017.12.28,,0,,,0.2,0,-21.3,2017,0.2,2017-12-28 00:00:00,,0,,,44.7,,,0,-26.7,,,,,,T,12,FORT NELSON A,-32,39
-122.59694444444445,58.83638888888889,29,BC,1192946,,1192946.2017.12.29,T,0,,,0,0,-24.9,2017,0,2017-12-29 00:00:00,,0,,,49.5,,,0,-31.5,,,,,,T,12,FORT NELSON A,-38,39
-122.59694444444445,58.83638888888889,30,BC,1192946,,1192946.2017.12.30,,0,,,0,0,-36.6,2017,0,2017-12-30 00:00:00,,0,,,57,,,0,-39,,,,,,,12,FORT NELSON A,-41.3,39
-122.59694444444445,58.83638888888889,31,BC,1192946,,1192946.2017.12.31,,0,,,0,0,-33.5,2017,0,2017-12-31 00:00:00,,0,,,55.2,,,0,-37.2,,,,,,,12,FORT NELSON A,-40.8,39
-122.59694444444445,58.83638888888889,1,BC,1192946,,1192946.2018.1.1,,0,,,0,0,-21.8,2018,0,2018-01-01 00:00:00,,0,,,48.6,,,0,-30.6,,,,,,,1,FORT NELSON A,-39.3,39
-122.59694444444445,58.83638888888889,2,BC,1192946,,1192946.2018.1.2,T,0,,,0,0,-11.8,2018,0,2018-01-02 00:00:00,,0,,,35.6,,,0,-17.6,,,,,,,1,FORT NELSON A,-23.4,39
-122.59694444444445,58.83638888888889,3,BC,1192946,,1192946.2018.1.3,,0,,,0,0,-12.5,2018,0,2018-01-03 00:00:00,,0,,,33,,,0,-15,,,,,,,1,FORT NELSON A,-17.4,39
-122.59694444444445,58.83638888888889,4,BC,1192946,,1192946.2018.1.4,,0,,,0,0,-10.6,2018,0,2018-01-04 00:00:00,,0,,,31.6,,,0,-13.6,,,,,,,1,FORT NELSON A,-16.6,39
-122.59694444444445,58.83638888888889,5,BC,1192946,,1192946.2018.1.5,T,0,,,0,0,-9.3,2018,0,2018-01-05 00:00:00,,0,,,29.5,,,0,-11.5,T,,,,,,1,FORT NELSON A,-13.6,39
-122.59694444444445,58.83638888888889,6,BC,1192946,,1192946.2018.1.6,,3.4,,,0,0,-8.1,2018,2.6,2018-01-06 00:00:00,,0,,,28.6,,,0,-10.6,,,,,,,1,FORT NELSON A,-13.1,42
-122.59694444444445,58.83638888888889,7,BC,1192946,,1192946.2018.1.7,T,0,,,0,33,-8.3,2018,0,2018-01-07 00:00:00,,0,,,30,,,33,-12,,,,,,T,1,FORT NELSON A,-15.7,42
-122.59694444444445,58.83638888888889,8,BC,1192946,,1192946.2018.1.8,,4.4,,,0,35,-12,2018,3.9,2018-01-08 00:00:00,,0,,,34.8,,,30,-16.8,,,,,,,1,FORT NELSON A,-21.5,39
-122.59694444444445,58.83638888888889,9,BC,1192946,,1192946.2018.1.9,,2,,,0,0,-21.5,2018,2,2018-01-09 00:00:00,,0,,,42.2,,,0,-24.2,,,,,,,1,FORT NELSON A,-26.9,40
-122.59694444444445,58.83638888888889,10,BC,1192946,,1192946.2018.1.10,T,0,,,0,0,-25.9,2018,0,2018-01-10 00:00:00,,0,,,48.9,,,0,-30.9,,,,,,T,1,FORT NELSON A,-35.9,41
-122.59694444444445,58.83638888888889,11,BC,1192946,,1192946.2018.1.11,,0,,,0,0,-32,2018,0,2018-01-11 00:00:00,,0,,,53.9,,,0,-35.9,,,,,,,1,FORT NELSON A,-39.8,41
-122.59694444444445,58.83638888888889,12,BC,1192946,,1192946.2018.1.12,,0,,,0,0,-31.3,2018,0,2018-01-12 00:00:00,,0,,,54.2,,,0,-36.2,,,,,,,1,FORT NELSON A,-41,40
-122.59694444444445,58.83638888888889,13,BC,1192946,,1192946.2018.1.13,T,0,,,0,0,-18.2,2018,0,2018-01-13 00:00:00,,0,,,43.1,,,0,-25.1,,,,,,T,1,FORT NELSON A,-31.9,40
-122.59694444444445,58.83638888888889,14,BC,1192946,,1192946.2018.1.14,,0.4,,,,0,-13.8,2018,0.2,2018-01-14 00:00:00,,0,,,34.1,,,0,-16.1,M,,,,,,1,FORT NELSON A,-18.3,40
-122.59694444444445,58.83638888888889,15,BC,1192946,,1192946.2018.1.15,T,0,,,0,0,-12.7,2018,0,2018-01-15 00:00:00,,0,,,33.6,,,0,-15.6,,,,,,T,1,FORT NELSON A,-18.5,40
-122.59694444444445,58.83638888888889,16,BC,1192946,,1192946.2018.1.16,,0,,,0,0,-13.6,2018,0,2018-01-16 00:00:00,,0,,,35.2,,,0,-17.2,,,,,,,1,FORT NELSON A,-20.7,
-122.59694444444445,58.83638888888889,17,BC,1192946,,1192946.2018.1.17,,0,,,0,0,-3.8,2018,0,2018-01-17 00:00:00,,0,,,26.7,,,0,-8.7,,,,,,,1,FORT NELSON A,-13.6,
-122.59694444444445,58.83638888888889,18,BC,1192946,,1192946.2018.1.18,,1.1,,,,0,-5.7,2018,1,2018-01-18 00:00:00,,0,,,27,,,0,-9,M,,,,,,1,FORT NELSON A,-12.2,40
-122.59694444444445,58.83638888888889,19,BC,1192946,,1192946.2018.1.19,T,0,,,0,0,-8.5,2018,0,2018-01-19 00:00:00,,0,,,30,,,0,-12,T,,,,,,1,FORT NELSON A,-15.5,40
-122.59694444444445,58.83638888888889,20,BC,1192946,,1192946.2018.1.20,,1.4,,,,0,-6.8,2018,1.1,2018-01-20 00:00:00,,0,,,26,,,0,-8,M,,,,,,1,FORT NELSON A,-9.1,41
-122.59694444444445,58.83638888888889,21,BC,1192946,,1192946.2018.1.21,,8,,,0.4,0,-7.3,2018,5,2018-01-21 00:00:00,,0,,,27.4,,,0,-9.4,,,,,,,1,FORT NELSON A,-11.4,42
-122.59694444444445,58.83638888888889,22,BC,1192946,,1192946.2018.1.22,,1,,,,0,-11.4,2018,0.6,2018-01-22 00:00:00,,0,,,34.2,,,0,-16.2,M,,,,,,1,FORT NELSON A,-21,48
-122.59694444444445,58.83638888888889,23,BC,1192946,,1192946.2018.1.23,T,0,,,0,0,-13.1,2018,0,2018-01-23 00:00:00,,0,,,35.7,,,0,-17.7,T,,,,,,1,FORT NELSON A,-22.3,48
-122.59694444444445,58.83638888888889,24,BC,1192946,,1192946.2018.1.24,,6.6,,,,0,-15.9,2018,3.2,2018-01-24 00:00:00,,0,,,34.9,,,0,-16.9,M,,,,,,1,FORT NELSON A,-17.8,47
-122.59694444444445,58.83638888888889,25,BC,1192946,,1192946.2018.1.25,,4.6,,,,0,-17.5,2018,1.9,2018-01-25 00:00:00,,0,,,37,,,0,-19,M,,,,,,1,FORT NELSON A,-20.5,53
-122.59694444444445,58.83638888888889,26,BC,1192946,,1192946.2018.1.26,,2.5,,,,0,-17.2,2018,1.2,2018-01-26 00:00:00,,0,,,36.1,,,0,-18.1,M,,,,,,1,FORT NELSON A,-18.9,52
-122.59694444444445,58.83638888888889,27,BC,1192946,,1192946.2018.1.27,,3.8,,,,0,-18.4,2018,2.7,2018-01-27 00:00:00,,0,,,37.5,,,0,-19.5,M,,,,,,1,FORT NELSON A,-20.6,53
-122.59694444444445,58.83638888888889,28,BC,1192946,,1192946.2018.1.28,T,0,,,0,0,-20.4,2018,0,2018-01-28 00:00:00,,0,,,42.7,,,0,-24.7,,,,,,T,1,FORT NELSON A,-29,52
-122.59694444444445,58.83638888888889,29,BC,1192946,,1192946.2018.1.29,,5,,,0,32,-20.1,2018,3.4,2018-01-29 00:00:00,,0,,,39.6,,,30,-21.6,,,,,,,1,FORT NELSON A,-23,54
-122.59694444444445,58.83638888888889,30,BC,1192946,,1192946.2018.1.30,,0.2,,,0,0,-21.2,2018,0.2,2018-01-30 00:00:00,,0,,,40.6,,,0,-22.6,,,,,,,1,FORT NELSON A,-24,47
-122.59694444444445,58.83638888888889,31,BC,1192946,,1192946.2018.1.31,,5.2,,,0,0,-21.2,2018,3.6,2018-01-31 00:00:00,,0,,,40,,,0,-22,,,,,,,1,FORT NELSON A,-22.8,56
-122.59694444444445,58.83638888888889,1,BC,1192946,,1192946.2018.2.1,,3.6,,,0,0,-21.8,2018,2,2018-02-01 00:00:00,,0,,,41.3,,,0,-23.3,,,,,,,2,FORT NELSON A,-24.7,58
-122.59694444444445,58.83638888888889,2,BC,1192946,,1192946.2018.2.2,,3.3,,,,0,-21.4,2018,2,2018-02-02 00:00:00,,0,,,41.9,,,0,-23.9,M,,,,,,2,FORT NELSON A,-26.4,56
-122.59694444444445,58.83638888888889,3,BC,1192946,,1192946.2018.2.3,T,0,,,0,0,-19.9,2018,0,2018-02-03 00:00:00,,0,,,43.7,,,0,-25.7,,,,,,T,2,FORT NELSON A,-31.4,55
-122.59694444444445,58.83638888888889,4,BC,1192946,,1192946.2018.2.4,,0,,,0,0,-18.7,2018,0,2018-02-04 00:00:00,,0,,,43,,,0,-25,,,,,,,2,FORT NELSON A,-31.2,53
-122.59694444444445,58.83638888888889,5,BC,1192946,,1192946.2018.2.5,,0.2,,,0,0,-15.2,2018,0.2,2018-02-05 00:00:00,,0,,,40.9,,,0,-22.9,,,,,,,2,FORT NELSON A,-30.6,51
-122.59694444444445,58.83638888888889,6,BC,1192946,,1192946.2018.2.6,T,0,,,0,0,-15.2,2018,0,2018-02-06 00:00:00,,0,,,40.7,,,0,-22.7,,,,,,T,2,FORT NELSON A,-30.1,57
-122.59694444444445,58.83638888888889,7,BC,1192946,,1192946.2018.2.7,,0,,,0,0,-17.5,2018,0,2018-02-07 00:00:00,,0,,,42.3,,,0,-24.3,,,,,,,2,FORT NELSON A,-31.1,
-122.59694444444445,58.83638888888889,8,BC,1192946,,1192946.2018.2.8,T,0,,,0,0,-15.8,2018,0,2018-02-08 00:00:00,,0,,,41.8,,,0,-23.8,T,,,,,,2,FORT NELSON A,-31.7,55
-122.59694444444445,58.83638888888889,9,BC,1192946,,1192946.2018.2.9,,0,,,0,0,-12.4,2018,0,2018-02-09 00:00:00,,0,,,39.1,,,0,-21.1,,,,,,,2,FORT NELSON A,-29.7,
-122.59694444444445,58.83638888888889,10,BC,1192946,,1192946.2018.2.10,,3,,,0,0,-7.8,2018,1.8,2018-02-10 00:00:00,,0,,,31.4,,,0,-13.4,,,,,,,2,FORT NELSON A,-19,55
-122.59694444444445,58.83638888888889,11,BC,1192946,,1192946.2018.2.11,T,0,,,0,0,-10.2,2018,0,2018-02-11 00:00:00,,0,,,35.2,,,0,-17.2,,,,,,T,2,FORT NELSON A,-24.2,58
-122.59694444444445,58.83638888888889,12,BC,1192946,,1192946.2018.2.12,,0,,,0,0,-8.9,2018,0,2018-02-12 00:00:00,,0,,,32.9,,,0,-14.9,,,,,,,2,FORT NELSON A,-20.8,58
-122.59694444444445,58.83638888888889,13,BC,1192946,,1192946.2018.2.13,,6,,,0,35,0.6,2018,5.7,2018-02-13 00:00:00,,0,,,23.6,,,48,-5.6,,,,,,,2,FORT NELSON A,-11.8,58
-122.59694444444445,58.83638888888889,14,BC,1192946,,1192946.2018.2.14,,0.9,,,,31,-11.8,2018,0.8,2018-02-14 00:00:00,,0,,,35,,,37,-17,M,,,,,,2,FORT NELSON A,-22.1,58
-122.59694444444445,58.83638888888889,15,BC,1192946,,1192946.2018.2.15,T,0,,,0,0,-11.1,2018,0,2018-02-15 00:00:00,,0,,,34.5,,,0,-16.5,,,,,,T,2,FORT NELSON A,-21.8,58
-122.59694444444445,58.83638888888889,16,BC,1192946,,1192946.2018.2.16,T,0,,,0,0,-6.3,2018,0,2018-02-16 00:00:00,,0,,,28.3,,,0,-10.3,,,,,,T,2,FORT NELSON A,-14.3,58
-122.59694444444445,58.83638888888889,17,BC,1192946,,1192946.2018.2.17,T,0,,,0,29,-6.9,2018,0,2018-02-17 00:00:00,,0,,,33.3,,,39,-15.3,,,,,,T,2,FORT NELSON A,-23.6,58
-122.59694444444445,58.83638888888889,18,BC,1192946,,1192946.2018.2.18,T,0,,,0,30,-6.1,2018,0,2018-02-18 00:00:00,,0,,,29.1,,,37,-11.1,,,,,,T,2,FORT NELSON A,-16,58
-122.59694444444445,58.83638888888889,19,BC,1192946,E,1192946.2018.2.19,,0,,,0,0,-4.8,2018,0,2018-02-19 00:00:00,,0,E,,29.6,E,,0,-11.6,,,E,,E,,2,FORT NELSON A,-18.4,57
-122.59694444444445,58.83638888888889,20,BC,1192946,,1192946.2018.2.20,,0,,,0,0,-5.5,2018,0,2018-02-20 00:00:00,,0,,,33,,,0,-15,,,,,,,2,FORT NELSON A,-24.4,48
-122.59694444444445,58.83638888888889,21,BC,1192946,,1192946.2018.2.21,,4.5,,,0,31,0.4,2018,2.8,2018-02-21 00:00:00,,0,,,22.7,,,39,-4.7,,,,,,,2,FORT NELSON A,-9.8,50
-122.59694444444445,58.83638888888889,22,BC,1192946,,1192946.2018.2.22,,0,,,0,0,-1.1,2018,0,2018-02-22 00:00:00,,0,,,26.7,,,0,-8.7,,,,,,,2,FORT NELSON A,-16.3,59
-122.59694444444445,58.83638888888889,23,BC,1192946,,1192946.2018.2.23,,5,,,,0,-1.6,2018,4.2,2018-02-23 00:00:00,,0,,,22.8,,,0,-4.8,M,,,,,,2,FORT NELSON A,-7.9,62
-122.59694444444445,58.83638888888889,24,BC,1192946,E,1192946.2018.2.24,,2.4,,,,0,-3,2018,1,2018-02-24 00:00:00,,0,E,,25.6,E,,0,-7.6,M,,E,,E,,2,FORT NELSON A,-12.1,66
-122.59694444444445,58.83638888888889,25,BC,1192946,,1192946.2018.2.25,,0,,,0,28,-4.4,2018,0,2018-02-25 00:00:00,,0,,,28,,,30,-10,,,,,,T,2,FORT NELSON A,-15.6,66
-122.59694444444445,58.83638888888889,26,BC,1192946,,1192946.2018.2.26,,0,,,0,0,-6,2018,0,2018-02-26 00:00:00,,0,,,30.7,,,0,-12.7,,,,,,,2,FORT NELSON A,-19.4,62
-122.59694444444445,58.83638888888889,27,BC,1192946,,1192946.2018.2.27,,0,,,0,25,3.1,2018,0,2018-02-27 00:00:00,,0,,,23.4,,,35,-5.4,,,,,,,2,FORT NELSON A,-13.9,61
-122.59694444444445,58.83638888888889,28,BC,1192946,,1192946.2018.2.28,T,0,,,0,34,-2.3,2018,0,2018-02-28 00:00:00,,0,,,25.2,,,43,-7.2,,,,,,T,2,FORT NELSON A,-12,60
-122.59694444444445,58.83638888888889,1,BC,1192946,,1192946.2018.3.1,,4.6,,,0,33,-12,2018,2.8,2018-03-01 00:00:00,,0,,,31.8,,,37,-13.8,,,,,,,3,FORT NELSON A,-15.6,57
-122.59694444444445,58.83638888888889,2,BC,1192946,,1192946.2018.3.2,,7,,,,0,-15.4,2018,5,2018-03-02 00:00:00,,0,,,34.9,,,0,-16.9,M,,,,,,3,FORT NELSON A,-18.4,62
