x,y,MIN_REL_HUMIDITY,MAX_TEMPERATURE,STATION_NAME,TOTAL_SNOW_FLAG,COOLING_DEGREE_DAYS,TOTAL_SNOW,LOCAL_DAY,DIRECTION_MAX_GUST,MIN_TEMPERATURE_FLAG,MAX_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION_FLAG,MAX_REL_HUMIDITY,ID,LOCAL_YEAR,SNOW_ON_GROUND_FLAG,TOTAL_RAIN_FLAG,SPEED_MAX_GUST_FLAG,HEATING_DEGREE_DAYS,MAX_TEMPERATURE_FLAG,CLIMATE_IDENTIFIER,PROVINCE_CODE,SNOW_ON_GROUND,MIN_TEMPERATURE,SPEED_MAX_GUST,MEAN_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST_FLAG,COOLING_DEGREE_DAYS_FLAG,MEAN_TEMPERATURE,LOCAL_DATE,MIN_REL_HUMIDITY_FLAG,TOTAL_RAIN,TOTAL_PRECIPITATION,LOCAL_MONTH
-122.6775,53.88416667,82,-7.6,PRINCE GEORGE,,0,,7,,,,,94,1096439.2019.1.7,2019,,,M,32.6,,1096439,BC,,-21.5,,,,M,,-14.6,2019-01-07 0:00,,,0,1
-122.6775,53.88416667,79,-9.1,PRINCE GEORGE,,0,,8,,,,,91,1096439.2019.1.8,2019,,,M,35.3,,1096439,BC,,-25.4,,,,M,,-17.3,2019-01-08 0:00,,,0,1
-122.6775,53.88416667,92,-4.6,PRINCE GEORGE,,0,,9,,,,,95,1096439.2019.1.9,2019,,,M,24.9,,1096439,BC,,-9.1,,,,M,,-6.9,2019-01-09 0:00,,,1.1,1
-122.6775,53.88416667,93,1.7,PRINCE GEORGE,,0,,10,,,,,97,1096439.2019.1.10,2019,,,M,20,,1096439,BC,,-5.7,,,,M,,-2,2019-01-10 0:00,,,0.2,1
-122.6775,53.88416667,62,5.5,PRINCE GEORGE,,0,,11,17,,,,96,1096439.2019.1.11,2019,,,,15.5,,1096439,BC,,-0.6,48,,,,,2.5,2019-01-11 0:00,,,0,1
-122.6775,53.88416667,64,5.5,PRINCE GEORGE,,0,,12,18,,,,96,1096439.2019.1.12,2019,,,,15.4,,1096439,BC,,-0.4,41,,,,,2.6,2019-01-12 0:00,,,0,1
-122.6775,53.88416667,66,3.6,PRINCE GEORGE,,0,,13,19,,,,97,1096439.2019.1.13,2019,,,,19.4,,1096439,BC,,-6.4,32,,,,,-1.4,2019-01-13 0:00,,,0,1
-122.6775,53.88416667,92,-0.9,PRINCE GEORGE,,0,,14,,,,,97,1096439.2019.1.14,2019,,,M,23.5,,1096439,BC,,-10.1,,,,M,,-5.5,2019-01-14 0:00,,,0,1
-122.6775,53.88416667,93,-5.2,PRINCE GEORGE,,0,,15,,,,,95,1096439.2019.1.15,2019,,,M,24.8,,1096439,BC,,-8.3,,,,M,,-6.8,2019-01-15 0:00,,,0,1
-122.6775,53.88416667,86,-6.8,PRINCE GEORGE,,0,,16,,,,,93,1096439.2019.1.16,2019,,,M,28.2,,1096439,BC,,-13.5,,,,M,,-10.2,2019-01-16 0:00,,,0,1
-122.6775,53.88416667,79,-8.5,PRINCE GEORGE,,0,,17,35,,,,91,1096439.2019.1.17,2019,,,,28.3,,1096439,BC,,-12,35,,,,,-10.3,2019-01-17 0:00,,,0,1
-122.6775,53.88416667,83,-5.5,PRINCE GEORGE,,0,,18,,,,,95,1096439.2019.1.18,2019,,,M,25.7,,1096439,BC,,-9.9,,,,M,,-7.7,2019-01-18 0:00,,,0,1
-122.6775,53.88416667,60,4,PRINCE GEORGE,,0,,19,20,,,,97,1096439.2019.1.19,2019,,,,21.8,,1096439,BC,,-11.5,52,,,,,-3.8,2019-01-19 0:00,,,1.6,1
-122.6775,53.88416667,60,2.2,PRINCE GEORGE,,0,,20,20,,,,78,1096439.2019.1.20,2019,,,,19.2,,1096439,BC,,-4.5,41,,,,,-1.2,2019-01-20 0:00,,,0,1
-122.6775,53.88416667,64,-1,PRINCE GEORGE,,0,,21,18,,,,91,1096439.2019.1.21,2019,,,,23.7,,1096439,BC,,-10.4,33,,,,,-5.7,2019-01-21 0:00,,,0,1
-122.6775,53.88416667,66,-0.5,PRINCE GEORGE,,0,,22,18,,,,97,1096439.2019.1.22,2019,,,,19.8,,1096439,BC,,-3,58,,,,,-1.8,2019-01-22 0:00,,,0.2,1
-122.6775,53.88416667,75,-1,PRINCE GEORGE,,0,,23,,,,,98,1096439.2019.1.23,2019,,,M,20.3,,1096439,BC,,-3.5,,,,M,,-2.3,2019-01-23 0:00,,,0.4,1
-122.6775,53.88416667,81,-0.8,PRINCE GEORGE,,0,,24,19,,,,96,1096439.2019.1.24,2019,,,,22.2,,1096439,BC,,-7.6,32,,,,,-4.2,2019-01-24 0:00,,,0,1
-122.6775,53.88416667,85,1.5,PRINCE GEORGE,,0,,25,19,,,,96,1096439.2019.1.25,2019,,,,19.3,,1096439,BC,,-4.1,35,,,,,-1.3,2019-01-25 0:00,,,3.2,1
-122.6775,53.88416667,79,3.4,PRINCE GEORGE,,0,,26,20,,,,95,1096439.2019.1.26,2019,,,,16.4,,1096439,BC,,-0.2,54,,,,,1.6,2019-01-26 0:00,,,0.6,1
-122.6775,53.88416667,52,5,PRINCE GEORGE,,0,,27,28,,,,91,1096439.2019.1.27,2019,,,,20.3,,1096439,BC,,-9.5,42,,,,,-2.3,2019-01-27 0:00,,,0,1
-122.6775,53.88416667,85,-5.4,PRINCE GEORGE,,0,,28,,,,,94,1096439.2019.1.28,2019,,,M,28.8,,1096439,BC,,-16.1,,,,M,,-10.8,2019-01-28 0:00,,,0,1
-122.6775,53.88416667,85,-9,PRINCE GEORGE,,0,,29,,,,,91,1096439.2019.1.29,2019,,,M,30.7,,1096439,BC,,-16.3,,,,M,,-12.7,2019-01-29 0:00,,,0,1
-122.6775,53.88416667,74,0.3,PRINCE GEORGE,,0,,30,19,,,,96,1096439.2019.1.30,2019,,,,22.4,,1096439,BC,,-9,32,,,,,-4.4,2019-01-30 0:00,,,1.6,1
-122.6775,53.88416667,87,0.4,PRINCE GEORGE,,0,,31,20,,,,98,1096439.2019.1.31,2019,,,,18,,1096439,BC,,-0.4,32,,,,,0,2019-01-31 0:00,,,6.5,1
-122.6775,53.88416667,81,-0.2,PRINCE GEORGE,,0,,1,36,,,M,96,1096439.2019.2.1,2019,,,,26.8,,1096439,BC,,-17.4,41,,,,,-8.8,2019-02-01 0:00,,,,2
-122.6775,53.88416667,64,-17.3,PRINCE GEORGE,,0,,2,33,,,M,81,1096439.2019.2.2,2019,,,,41.1,,1096439,BC,,-28.8,33,,,,,-23.1,2019-02-02 0:00,,,,2
-122.6775,53.88416667,64,-19.6,PRINCE GEORGE,,0,,3,1,,,M,74,1096439.2019.2.3,2019,,,,42.7,,1096439,BC,,-29.8,46,,,,,-24.7,2019-02-03 0:00,,,,2
-122.6775,53.88416667,63,-22.1,PRINCE GEORGE,,0,,4,,,,,80,1096439.2019.2.4,2019,,,M,48.4,,1096439,BC,,-38.6,,,,M,,-30.4,2019-02-04 0:00,,,0,2
-122.6775,53.88416667,72,-19.8,PRINCE GEORGE,,0,,5,,,,M,81,1096439.2019.2.5,2019,,,M,43.4,,1096439,BC,,-30.9,,,,M,,-25.4,2019-02-05 0:00,,,,2
-122.6775,53.88416667,72,-18.4,PRINCE GEORGE,,0,,6,,,,M,84,1096439.2019.2.6,2019,,,M,44.1,,1096439,BC,,-33.8,,,,M,,-26.1,2019-02-06 0:00,,,,2
-122.6775,53.88416667,81,-11.7,PRINCE GEORGE,,0,,7,,,,M,88,1096439.2019.2.7,2019,,,M,34.8,,1096439,BC,,-21.8,,,,M,,-16.8,2019-02-07 0:00,,,,2
-122.6775,53.88416667,59,-15.6,PRINCE GEORGE,,0,,8,1,,,,86,1096439.2019.2.8,2019,,,,38.3,,1096439,BC,,-24.9,52,,,,,-20.3,2019-02-08 0:00,,,0,2
-122.6775,53.88416667,55,-15.1,PRINCE GEORGE,,0,,9,1,,,,83,1096439.2019.2.9,2019,,,,40.2,,1096439,BC,,-29.2,39,,,,,-22.2,2019-02-09 0:00,,,0,2
-122.6775,53.88416667,72,-15.4,PRINCE GEORGE,,0,,10,,,,,86,1096439.2019.2.10,2019,,,M,41.1,,1096439,BC,,-30.7,,,,M,,-23.1,2019-02-10 0:00,,,0,2
-122.6775,53.88416667,73,-17.4,PRINCE GEORGE,,0,,11,,,,,83,1096439.2019.2.11,2019,,,M,43.6,,1096439,BC,,-33.8,,,,M,,-25.6,2019-02-11 0:00,,,0,2
-122.6775,53.88416667,52,-11.3,PRINCE GEORGE,,0,,12,,,,,86,1096439.2019.2.12,2019,,,M,37.8,,1096439,BC,,-28.3,,,,M,,-19.8,2019-02-12 0:00,,,0,2
-122.6775,53.88416667,73,-14.1,PRINCE GEORGE,,0,,13,,,,,84,1096439.2019.2.13,2019,,,M,41.6,,1096439,BC,,-33.1,,,,M,,-23.6,2019-02-13 0:00,,,0,2
-122.6775,53.88416667,57,-6.2,PRINCE GEORGE,,0,,14,36,,,,84,1096439.2019.2.14,2019,,,,34.8,,1096439,BC,,-27.3,46,,,,,-16.8,2019-02-14 0:00,,,0,2
-122.6775,53.88416667,64,-9.7,PRINCE GEORGE,,0,,15,36,,,,86,1096439.2019.2.15,2019,,,,29.7,,1096439,BC,,-13.6,41,,,,,-11.7,2019-02-15 0:00,,,0,2
-122.6775,53.88416667,62,-9.6,PRINCE GEORGE,,0,,16,34,,,,85,1096439.2019.2.16,2019,,,,31.5,,1096439,BC,,-17.3,32,,,,,-13.5,2019-02-16 0:00,,,0,2
-122.6775,53.88416667,52,-11.9,PRINCE GEORGE,,0,,17,35,,,,85,1096439.2019.2.17,2019,,,,36.4,,1096439,BC,,-24.8,35,,,,,-18.4,2019-02-17 0:00,,,0,2
-122.6775,53.88416667,60,-8.8,PRINCE GEORGE,,0,,18,,,,,82,1096439.2019.2.18,2019,,,M,36.9,,1096439,BC,,-28.9,,,,M,,-18.9,2019-02-18 0:00,,,0,2
-122.6775,53.88416667,70,-4.5,PRINCE GEORGE,,0,,19,18,,,,93,1096439.2019.2.19,2019,,,,26.6,,1096439,BC,,-12.7,41,,,,,-8.6,2019-02-19 0:00,,,0.6,2
-122.6775,53.88416667,58,-2.7,PRINCE GEORGE,,0,,20,35,,,,95,1096439.2019.2.20,2019,,,,28.8,,1096439,BC,,-18.8,35,,,,,-10.8,2019-02-20 0:00,,,0.2,2
-122.6775,53.88416667,62,-4.3,PRINCE GEORGE,,0,,21,18,,,,90,1096439.2019.2.21,2019,,,,33.7,,1096439,BC,,-27,39,,,,,-15.7,2019-02-21 0:00,,,0,2
-122.6775,53.88416667,73,-0.9,PRINCE GEORGE,,0,,22,3,,,,90,1096439.2019.2.22,2019,,,,22.4,,1096439,BC,,-7.8,52,,,,,-4.4,2019-02-22 0:00,,,0.2,2
-122.6775,53.88416667,51,-7.6,PRINCE GEORGE,,0,,23,2,,,,84,1096439.2019.2.23,2019,,,,30,,1096439,BC,,-16.3,52,,,,,-12,2019-02-23 0:00,,,0,2
-122.6775,53.88416667,49,-11.4,PRINCE GEORGE,,0,,24,,,,,85,1096439.2019.2.24,2019,,,M,38.3,,1096439,BC,,-29.2,,,,M,,-20.3,2019-02-24 0:00,,,0,2
-122.6775,53.88416667,39,-8.1,PRINCE GEORGE,,0,,25,2,,,,84,1096439.2019.2.25,2019,,,,38.3,,1096439,BC,,-32.4,33,,,,,-20.3,2019-02-25 0:00,,,0,2
-122.6775,53.88416667,42,-4.7,PRINCE GEORGE,,0,,26,,,,,84,1096439.2019.2.26,2019,,,M,30.2,,1096439,BC,,-19.6,,,,M,,-12.2,2019-02-26 0:00,,,0,2
-122.6775,53.88416667,45,1,PRINCE GEORGE,,0,,27,3,,,,88,1096439.2019.2.27,2019,,,,29.6,,1096439,BC,,-24.2,46,,,,,-11.6,2019-02-27 0:00,,,0,2
-122.6775,53.88416667,42,2,PRINCE GEORGE,,0,,28,1,,,,87,1096439.2019.2.28,2019,,,,27,,1096439,BC,,-19.9,33,,,,,-9,2019-02-28 0:00,,,0,2
-122.6775,53.88416667,28,-2.1,PRINCE GEORGE,,0,,1,4,,,,55,1096439.2019.3.1,2019,,,,28,,1096439,BC,,-17.9,45,,,,,-10,2019-03-01 0:00,,,0,3
-122.6775,53.88416667,27,-9.8,PRINCE GEORGE,,0,,2,2,,,,57,1096439.2019.3.2,2019,,,,34.9,,1096439,BC,,-23.9,37,,,,,-16.9,2019-03-02 0:00,,,0,3
-122.6775,53.88416667,39,-8.9,PRINCE GEORGE,,0,,3,,,,,79,1096439.2019.3.3,2019,,,M,38,,1096439,BC,,-31.1,,,,M,,-20,2019-03-03 0:00,,,0,3
-122.6775,53.88416667,38,-6.9,PRINCE GEORGE,,0,,4,,,,,81,1096439.2019.3.4,2019,,,M,36,,1096439,BC,,-29,,,,M,,-18,2019-03-04 0:00,,,0,3
-122.6775,53.88416667,43,-5.1,PRINCE GEORGE,,0,,5,,,,,83,1096439.2019.3.5,2019,,,M,34.3,,1096439,BC,,-27.4,,,,M,,-16.3,2019-03-05 0:00,,,0,3
-122.6775,53.88416667,40,-1.5,PRINCE GEORGE,,0,,6,35,,,,79,1096439.2019.3.6,2019,,,,26.5,,1096439,BC,,-15.5,35,,,,,-8.5,2019-03-06 0:00,,,0,3
-122.6775,53.88416667,55,-4.7,PRINCE GEORGE,,0,,7,,,,,94,1096439.2019.3.7,2019,,,M,24.5,,1096439,BC,,-8.3,,,,M,,-6.5,2019-03-07 0:00,,,1.5,3
-122.6775,53.88416667,58,0,PRINCE GEORGE,,0,,8,,,,,94,1096439.2019.3.8,2019,,,M,25.2,,1096439,BC,,-14.4,,,,M,,-7.2,2019-03-08 0:00,,,0.2,3
-122.6775,53.88416667,48,0.1,PRINCE GEORGE,,0,,9,,,,,93,1096439.2019.3.9,2019,,,M,28,,1096439,BC,,-20,,,,M,,-10,2019-03-09 0:00,,,0,3
-122.6775,53.88416667,51,2,PRINCE GEORGE,,0,,10,18,,,,92,1096439.2019.3.10,2019,,,,25.2,,1096439,BC,,-16.3,54,,,,,-7.2,2019-03-10 0:00,,,0,3
-122.6775,53.88416667,56,2.9,PRINCE GEORGE,,0,,11,18,,,,93,1096439.2019.3.11,2019,,,,17.1,,1096439,BC,,-1.1,50,,,,,0.9,2019-03-11 0:00,,,0.4,3
-122.6775,53.88416667,53,3,PRINCE GEORGE,,0,,12,18,,,,86,1096439.2019.3.12,2019,,,,20.5,,1096439,BC,,-8,33,,,,,-2.5,2019-03-12 0:00,,,0,3
-122.6775,53.88416667,46,4.3,PRINCE GEORGE,,0,,13,,,,,83,1096439.2019.3.13,2019,,,M,19.1,,1096439,BC,,-6.5,,,,M,,-1.1,2019-03-13 0:00,,,0,3
-122.6775,53.88416667,44,5.4,PRINCE GEORGE,,0,,14,21,,,,90,1096439.2019.3.14,2019,,,,18.9,,1096439,BC,,-7.2,63,,,,,-0.9,2019-03-14 0:00,,,0,3
-122.6775,53.88416667,38,5.2,PRINCE GEORGE,,0,,15,,,,,91,1096439.2019.3.15,2019,,,M,19.8,,1096439,BC,,-8.8,,,,M,,-1.8,2019-03-15 0:00,,,0,3
-122.6775,53.88416667,49,7.2,PRINCE GEORGE,,0,,16,,,,,94,1096439.2019.3.16,2019,,,M,19.4,,1096439,BC,,-10,,,,M,,-1.4,2019-03-16 0:00,,,0,3
-122.6775,53.88416667,38,11.2,PRINCE GEORGE,,0,,17,,,,,94,1096439.2019.3.17,2019,,,M,15.7,,1096439,BC,,-6.6,,,,M,,2.3,2019-03-17 0:00,,,0,3
-122.6775,53.88416667,38,12.1,PRINCE GEORGE,,0,,18,,,,,94,1096439.2019.3.18,2019,,,M,14.7,,1096439,BC,,-5.5,,,,M,,3.3,2019-03-18 0:00,,,0,3
-122.6775,53.88416667,33,14,PRINCE GEORGE,,0,,19,,,,,94,1096439.2019.3.19,2019,,,M,15.5,,1096439,BC,,-9,,,,M,,2.5,2019-03-19 0:00,,,0,3
-122.6775,53.88416667,27,15.7,PRINCE GEORGE,,0,,20,,,,,87,1096439.2019.3.20,2019,,,M,13.6,,1096439,BC,,-6.9,,,,M,,4.4,2019-03-20 0:00,,,0,3
-122.6775,53.88416667,26,15.7,PRINCE GEORGE,,0,,21,,,,,89,1096439.2019.3.21,2019,,,M,13.5,,1096439,BC,,-6.7,,,,M,,4.5,2019-03-21 0:00,,,0,3
-122.6775,53.88416667,29,14.5,PRINCE GEORGE,,0,,22,,,,,90,1096439.2019.3.22,2019,,,M,13.8,,1096439,BC,,-6.1,,,,M,,4.2,2019-03-22 0:00,,,0,3
-122.6775,53.88416667,52,8.8,PRINCE GEORGE,,0,,23,,,,,86,1096439.2019.3.23,2019,,,M,14.6,,1096439,BC,,-2.1,,,,M,,3.4,2019-03-23 0:00,,,0,3
-122.6775,53.88416667,46,10.1,PRINCE GEORGE,,0,,24,,,,,97,1096439.2019.3.24,2019,,,M,15.9,,1096439,BC,,-5.9,,,,M,,2.1,2019-03-24 0:00,,,0,3
-122.6775,53.88416667,35,8.7,PRINCE GEORGE,,0,,25,,,,,96,1096439.2019.3.25,2019,,,M,16.4,,1096439,BC,,-5.6,,,,M,,1.6,2019-03-25 0:00,,,0,3
-122.6775,53.88416667,71,3.3,PRINCE GEORGE,,0,,26,,,,,97,1096439.2019.3.26,2019,,,M,16.5,,1096439,BC,,-0.3,,,,M,,1.5,2019-03-26 0:00,,,6.2,3
-122.6775,53.88416667,42,8,PRINCE GEORGE,,0,,27,,,,,99,1096439.2019.3.27,2019,,,M,15.5,,1096439,BC,,-3,,,,M,,2.5,2019-03-27 0:00,,,0,3
-122.6775,53.88416667,32,9.7,PRINCE GEORGE,,0,,28,,,,,88,1096439.2019.3.28,2019,,,M,16.5,,1096439,BC,,-6.7,,,,M,,1.5,2019-03-28 0:00,,,0,3
-122.6775,53.88416667,26,11.2,PRINCE GEORGE,,0,,29,,,,,91,1096439.2019.3.29,2019,,,M,16.1,,1096439,BC,,-7.4,,,,M,,1.9,2019-03-29 0:00,,,0,3
-122.6775,53.88416667,28,11.7,PRINCE GEORGE,,0,,30,,,,,88,1096439.2019.3.30,2019,,,M,15.3,,1096439,BC,,-6.3,,,,M,,2.7,2019-03-30 0:00,,,0,3
-122.6775,53.88416667,30,11.4,PRINCE GEORGE,,0,,31,,,,,78,1096439.2019.3.31,2019,,,M,13.4,,1096439,BC,,-2.3,,,,M,,4.6,2019-03-31 0:00,,,0,3
-122.6775,53.88416667,29,10.8,PRINCE GEORGE,,0,,1,,,,,94,1096439.2019.4.1,2019,,,M,15.5,,1096439,BC,,-5.8,,,,M,,2.5,2019-04-01 0:00,,,0,4
-122.6775,53.88416667,26,11.6,PRINCE GEORGE,,0,,2,,,,,91,1096439.2019.4.2,2019,,,M,15.3,,1096439,BC,,-6.3,,,,M,,2.7,2019-04-02 0:00,,,0,4
-122.6775,53.88416667,31,11.9,PRINCE GEORGE,,0,,3,22,,,,88,1096439.2019.4.3,2019,,,,14.8,,1096439,BC,,-5.5,33,,,,,3.2,2019-04-03 0:00,,,0,4
-122.6775,53.88416667,41,10.7,PRINCE GEORGE,,0,,4,25,,,,83,1096439.2019.4.4,2019,,,,12.8,,1096439,BC,,-0.4,37,,,,,5.2,2019-04-04 0:00,,,0,4
-122.6775,53.88416667,39,13.1,PRINCE GEORGE,,0,,5,18,,,,91,1096439.2019.4.5,2019,,,,13.4,,1096439,BC,,-3.9,41,,,,,4.6,2019-04-05 0:00,,,0,4
-122.6775,53.88416667,31,12.4,PRINCE GEORGE,,0,,6,16,,,,89,1096439.2019.4.6,2019,,,,11.5,,1096439,BC,,0.5,58,,,,,6.5,2019-04-06 0:00,,,0,4
-122.6775,53.88416667,42,10.8,PRINCE GEORGE,,0,,7,19,,,,68,1096439.2019.4.7,2019,,,,11.6,,1096439,BC,,2,45,,,,,6.4,2019-04-07 0:00,,,0,4
-122.6775,53.88416667,29,12.7,PRINCE GEORGE,,0,,8,17,,,,89,1096439.2019.4.8,2019,,,,13.2,,1096439,BC,,-3.2,32,,,,,4.8,2019-04-08 0:00,,,0,4
-122.6775,53.88416667,24,13.2,PRINCE GEORGE,,0,,9,24,,,,85,1096439.2019.4.9,2019,,,,12.7,,1096439,BC,,-2.7,52,,,,,5.3,2019-04-09 0:00,,,0,4
-122.6775,53.88416667,48,8.3,PRINCE GEORGE,,0,,10,20,,,,95,1096439.2019.4.10,2019,,,,13.2,,1096439,BC,,1.3,42,,,,,4.8,2019-04-10 0:00,,,2,4
-122.6775,53.88416667,40,8.2,PRINCE GEORGE,,0,,11,,,,,97,1096439.2019.4.11,2019,,,M,16.2,,1096439,BC,,-4.7,,,,M,,1.8,2019-04-11 0:00,,,0,4
-122.6775,53.88416667,24,12.5,PRINCE GEORGE,,0,,12,21,,,,92,1096439.2019.4.12,2019,,,,14.7,,1096439,BC,,-6,39,,,,,3.3,2019-04-12 0:00,,,0,4
-122.6775,53.88416667,49,6.2,PRINCE GEORGE,,0,,13,24,,,,97,1096439.2019.4.13,2019,,,,14.8,,1096439,BC,,0.2,48,,,,,3.2,2019-04-13 0:00,,,7.4,4
-122.6775,53.88416667,41,9.1,PRINCE GEORGE,,0,,14,26,,,,97,1096439.2019.4.14,2019,,,,13.6,,1096439,BC,,-0.3,45,,,,,4.4,2019-04-14 0:00,,,1.9,4
-122.6775,53.88416667,32,10,PRINCE GEORGE,,0,,15,,,,,92,1096439.2019.4.15,2019,,,M,15,,1096439,BC,,-4.1,,,,M,,3,2019-04-15 0:00,,,0,4
-122.6775,53.88416667,41,11,PRINCE GEORGE,,0,,16,23,,,,90,1096439.2019.4.16,2019,,,,13.7,,1096439,BC,,-2.5,42,,,,,4.3,2019-04-16 0:00,,,0,4
-122.6775,53.88416667,,,PRINCE GEORGE,,,,17,,M,M,M,,1096439.2019.4.17,2019,,,M,,M,1096439,BC,,,,M,M,M,M,,2019-04-17 0:00,M,,,4
-122.6775,53.88416667,,,PRINCE GEORGE,,,,18,,M,M,M,,1096439.2019.4.18,2019,,,M,,M,1096439,BC,,,,M,M,M,M,,2019-04-18 0:00,M,,,4
-122.6775,53.88416667,35,11.4,PRINCE GEORGE,,0,,19,24,,,,97,1096439.2019.4.19,2019,,,,13.3,,1096439,BC,,-2.1,42,,,,,4.7,2019-04-19 0:00,,,0,4
-122.6775,53.88416667,19,12,PRINCE GEORGE,,0,,20,25,,,,76,1096439.2019.4.20,2019,,,,13.9,,1096439,BC,,-3.9,32,,,,,4.1,2019-04-20 0:00,,,0,4
-122.6775,53.88416667,23,16,PRINCE GEORGE,,0,,21,25,,,,85,1096439.2019.4.21,2019,,,,11.5,,1096439,BC,,-3,41,,,,,6.5,2019-04-21 0:00,,,0,4
-122.6775,53.88416667,30,15.8,PRINCE GEORGE,,0,,22,18,,,,87,1096439.2019.4.22,2019,,,,8.2,,1096439,BC,,3.7,65,,,,,9.8,2019-04-22 0:00,,,0,4
-122.6775,53.88416667,31,12,PRINCE GEORGE,,0,,23,22,,,,83,1096439.2019.4.23,2019,,,,13,,1096439,BC,,-2.1,39,,,,,5,2019-04-23 0:00,,,0,4
-122.6775,53.88416667,21,9.4,PRINCE GEORGE,,0,,24,27,,,,69,1096439.2019.4.24,2019,,,,14.5,,1096439,BC,,-2.4,42,,,,,3.5,2019-04-24 0:00,,,0,4
-122.6775,53.88416667,23,10.9,PRINCE GEORGE,,0,,25,2,,,,83,1096439.2019.4.25,2019,,,,16,,1096439,BC,,-6.9,35,,,,,2,2019-04-25 0:00,,,0,4
-122.6775,53.88416667,28,9.9,PRINCE GEORGE,,0,,26,25,,,,88,1096439.2019.4.26,2019,,,,14.9,,1096439,BC,,-3.8,46,,,,,3.1,2019-04-26 0:00,,,0,4
-122.6775,53.88416667,32,8.7,PRINCE GEORGE,,0,,27,3,,,,98,1096439.2019.4.27,2019,,,,15.1,,1096439,BC,,-3,50,,,,,2.9,2019-04-27 0:00,,,0,4
-122.6775,53.88416667,23,11.4,PRINCE GEORGE,,0,,28,3,,,,93,1096439.2019.4.28,2019,,,,15.9,,1096439,BC,,-7.3,33,,,,,2.1,2019-04-28 0:00,,,0,4
-122.6775,53.88416667,29,12.2,PRINCE GEORGE,,0,,29,7,,,,88,1096439.2019.4.29,2019,,,,15.3,,1096439,BC,,-6.9,45,,,,,2.7,2019-04-29 0:00,,,0,4
-122.6775,53.88416667,32,10.6,PRINCE GEORGE,,0,,30,3,,,,83,1096439.2019.4.30,2019,,,,14.5,,1096439,BC,,-3.6,37,,,,,3.5,2019-04-30 0:00,,,0,4
-122.6775,53.88416667,31,11.6,PRINCE GEORGE,,0,,1,35,,,,84,1096439.2019.5.1,2019,,,,12.9,,1096439,BC,,-1.4,42,,,,,5.1,2019-05-01 0:00,,,0,5
-122.6775,53.88416667,25,19.2,PRINCE GEORGE,,0,,2,30,,,,94,1096439.2019.5.2,2019,,,,10.3,,1096439,BC,,-3.9,50,,,,,7.7,2019-05-02 0:00,,,0,5
-122.6775,53.88416667,41,13.7,PRINCE GEORGE,,0,,3,26,,,,65,1096439.2019.5.3,2019,,,,8.7,,1096439,BC,,4.9,37,,,,,9.3,2019-05-03 0:00,,,0,5
-122.6775,53.88416667,47,13.4,PRINCE GEORGE,,0,,4,1,,,,81,1096439.2019.5.4,2019,,,,8.6,,1096439,BC,,5.3,46,,,,,9.4,2019-05-04 0:00,,,0,5
-122.6775,53.88416667,35,14.1,PRINCE GEORGE,,0,,5,27,,,,89,1096439.2019.5.5,2019,,,,9.3,,1096439,BC,,3.3,35,,,,,8.7,2019-05-05 0:00,,,0,5
-122.6775,53.88416667,31,15.4,PRINCE GEORGE,,0,,6,27,,,,92,1096439.2019.5.6,2019,,,,11.2,,1096439,BC,,-1.8,39,,,,,6.8,2019-05-06 0:00,,,0,5
-122.6775,53.88416667,37,16.6,PRINCE GEORGE,,0,,7,,,,,85,1096439.2019.5.7,2019,,,M,9.4,,1096439,BC,,0.6,,,,M,,8.6,2019-05-07 0:00,,,0,5
-122.6775,53.88416667,29,19.6,PRINCE GEORGE,,0,,8,,,,,86,1096439.2019.5.8,2019,,,M,7.8,,1096439,BC,,0.7,,,,M,,10.2,2019-05-08 0:00,,,0,5
-122.6775,53.88416667,25,25,PRINCE GEORGE,,0,,9,34,,,,82,1096439.2019.5.9,2019,,,,5.1,,1096439,BC,,0.8,32,,,,,12.9,2019-05-09 0:00,,,0,5
-122.6775,53.88416667,22,25.1,PRINCE GEORGE,,0,,10,31,,,,81,1096439.2019.5.10,2019,,,,3.8,,1096439,BC,,3.3,32,,,,,14.2,2019-05-10 0:00,,,0,5
-122.6775,53.88416667,15,26,PRINCE GEORGE,,0,,11,27,,,,82,1096439.2019.5.11,2019,,,,2.9,,1096439,BC,,4.1,50,,,,,15.1,2019-05-11 0:00,,,0,5
-122.6775,53.88416667,14,18.6,PRINCE GEORGE,,0,,12,24,,,,53,1096439.2019.5.12,2019,,,,6.7,,1096439,BC,,3.9,35,,,,,11.3,2019-05-12 0:00,,,0,5
-122.6775,53.88416667,15,20.3,PRINCE GEORGE,,0,,13,,,,,80,1096439.2019.5.13,2019,,,M,8.7,,1096439,BC,,-1.7,,,,M,,9.3,2019-05-13 0:00,,,0,5
-122.6775,53.88416667,39,11.8,PRINCE GEORGE,,0,,14,2,,,,97,1096439.2019.5.14,2019,,,,8,,1096439,BC,,8.2,39,,,,,10,2019-05-14 0:00,,,0,5
-122.6775,53.88416667,42,16,PRINCE GEORGE,,0,,15,1,,,,100,1096439.2019.5.15,2019,,,,8.4,,1096439,BC,,3.1,32,,,,,9.6,2019-05-15 0:00,,,0,5
