x,y,LOCAL_YEAR,TOTAL_RAIN,MAX_TEMPERATURE_FLAG,SPEED_MAX_GUST,STATION_NAME,HEATING_DEGREE_DAYS_FLAG,TOTAL_SNOW_FLAG,MAX_REL_HUMIDITY_FLAG,LOCAL_MONTH,SNOW_ON_GROUND_FLAG,ID,MIN_TEMPERATURE,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,MAX_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,SNOW_ON_GROUND,TOTAL_RAIN_FLAG,COOLING_DEGREE_DAYS,CLIMATE_IDENTIFIER,HEATING_DEGREE_DAYS,LOCAL_DATE,TOTAL_PRECIPITATION,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,LOCAL_DAY,SPEED_MAX_GUST_FLAG,MIN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION_FLAG,MAX_TEMPERATURE,DIRECTION_MAX_GUST_FLAG,TOTAL_SNOW,PROVINCE_CODE
-123.18388888888889,49.194722222222225,2018,0,,44,VANCOUVER INTL A,,,,4,,1108395.2018.4.3,4.7,6.9,,20,,,,T,0,1108395,11.1,2018-04-03 00:00:00,0,,,3,,,T,9.1,,0,BC
-123.18388888888889,49.194722222222225,2018,6.4,,0,VANCOUVER INTL A,,,,4,,1108395.2018.4.4,4.2,6.6,,0,,,,,0,1108395,11.4,2018-04-04 00:00:00,6.4,,,4,,,,9,,0,BC
-123.18388888888889,49.194722222222225,2018,24,,30,VANCOUVER INTL A,,,,4,,1108395.2018.4.5,6.2,8.2,,7,,,,,0,1108395,9.8,2018-04-05 00:00:00,24,,,5,,,,10.1,,0,BC
-123.18388888888889,49.194722222222225,2018,2,,0,VANCOUVER INTL A,,,,4,,1108395.2018.4.6,8.1,11.7,,0,,,,,0,1108395,6.3,2018-04-06 00:00:00,2,,,6,,,,15.3,,0,BC
-123.18388888888889,49.194722222222225,2018,25.6,,69,VANCOUVER INTL A,,,,4,,1108395.2018.4.7,7.7,10.7,,12,,,,,0,1108395,7.3,2018-04-07 00:00:00,25.6,,,7,,,,13.7,,0,BC
-123.18388888888889,49.194722222222225,2018,4.4,,54,VANCOUVER INTL A,,,,4,,1108395.2018.4.8,7.9,10.1,,12,,,,,0,1108395,7.9,2018-04-08 00:00:00,4.4,,,8,,,,12.2,,0,BC
-123.18388888888889,49.194722222222225,2018,0.4,,39,VANCOUVER INTL A,,,,4,,1108395.2018.4.9,7.6,10.2,,13,,,,,0,1108395,7.8,2018-04-09 00:00:00,0.4,,,9,,,,12.8,,0,BC
-123.18388888888889,49.194722222222225,2018,3.8,,56,VANCOUVER INTL A,,,,4,,1108395.2018.4.10,5,9.4,,20,,,,,0,1108395,8.6,2018-04-10 00:00:00,3.8,,,10,,,,13.8,,0,BC
-123.18388888888889,49.194722222222225,2018,10.4,,56,VANCOUVER INTL A,,,,4,,1108395.2018.4.11,5.4,8,,11,,,,,0,1108395,10,2018-04-11 00:00:00,10.4,,,11,,,,10.6,,0,BC
-123.18388888888889,49.194722222222225,2018,0.6,,44,VANCOUVER INTL A,,,,4,,1108395.2018.4.12,3.8,7.7,,20,,,,,0,1108395,10.3,2018-04-12 00:00:00,0.6,,,12,,,,11.5,,0,BC
-123.18388888888889,49.194722222222225,2018,20.2,,46,VANCOUVER INTL A,,,,4,,1108395.2018.4.13,6.3,8.3,,15,,,,,0,1108395,9.7,2018-04-13 00:00:00,20.2,,,13,,,,10.2,,0,BC
-123.18388888888889,49.194722222222225,2018,0.6,,33,VANCOUVER INTL A,,,,4,,1108395.2018.4.14,5.5,9,,10,,,,,0,1108395,9,2018-04-14 00:00:00,0.6,,,14,,,,12.5,,0,BC
-123.18388888888889,49.194722222222225,2018,2.6,,46,VANCOUVER INTL A,,,,4,,1108395.2018.4.15,6.1,8.1,,30,,,,,0,1108395,9.9,2018-04-15 00:00:00,2.6,,,15,,,,10.1,,0,BC
-123.18388888888889,49.194722222222225,2018,16.4,,43,VANCOUVER INTL A,,,,4,,1108395.2018.4.16,6.9,8,,19,,,,,0,1108395,10,2018-04-16 00:00:00,16.4,,,16,,,,9,,0,BC
-123.18388888888889,49.194722222222225,2018,2.2,,44,VANCOUVER INTL A,,,,4,,1108395.2018.4.17,6,9.2,,20,,,,,0,1108395,8.8,2018-04-17 00:00:00,2.2,,,17,,,,12.4,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,30,VANCOUVER INTL A,,,,4,,1108395.2018.4.18,4.5,8.1,,22,,,,,0,1108395,9.9,2018-04-18 00:00:00,0,,,18,,,,11.7,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,0,VANCOUVER INTL A,,,,4,,1108395.2018.4.19,1.5,7.2,,0,,,,,0,1108395,10.8,2018-04-19 00:00:00,0,,,19,,,,12.9,,0,BC
-123.18388888888889,49.194722222222225,2018,3.8,,33,VANCOUVER INTL A,,,,4,,1108395.2018.4.20,7.6,10.8,,12,,,,,0,1108395,7.2,2018-04-20 00:00:00,3.8,,,20,,,,13.9,,0,BC
-123.18388888888889,49.194722222222225,2018,1.6,,46,VANCOUVER INTL A,,,,4,,1108395.2018.4.21,7.3,10.2,,21,,,,,0,1108395,7.8,2018-04-21 00:00:00,1.6,,,21,,,,13.1,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,35,VANCOUVER INTL A,,,,4,,1108395.2018.4.22,2.5,7.7,,24,,,,,0,1108395,10.3,2018-04-22 00:00:00,0,,,22,,,,12.9,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,33,VANCOUVER INTL A,,,,4,,1108395.2018.4.23,3.5,9.5,,31,,,,,0,1108395,8.5,2018-04-23 00:00:00,0,,,23,,,,15.5,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,33,VANCOUVER INTL A,,,,4,,1108395.2018.4.24,3.9,9.7,,29,,,,,0,1108395,8.3,2018-04-24 00:00:00,0,,,24,,,,15.5,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,37,VANCOUVER INTL A,,,,4,,1108395.2018.4.25,7.8,12.1,,30,,,,,0,1108395,5.9,2018-04-25 00:00:00,0,,,25,,,,16.3,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,0,VANCOUVER INTL A,,,,4,,1108395.2018.4.26,5,11.6,,0,,,,,0,1108395,6.4,2018-04-26 00:00:00,0,,,26,,,,18.1,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,52,VANCOUVER INTL A,,,,4,,1108395.2018.4.27,7.5,12.6,,12,,,,,0,1108395,5.4,2018-04-27 00:00:00,0,,,27,,,,17.6,,0,BC
-123.18388888888889,49.194722222222225,2018,6,,0,VANCOUVER INTL A,,,,4,,1108395.2018.4.28,9.8,11.2,,0,,,,,0,1108395,6.8,2018-04-28 00:00:00,6,,,28,,,,12.6,,0,BC
-123.18388888888889,49.194722222222225,2018,3.4,,30,VANCOUVER INTL A,,,,4,,1108395.2018.4.29,8.6,10.9,,22,,,,,0,1108395,7.1,2018-04-29 00:00:00,3.4,,,29,,,,13.2,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,30,VANCOUVER INTL A,,,,4,,1108395.2018.4.30,9.4,11.9,,19,,,,,0,1108395,6.1,2018-04-30 00:00:00,0,,,30,,,,14.3,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,33,VANCOUVER INTL A,,,,5,,1108395.2018.5.1,7.2,10.7,,28,,,,,0,1108395,7.3,2018-05-01 00:00:00,0,,,1,,,,14.1,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,0,VANCOUVER INTL A,,,,5,,1108395.2018.5.2,7.1,11.7,,0,,,,,0,1108395,6.3,2018-05-02 00:00:00,0,,,2,,,,16.2,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,33,VANCOUVER INTL A,,,,5,,1108395.2018.5.3,8.9,15.1,,19,,,,,0,1108395,2.9,2018-05-03 00:00:00,0,,,3,,,,21.2,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,37,VANCOUVER INTL A,,,,5,,1108395.2018.5.4,9.3,12.1,,12,,,,T,0,1108395,5.9,2018-05-04 00:00:00,0,,,4,,,T,14.9,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,35,VANCOUVER INTL A,,,,5,,1108395.2018.5.5,6.1,11.9,,30,,,,,0,1108395,6.1,2018-05-05 00:00:00,0,,,5,,,,17.7,,0,BC
-123.18388888888889,49.194722222222225,2018,0.4,,0,VANCOUVER INTL A,,,,5,,1108395.2018.5.6,11.4,15.4,,0,,,,,0,1108395,2.6,2018-05-06 00:00:00,0.4,,,6,,,,19.4,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,35,VANCOUVER INTL A,,,,5,,1108395.2018.5.7,11.2,15.5,,11,,,,,0,1108395,2.5,2018-05-07 00:00:00,0,,,7,,,,19.7,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,35,VANCOUVER INTL A,,,,5,,1108395.2018.5.8,7.8,13.5,,10,,,,T,0,1108395,4.5,2018-05-08 00:00:00,0,,,8,,,T,19.2,,0,BC
-123.18388888888889,49.194722222222225,2018,1,,33,VANCOUVER INTL A,,,,5,,1108395.2018.5.9,11.5,15.2,,21,,,,,0,1108395,2.8,2018-05-09 00:00:00,1,,,9,,,,18.8,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,33,VANCOUVER INTL A,,,,5,,1108395.2018.5.10,9,12.1,,28,,,,T,0,1108395,5.9,2018-05-10 00:00:00,0,,,10,,,T,15.2,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,32,VANCOUVER INTL A,,,,5,,1108395.2018.5.11,9.2,13,,20,,,,,0,1108395,5,2018-05-11 00:00:00,0,,,11,,,,16.8,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,39,VANCOUVER INTL A,,,,5,,1108395.2018.5.12,7.8,13.2,,30,,,,,0,1108395,4.8,2018-05-12 00:00:00,0,,,12,,,,18.6,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,32,VANCOUVER INTL A,,,,5,,1108395.2018.5.13,13.1,17.1,,30,,,,,0,1108395,0.9,2018-05-13 00:00:00,0,,,13,,,,21.1,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,0,VANCOUVER INTL A,,,,5,,1108395.2018.5.14,11,18.1,,0,,,,,0.1,1108395,0,2018-05-14 00:00:00,0,,,14,,,,25.1,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,0,VANCOUVER INTL A,,,,5,,1108395.2018.5.15,11.3,17.7,,0,,,,,0,1108395,0.3,2018-05-15 00:00:00,0,,,15,,,,24,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,41,VANCOUVER INTL A,,,,5,,1108395.2018.5.16,12.6,15.9,,11,,,,T,0,1108395,2.1,2018-05-16 00:00:00,0,,,16,,,T,19.1,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,32,VANCOUVER INTL A,,,,5,,1108395.2018.5.17,11.8,15,,19,,,,,0,1108395,3,2018-05-17 00:00:00,0,,,17,,,,18.2,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,33,VANCOUVER INTL A,,,,5,,1108395.2018.5.18,13,15.9,,19,,,,,0,1108395,2.1,2018-05-18 00:00:00,0,,,18,,,,18.8,,0,BC
-123.18388888888889,49.194722222222225,2018,0.2,,32,VANCOUVER INTL A,,,,5,,1108395.2018.5.19,12.8,16.1,,21,,,,,0,1108395,1.9,2018-05-19 00:00:00,0.2,,,19,,,,19.4,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,0,VANCOUVER INTL A,,,,5,,1108395.2018.5.20,12.9,16.4,,0,,,,,0,1108395,1.6,2018-05-20 00:00:00,0,,,20,,,,19.8,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,0,VANCOUVER INTL A,,,,5,,1108395.2018.5.21,11.9,15.7,,0,,,,,0,1108395,2.3,2018-05-21 00:00:00,0,,,21,,,,19.4,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,0,VANCOUVER INTL A,,,,5,,1108395.2018.5.22,9.3,14.8,,0,,,,,0,1108395,3.2,2018-05-22 00:00:00,0,,,22,,,,20.2,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,32,VANCOUVER INTL A,,,,5,,1108395.2018.5.23,9.4,16.3,,12,,,,,0,1108395,1.7,2018-05-23 00:00:00,0,,,23,,,,23.1,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,46,VANCOUVER INTL A,,,,5,,1108395.2018.5.24,12.8,16.5,,12,,,,,0,1108395,1.5,2018-05-24 00:00:00,0,,,24,,,,20.2,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,33,VANCOUVER INTL A,,,,5,,1108395.2018.5.25,10.1,15,,20,,,,,0,1108395,3,2018-05-25 00:00:00,0,,,25,,,,19.8,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,39,VANCOUVER INTL A,,,,5,,1108395.2018.5.26,10.3,14.9,,11,,,,,0,1108395,3.1,2018-05-26 00:00:00,0,,,26,,,,19.4,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,30,VANCOUVER INTL A,,,,5,,1108395.2018.5.27,11.3,16.5,,21,,,,,0,1108395,1.5,2018-05-27 00:00:00,0,,,27,,,,21.7,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,41,VANCOUVER INTL A,,,,5,,1108395.2018.5.28,12,16.2,,28,,,,,0,1108395,1.8,2018-05-28 00:00:00,0,,,28,,,,20.3,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,44,VANCOUVER INTL A,,,,5,,1108395.2018.5.29,11.5,14.4,,29,,,,,0,1108395,3.6,2018-05-29 00:00:00,0,,,29,,,,17.3,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,41,VANCOUVER INTL A,,,,5,,1108395.2018.5.30,10.9,13.8,,29,,,,,0,1108395,4.2,2018-05-30 00:00:00,0,,,30,,,,16.6,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,41,VANCOUVER INTL A,,,,5,,1108395.2018.5.31,10.3,14.5,,19,,,,,0,1108395,3.5,2018-05-31 00:00:00,0,,,31,,,,18.6,,0,BC
-123.18388888888889,49.194722222222225,2018,0.4,,37,VANCOUVER INTL A,,,,6,,1108395.2018.6.1,10.3,13.9,,10,,,,,0,1108395,4.1,2018-06-01 00:00:00,0.4,,,1,,,,17.4,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,0,VANCOUVER INTL A,,,,6,,1108395.2018.6.2,12.2,16.5,,0,,,,T,0,1108395,1.5,2018-06-02 00:00:00,0,,,2,,,T,20.8,,0,BC
-123.18388888888889,49.194722222222225,2018,0.4,,41,VANCOUVER INTL A,,,,6,,1108395.2018.6.3,11.6,13.7,,11,,,,,0,1108395,4.3,2018-06-03 00:00:00,0.4,,,3,,,,15.8,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,37,VANCOUVER INTL A,,,,6,,1108395.2018.6.4,9.4,14,,18,,,,,0,1108395,4,2018-06-04 00:00:00,0,,,4,,,,18.5,,0,BC
-123.18388888888889,49.194722222222225,2018,0.2,,35,VANCOUVER INTL A,,,,6,,1108395.2018.6.5,10.4,13.9,,12,,,,,0,1108395,4.1,2018-06-05 00:00:00,0.2,,,5,,,,17.3,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,43,VANCOUVER INTL A,,,,6,,1108395.2018.6.6,9.5,14.7,,20,,,,T,0,1108395,3.3,2018-06-06 00:00:00,0,,,6,,,T,19.9,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,30,VANCOUVER INTL A,,,,6,,1108395.2018.6.7,10.8,14.3,,10,,,,T,0,1108395,3.7,2018-06-07 00:00:00,0,,,7,,,T,17.8,,0,BC
-123.18388888888889,49.194722222222225,2018,12.2,,43,VANCOUVER INTL A,,,,6,,1108395.2018.6.8,11.2,13.3,,12,,,,,0,1108395,4.7,2018-06-08 00:00:00,12.2,,,8,,,,15.4,,0,BC
-123.18388888888889,49.194722222222225,2018,0.2,,37,VANCOUVER INTL A,,,,6,,1108395.2018.6.9,8.8,12.5,,19,,,,,0,1108395,5.5,2018-06-09 00:00:00,0.2,,,9,,,,16.2,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,50,VANCOUVER INTL A,,,,6,,1108395.2018.6.10,9.5,13.2,,19,,,,,0,1108395,4.8,2018-06-10 00:00:00,0,,,10,,,,16.9,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,41,VANCOUVER INTL A,,,,6,,1108395.2018.6.11,9.3,13.6,,19,,,,,0,1108395,4.4,2018-06-11 00:00:00,0,,,11,,,,17.9,,0,BC
-123.18388888888889,49.194722222222225,2018,0.6,,41,VANCOUVER INTL A,,,,6,,1108395.2018.6.12,8.3,12.8,,33,,,,,0,1108395,5.2,2018-06-12 00:00:00,0.6,,,12,,,,17.2,,0,BC
-123.18388888888889,49.194722222222225,2018,10.8,,35,VANCOUVER INTL A,,,,6,,1108395.2018.6.13,11.5,14.7,,7,,,,,0,1108395,3.3,2018-06-13 00:00:00,10.8,,,13,,,,17.8,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,30,VANCOUVER INTL A,,,,6,,1108395.2018.6.14,12.4,16.3,,22,,,,T,0,1108395,1.7,2018-06-14 00:00:00,0,,,14,,,T,20.1,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,43,VANCOUVER INTL A,,,,6,,1108395.2018.6.15,12.7,16.4,,27,,,,,0,1108395,1.6,2018-06-15 00:00:00,0,,,15,,,,20.1,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,43,VANCOUVER INTL A,,,,6,,1108395.2018.6.16,13.8,18.3,,30,,,,,0.3,1108395,0,2018-06-16 00:00:00,0,,,16,,,,22.8,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,35,VANCOUVER INTL A,,,,6,,1108395.2018.6.17,11.2,17.7,,30,,,,,0,1108395,0.3,2018-06-17 00:00:00,0,,,17,,,,24.2,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,37,VANCOUVER INTL A,,,,6,,1108395.2018.6.18,14.3,20.6,,11,,,,,2.6,1108395,0,2018-06-18 00:00:00,0,,,18,,,,26.8,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,39,VANCOUVER INTL A,,,,6,,1108395.2018.6.19,15.7,20,,10,,,,,2,1108395,0,2018-06-19 00:00:00,0,,,19,,,,24.2,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,0,VANCOUVER INTL A,,,,6,,1108395.2018.6.20,15.5,20.6,,0,,,,,2.6,1108395,0,2018-06-20 00:00:00,0,,,20,,,,25.6,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,52,VANCOUVER INTL A,,,,6,,1108395.2018.6.21,14.3,18,,11,,,,,0,1108395,0,2018-06-21 00:00:00,0,,,21,,,,21.7,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,39,VANCOUVER INTL A,,,,6,,1108395.2018.6.22,12.7,16.4,,11,,,,,0,1108395,1.6,2018-06-22 00:00:00,0,,,22,,,,20.1,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,35,VANCOUVER INTL A,,,,6,,1108395.2018.6.23,13.2,17.3,,19,,,,,0,1108395,0.7,2018-06-23 00:00:00,0,,,23,,,,21.3,,0,BC
-123.18388888888889,49.194722222222225,2018,8,,52,VANCOUVER INTL A,,,,6,,1108395.2018.6.24,13.2,17.8,,30,,,,,0,1108395,0.2,2018-06-24 00:00:00,8,,,24,,,,22.4,,0,BC
-123.18388888888889,49.194722222222225,2018,2.6,,39,VANCOUVER INTL A,,,,6,,1108395.2018.6.25,12.2,16,,22,,,,,0,1108395,2,2018-06-25 00:00:00,2.6,,,25,,,,19.8,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,41,VANCOUVER INTL A,,,,6,,1108395.2018.6.26,14.1,16.7,,27,,,,,0,1108395,1.3,2018-06-26 00:00:00,0,,,26,,,,19.3,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,33,VANCOUVER INTL A,,,,6,,1108395.2018.6.27,12.3,16,,29,,,,,0,1108395,2,2018-06-27 00:00:00,0,,,27,,,,19.6,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,30,VANCOUVER INTL A,,,,6,,1108395.2018.6.28,15.2,17.1,,28,,,,T,0,1108395,0.9,2018-06-28 00:00:00,0,,,28,,,T,18.9,,0,BC
-123.18388888888889,49.194722222222225,2018,2,,0,VANCOUVER INTL A,,,,6,,1108395.2018.6.29,13.8,15.7,,0,,,,,0,1108395,2.3,2018-06-29 00:00:00,2,,,29,,,,17.5,,0,BC
-123.18388888888889,49.194722222222225,2018,1.4,,30,VANCOUVER INTL A,,,,6,,1108395.2018.6.30,12.9,16.1,,16,,,,,0,1108395,1.9,2018-06-30 00:00:00,1.4,,,30,,,,19.2,,0,BC
-123.18388888888889,49.194722222222225,2018,1,,54,VANCOUVER INTL A,,,,7,,1108395.2018.7.1,13.9,17.3,,26,,,,,0,1108395,0.7,2018-07-01 00:00:00,1,,,1,,,,20.6,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,67,VANCOUVER INTL A,,,,7,,1108395.2018.7.2,12.9,16.4,,28,,,,T,0,1108395,1.6,2018-07-02 00:00:00,0,,,2,,,T,19.9,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,39,VANCOUVER INTL A,,,,7,,1108395.2018.7.3,8.8,14.8,,22,,,,,0,1108395,3.2,2018-07-03 00:00:00,0,,,3,,,,20.8,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,37,VANCOUVER INTL A,,,,7,,1108395.2018.7.4,11.7,17.7,,20,,,,T,0,1108395,0.3,2018-07-04 00:00:00,0,,,4,,,T,23.7,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,50,VANCOUVER INTL A,,,,7,,1108395.2018.7.5,16.2,20.5,,29,,,,T,2.5,1108395,0,2018-07-05 00:00:00,0,,,5,,,T,24.7,,0,BC
-123.18388888888889,49.194722222222225,2018,,E,0,VANCOUVER INTL A,E,M,,7,,1108395.2018.7.6,15,20.1,E,0,,E,,M,2.1,1108395,0,2018-07-06 00:00:00,,,,6,,E,M,25.1,,,BC
-123.18388888888889,49.194722222222225,2018,4.2,,33,VANCOUVER INTL A,,,,7,,1108395.2018.7.7,14.9,18.8,,20,,,,,0.8,1108395,0,2018-07-07 00:00:00,4.2,,,7,,,,22.6,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,0,VANCOUVER INTL A,,,,7,,1108395.2018.7.8,11.2,17.2,,0,,,,,0,1108395,0.8,2018-07-08 00:00:00,0,,,8,,,,23.1,,0,BC
-123.18388888888889,49.194722222222225,2018,0.2,,0,VANCOUVER INTL A,,,,7,,1108395.2018.7.9,14.3,17.8,,0,,,,,0,1108395,0.2,2018-07-09 00:00:00,0.2,,,9,,,,21.3,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,0,VANCOUVER INTL A,,,,7,,1108395.2018.7.10,14.6,17.6,,0,,,,T,0,1108395,0.4,2018-07-10 00:00:00,0,,,10,,,T,20.6,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,39,VANCOUVER INTL A,,,,7,,1108395.2018.7.11,12.3,17.6,,30,,,,,0,1108395,0.4,2018-07-11 00:00:00,0,,,11,,,,22.9,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,37,VANCOUVER INTL A,,,,7,,1108395.2018.7.12,14.3,19.1,,29,,,,,1.1,1108395,0,2018-07-12 00:00:00,0,,,12,,,,23.8,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,48,VANCOUVER INTL A,,,,7,,1108395.2018.7.13,16.2,19.8,,27,,,,,1.8,1108395,0,2018-07-13 00:00:00,0,,,13,,,,23.3,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,37,VANCOUVER INTL A,,,,7,,1108395.2018.7.14,15,19.2,,30,,,,,1.2,1108395,0,2018-07-14 00:00:00,0,,,14,,,,23.4,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,32,VANCOUVER INTL A,,,,7,,1108395.2018.7.15,13,19.4,,29,,,,,1.4,1108395,0,2018-07-15 00:00:00,0,,,15,,,,25.7,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,32,VANCOUVER INTL A,,,,7,,1108395.2018.7.16,15.2,20.4,,30,,,,,2.4,1108395,0,2018-07-16 00:00:00,0,,,16,,,,25.6,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,32,VANCOUVER INTL A,,,,7,,1108395.2018.7.17,15.2,21.9,,22,,,,,3.9,1108395,0,2018-07-17 00:00:00,0,,,17,,,,28.6,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,37,VANCOUVER INTL A,,,,7,,1108395.2018.7.18,14.4,19.2,,12,,,,,1.2,1108395,0,2018-07-18 00:00:00,0,,,18,,,,23.9,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,33,VANCOUVER INTL A,,,,7,,1108395.2018.7.19,13.2,17.4,,13,,,,,0,1108395,0.6,2018-07-19 00:00:00,0,,,19,,,,21.6,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,39,VANCOUVER INTL A,,,,7,,1108395.2018.7.20,11.9,16.4,,28,,,,,0,1108395,1.6,2018-07-20 00:00:00,0,,,20,,,,20.9,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,33,VANCOUVER INTL A,,,,7,,1108395.2018.7.21,11.9,16.9,,28,,,,,0,1108395,1.1,2018-07-21 00:00:00,0,,,21,,,,21.9,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,0,VANCOUVER INTL A,,,,7,,1108395.2018.7.22,12.1,18.3,,0,,,,,0.3,1108395,0,2018-07-22 00:00:00,0,,,22,,,,24.5,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,0,VANCOUVER INTL A,,,,7,,1108395.2018.7.23,13.5,20,,0,,,,,2,1108395,0,2018-07-23 00:00:00,0,,,23,,,,26.4,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,30,VANCOUVER INTL A,,,,7,,1108395.2018.7.24,13.9,19.9,,19,,,,,1.9,1108395,0,2018-07-24 00:00:00,0,,,24,,,,25.9,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,0,VANCOUVER INTL A,,,,7,,1108395.2018.7.25,15.3,21.2,,0,,,,,3.2,1108395,0,2018-07-25 00:00:00,0,,,25,,,,27.1,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,0,VANCOUVER INTL A,,,,7,,1108395.2018.7.26,15.6,21,,0,,,,,3,1108395,0,2018-07-26 00:00:00,0,,,26,,,,26.4,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,32,VANCOUVER INTL A,,,,7,,1108395.2018.7.27,16.2,20.8,,22,,,,,2.8,1108395,0,2018-07-27 00:00:00,0,,,27,,,,25.3,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,35,VANCOUVER INTL A,,,,7,,1108395.2018.7.28,15.8,20.7,,20,,,,,2.7,1108395,0,2018-07-28 00:00:00,0,,,28,,,,25.6,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,0,VANCOUVER INTL A,,,,7,,1108395.2018.7.29,15.7,21.7,,0,,,,,3.7,1108395,0,2018-07-29 00:00:00,0,,,29,,,,27.6,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,33,VANCOUVER INTL A,,,,7,,1108395.2018.7.30,16.9,22.5,,20,,,,,4.5,1108395,0,2018-07-30 00:00:00,0,,,30,,,,28.1,,0,BC
-123.18388888888889,49.194722222222225,2018,0,,37,VANCOUVER INTL A,,,,7,,1108395.2018.7.31,17.2,21,,13,,,,,3,1108395,0,2018-07-31 00:00:00,0,,,31,,,,24.8,,0,BC
