Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1992","1992","100 g/ha","49244","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1992","1992","t","16812","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1993","1993","ha","3385","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1993","1993","100 g/ha","50490","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1993","1993","t","17091","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1994","1994","ha","3407","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1994","1994","100 g/ha","58292","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1994","1994","t","19860","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1995","1995","ha","3190","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1995","1995","100 g/ha","50592","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1995","1995","t","16139","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1996","1996","ha","3492","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1996","1996","100 g/ha","40017","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1996","1996","t","13974","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1997","1997","ha","3440","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1997","1997","100 g/ha","50020","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1997","1997","t","17207","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1998","1998","ha","3488","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1998","1998","100 g/ha","44352","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1998","1998","t","15470","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1999","1999","ha","3405","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1999","1999","100 g/ha","50949","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1999","1999","t","17348","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2000","2000","ha","3401","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2000","2000","100 g/ha","51526","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2000","2000","t","17524","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2001","2001","ha","3407","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2001","2001","100 g/ha","42803","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2001","2001","t","14583","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2002","2002","ha","3363","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2002","2002","100 g/ha","44246","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2002","2002","t","14880","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2003","2003","ha","3345","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2003","2003","100 g/ha","42559","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2003","2003","t","14236","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2004","2004","ha","3173","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2004","2004","100 g/ha","42042","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2004","2004","t","13340","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2005","2005","ha","2999","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2005","2005","100 g/ha","43264","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2005","2005","t","12975","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2006","2006","ha","2747","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2006","2006","100 g/ha","42151","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2006","2006","t","11579","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2007","2007","ha","2715","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2007","2007","100 g/ha","45635","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2007","2007","t","12390","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2008","2008","ha","2404","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2008","2008","100 g/ha","49189","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2008","2008","t","11825","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2009","2009","ha","2403","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2009","2009","100 g/ha","52734","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2009","2009","t","12672","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2010","2010","ha","2392","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2010","2010","100 g/ha","49599","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2010","2010","t","11864","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2011","2011","ha","2729","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2011","2011","100 g/ha","49168","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2011","2011","t","13418","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2012","2012","ha","2547","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2012","2012","100 g/ha","48382","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2012","2012","t","12323","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2013","2013","ha","2235","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2013","2013","100 g/ha","50474","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2013","2013","t","11281","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2014","2014","ha","2190","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2014","2014","100 g/ha","58073","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2014","2014","t","12718","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2015","2015","ha","2030","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2015","2015","100 g/ha","53537","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2015","2015","t","10868","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2016","2016","ha","2034","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2016","2016","100 g/ha","57375","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2016","2016","t","11670","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2017","2017","ha","2021","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2017","2017","100 g/ha","53157","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2017","2017","t","10743","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2018","2018","ha","1985","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2018","2018","100 g/ha","52081","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2018","2018","t","10338","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2019","2019","ha","1883","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2019","2019","100 g/ha","48566","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2019","2019","t","9145","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2020","2020","ha","1659","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2020","2020","100 g/ha","45859","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2020","2020","t","7608","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2021","2021","ha","1400","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2021","2021","100 g/ha","39579","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2021","2021","t","5541","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2022","2022","ha","1390","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","2022","2022","100 g/ha","49705","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2022","2022","t","6909","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1961","1961","ha","5282","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1961","1961","100 g/ha","25858","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1961","1961","t","13658","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1962","1962","ha","5470","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1962","1962","100 g/ha","25885","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1962","1962","t","14159","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1963","1963","ha","5380","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1963","1963","100 g/ha","25916","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1963","1963","t","13943","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1964","1964","ha","6280","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1964","1964","100 g/ha","25890","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1964","1964","t","16259","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1965","1965","ha","3900","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1965","1965","100 g/ha","25941","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1965","1965","t","10117","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1966","1966","ha","7200","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1966","1966","100 g/ha","25944","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1966","1966","t","18680","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1967","1967","ha","7680","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1967","1967","100 g/ha","25917","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1967","1967","t","19904","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1968","1968","ha","7720","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1968","1968","100 g/ha","25887","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1968","1968","t","19985","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1969","1969","ha","6300","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1969","1969","100 g/ha","25881","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1969","1969","t","16305","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1970","1970","ha","7540","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1970","1970","100 g/ha","25905","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1970","1970","t","19532","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1971","1971","ha","5174","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1971","1971","100 g/ha","39360","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1971","1971","t","20365","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1972","1972","ha","3300","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1972","1972","100 g/ha","39336","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1972","1972","t","12981","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1973","1973","ha","3550","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1973","1973","100 g/ha","39301","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1973","1973","t","13952","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1974","1974","ha","3730","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1974","1974","100 g/ha","39477","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1974","1974","t","14725","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1975","1975","ha","4210","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1975","1975","100 g/ha","39406","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1975","1975","t","16590","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1976","1976","ha","4640","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1976","1976","100 g/ha","39463","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1976","1976","t","18311","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1977","1977","ha","5130","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1977","1977","100 g/ha","39386","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1977","1977","t","20205","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1978","1978","ha","6350","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1978","1978","100 g/ha","39298","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1978","1978","t","24954","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1979","1979","ha","6240","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1979","1979","100 g/ha","39502","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1979","1979","t","24649","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1980","1980","ha","6930","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1980","1980","100 g/ha","39345","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1980","1980","t","27266","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1981","1981","ha","8300","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1981","1981","100 g/ha","32160","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1981","1981","t","26693","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1982","1982","ha","9600","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1982","1982","100 g/ha","31927","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1982","1982","t","30650","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1983","1983","ha","10000","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1983","1983","100 g/ha","28800","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1983","1983","t","28800","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1984","1984","ha","11900","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1984","1984","100 g/ha","26114","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1984","1984","t","31076","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1985","1985","ha","13450","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1985","1985","100 g/ha","25882","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1985","1985","t","34811","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1986","1986","ha","5100","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1986","1986","100 g/ha","57043","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1986","1986","t","29092","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1987","1987","ha","5800","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1987","1987","100 g/ha","55983","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1987","1987","t","32470","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1988","1988","ha","5411","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1988","1988","100 g/ha","56237","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1988","1988","t","30430","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1989","1989","ha","4977","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1989","1989","100 g/ha","51738","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1989","1989","t","25750","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1990","1990","ha","4958","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1990","1990","100 g/ha","58352","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1990","1990","t","28931","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1991","1991","ha","5613","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1991","1991","100 g/ha","44431","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1991","1991","t","24939","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1992","1992","ha","5190","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1992","1992","100 g/ha","56761","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1992","1992","t","29459","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1993","1993","ha","5277","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1993","1993","100 g/ha","56346","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1993","1993","t","29734","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1994","1994","ha","5541","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1994","1994","100 g/ha","57352","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1994","1994","t","31779","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1995","1995","ha","5709","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1995","1995","100 g/ha","61379","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1995","1995","t","35041","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1996","1996","ha","5336","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1996","1996","100 g/ha","52275","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1996","1996","t","27894","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1997","1997","ha","5014","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1997","1997","100 g/ha","53853","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1997","1997","t","27002","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1998","1998","ha","5097","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1998","1998","100 g/ha","54289","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1998","1998","t","27671","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","1999","1999","ha","4739","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","1999","1999","100 g/ha","59521","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","1999","1999","t","28207","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2000","2000","ha","4664","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2000","2000","100 g/ha","55371","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2000","2000","t","25825","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2001","2001","ha","4816","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2001","2001","100 g/ha","54400","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2001","2001","t","26199","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2002","2002","ha","4684","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2002","2002","100 g/ha","53518","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2002","2002","t","25068","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2003","2003","ha","4478","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2003","2003","100 g/ha","54759","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2003","2003","t","24521","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2004","2004","ha","4158","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2004","2004","100 g/ha","56503","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2004","2004","t","23494","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2005","2005","ha","4023","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2005","2005","100 g/ha","55429","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2005","2005","t","22299","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2006","2006","ha","3685","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2006","2006","100 g/ha","61009","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2006","2006","t","22482","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2007","2007","ha","3895","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2007","2007","100 g/ha","61366","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2007","2007","t","23902","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2008","2008","ha","3492","A","Official figure",""
