"","year","month","yyyymmdd","mintemp","meantemp","maxtemp","totprec","consec","yrmon"
"17839",1948,8,1948-08-31,8.9,17.5,26.1,0,3,194808
"17840",1948,9,1948-09-01,10,17.8,25.6,0,2,194809
"17841",1948,9,1948-09-02,8.3,17.2,26.1,0,1,194809
"17842",1948,9,1948-09-03,7.8,17.3,26.7,1,0,194809
"17843",1948,9,1948-09-04,6.7,13.1,19.4,0,10,194809
"17844",1948,9,1948-09-05,6.7,14.8,22.8,0,9,194809
"17845",1948,9,1948-09-06,8.3,15.6,22.8,0.5,8,194809
"17846",1948,9,1948-09-07,8.3,16.4,24.4,0,7,194809
"17847",1948,9,1948-09-08,7.8,15.9,23.9,0,6,194809
"17848",1948,9,1948-09-09,7.2,16.4,25.6,0,5,194809
"17849",1948,9,1948-09-10,9.4,17.8,26.1,0,4,194809
"17850",1948,9,1948-09-11,12.2,19.5,26.7,0,3,194809
"17851",1948,9,1948-09-12,10,17.2,24.4,0,2,194809
"17852",1948,9,1948-09-13,10.6,18.1,25.6,0,1,194809
"17853",1948,9,1948-09-14,6.7,15.3,23.9,2.5,0,194809
"17854",1948,9,1948-09-15,6.7,12.8,18.9,0.3,6,194809
"17855",1948,9,1948-09-16,7.8,12.8,17.8,0,5,194809
"17856",1948,9,1948-09-17,6.7,13.9,21.1,0,4,194809
"17857",1948,9,1948-09-18,5.6,14.5,23.3,0,3,194809
"17858",1948,9,1948-09-19,8.3,16.1,23.9,0,2,194809
"17859",1948,9,1948-09-20,10,15.3,20.6,0,1,194809
"17860",1948,9,1948-09-21,7.2,14.2,21.1,2.5,0,194809
"17861",1948,9,1948-09-22,2.8,9.8,16.7,0.8,4,194809
"17862",1948,9,1948-09-23,1.1,9.5,17.8,0,3,194809
"17863",1948,9,1948-09-24,0,7.8,15.6,0,2,194809
"17864",1948,9,1948-09-25,5,11.7,18.3,0,1,194809
"17865",1948,9,1948-09-26,7.2,10.6,13.9,1.3,0,194809
"17866",1948,9,1948-09-27,6.7,10.6,14.4,0,1,194809
"17867",1948,9,1948-09-28,2.8,8.4,13.9,5.1,0,194809
"17868",1948,9,1948-09-29,0,8.6,17.2,0,4,194809
"17869",1948,9,1948-09-30,-0.6,7.5,15.6,0,3,194809
"17870",1948,10,1948-10-01,0,8.1,16.1,0,2,194810
"17871",1948,10,1948-10-02,4.4,10,15.6,0,1,194810
"17872",1948,10,1948-10-03,5.6,11.2,16.7,1,0,194810
"17873",1948,10,1948-10-04,2.2,10.3,18.3,0,2,194810
"17874",1948,10,1948-10-05,0.6,9.5,18.3,0,1,194810
"17875",1948,10,1948-10-06,2.8,10,17.2,4.1,0,194810
"17876",1948,10,1948-10-07,-1.1,8.4,17.8,0,3,194810
"17877",1948,10,1948-10-08,-2.8,6.4,15.6,0,2,194810
"17878",1948,10,1948-10-09,1.1,8.1,15,0,1,194810
"17879",1948,10,1948-10-10,7.8,10.6,13.3,1,0,194810
"17880",1948,10,1948-10-11,0.6,8.7,16.7,0,20,194810
"17881",1948,10,1948-10-12,5,10.3,15.6,0,19,194810
"17882",1948,10,1948-10-13,6.7,11.7,16.7,0,18,194810
"17883",1948,10,1948-10-14,2.8,9.5,16.1,0,17,194810
"17884",1948,10,1948-10-15,-2.8,6.7,16.1,0,16,194810
"17885",1948,10,1948-10-16,-3.9,4.7,13.3,0,15,194810
"17886",1948,10,1948-10-17,-1.7,5.8,13.3,0,14,194810
"17887",1948,10,1948-10-18,-1.1,6.1,13.3,0,13,194810
"17888",1948,10,1948-10-19,-1.1,7,15,0,12,194810
"17889",1948,10,1948-10-20,2.2,8.3,14.4,0,11,194810
"17890",1948,10,1948-10-21,0.6,7.8,15,0,10,194810
"17891",1948,10,1948-10-22,2.8,8.9,15,0,9,194810
"17892",1948,10,1948-10-23,4.4,10,15.6,0,8,194810
"17893",1948,10,1948-10-24,-1.1,6.7,14.4,0,7,194810
"17894",1948,10,1948-10-25,2.2,7.2,12.2,0,6,194810
"17895",1948,10,1948-10-26,-3.9,4.7,13.3,0,5,194810
"17896",1948,10,1948-10-27,-3.9,3.6,11.1,0,4,194810
"17897",1948,10,1948-10-28,-2.8,4.2,11.1,0,3,194810
"17898",1948,10,1948-10-29,0.6,5.3,10,0,2,194810
"17899",1948,10,1948-10-30,0.6,4.8,8.9,0,1,194810
"17900",1948,10,1948-10-31,3.3,6.4,9.4,1.8,0,194810
"17901",1948,11,1948-11-01,-3.3,3.1,9.4,0,1,194811
"17902",1948,11,1948-11-02,0,2.5,5,3,0,194811
"17903",1948,11,1948-11-03,0,5.6,11.1,0,10,194811
"17904",1948,11,1948-11-04,0,5.9,11.7,0,9,194811
"17905",1948,11,1948-11-05,-3.9,3.9,11.7,0,8,194811
"17906",1948,11,1948-11-06,0,3.9,7.8,0,7,194811
"17907",1948,11,1948-11-07,-5,1.7,8.3,0,6,194811
"17908",1948,11,1948-11-08,-5.6,0.8,7.2,0,5,194811
"17909",1948,11,1948-11-09,-1.1,3.1,7.2,0,4,194811
"17910",1948,11,1948-11-10,2.2,4.7,7.2,0,3,194811
"17911",1948,11,1948-11-11,2.8,4.8,6.7,0,2,194811
"17912",1948,11,1948-11-12,1.7,4.8,7.8,0.8,1,194811
"17913",1948,11,1948-11-13,1.7,6.2,10.6,2.8,0,194811
"17914",1948,11,1948-11-14,1.7,5.9,10,0.3,2,194811
"17915",1948,11,1948-11-15,2.8,6.7,10.6,0,1,194811
"17916",1948,11,1948-11-16,2.2,6.4,10.6,1.8,0,194811
"17917",1948,11,1948-11-17,0,4.7,9.4,0,1,194811
"17918",1948,11,1948-11-18,0,3.1,6.1,4.8,0,194811
"17919",1948,11,1948-11-19,0.6,2,3.3,4.3,0,194811
"17920",1948,11,1948-11-20,2.2,3.3,4.4,0.5,1,194811
"17921",1948,11,1948-11-21,1.1,3.1,5,4.8,0,194811
"17922",1948,11,1948-11-22,1.1,4.7,8.3,2.8,0,194811
"17923",1948,11,1948-11-23,-0.6,2.8,6.1,5.6,0,194811
"17924",1948,11,1948-11-24,1.1,3.9,6.7,1.3,0,194811
"17925",1948,11,1948-11-25,-2.2,2.3,6.7,0,9,194811
"17926",1948,11,1948-11-26,-3.9,-0.6,2.8,0,8,194811
"17927",1948,11,1948-11-27,-2.8,3.1,8.9,0.8,7,194811
"17928",1948,11,1948-11-28,-4.4,2.8,10,0,6,194811
"17929",1948,11,1948-11-29,0,2.2,4.4,0,5,194811
"17930",1948,11,1948-11-30,0.6,4.5,8.3,0,4,194811
"17931",1948,12,1948-12-01,-1.1,3.4,7.8,0.5,3,194812
"17932",1948,12,1948-12-02,-5,0.6,6.1,0,2,194812
"17933",1948,12,1948-12-03,-7.8,-1.4,5,0,1,194812
"17934",1948,12,1948-12-04,-5,-0.6,3.9,2,0,194812
"17935",1948,12,1948-12-05,-3.3,-1.1,1.1,0,2,194812
"17936",1948,12,1948-12-06,-2.2,1.7,5.6,0.3,1,194812
"17937",1948,12,1948-12-07,-5.6,-2.5,0.6,1.8,0,194812
"17938",1948,12,1948-12-08,-6.7,-3.4,0,1.8,0,194812
"17939",1948,12,1948-12-09,-6.7,-3.9,-1.1,2.5,0,194812
"17940",1948,12,1948-12-10,-5.6,-2.3,1.1,0.3,24,194812
"17941",1948,12,1948-12-11,-5,-2,1.1,0.3,23,194812
"17942",1948,12,1948-12-12,-0.6,0.8,2.2,0.8,22,194812
"17943",1948,12,1948-12-13,-8.3,-3.1,2.2,0.5,21,194812
"17944",1948,12,1948-12-14,-16.1,-9.5,-2.8,0,20,194812
"17945",1948,12,1948-12-15,-13.3,-10.6,-7.8,0,19,194812
"17946",1948,12,1948-12-16,-10,-8.1,-6.1,0,18,194812
"17947",1948,12,1948-12-17,-8.3,-6.7,-5,0.3,17,194812
"17948",1948,12,1948-12-18,-6.7,-5,-3.3,0.8,16,194812
"17949",1948,12,1948-12-19,-4.4,-0.6,3.3,0,15,194812
"17950",1948,12,1948-12-20,-8.3,-2,4.4,0,14,194812
"17951",1948,12,1948-12-21,-8.3,-3.3,1.7,0,13,194812
"17952",1948,12,1948-12-22,-8.9,-5.9,-2.8,0,12,194812
"17953",1948,12,1948-12-23,-12.2,-8.1,-3.9,0,11,194812
"17954",1948,12,1948-12-24,-13.3,-7.8,-2.2,0,10,194812
"17955",1948,12,1948-12-25,-15,-9.7,-4.4,0,9,194812
"17956",1948,12,1948-12-26,-13.3,-9.2,-5,0,8,194812
"17957",1948,12,1948-12-27,-9.4,-7.8,-6.1,0,7,194812
"17958",1948,12,1948-12-28,-6.7,-4.2,-1.7,0,6,194812
"17959",1948,12,1948-12-29,-8.3,-2.5,3.3,0,5,194812
"17960",1948,12,1948-12-30,-6.1,-2.5,1.1,0.3,4,194812
"17961",1948,12,1948-12-31,-8.9,-2.3,4.4,0,3,194812
"17962",1949,1,1949-01-01,-8.9,-3.4,2.2,0,2,194901
"17963",1949,1,1949-01-02,-17.8,-9.2,-0.6,0,1,194901
"17964",1949,1,1949-01-03,-14.4,-9.7,-5,6.4,0,194901
"17965",1949,1,1949-01-04,-9.4,-6.7,-3.9,0,9,194901
"17966",1949,1,1949-01-05,-7.8,-5,-2.2,0,8,194901
"17967",1949,1,1949-01-06,-5,-2.8,-0.6,0.5,7,194901
"17968",1949,1,1949-01-07,-8.3,-3.9,0.6,0,6,194901
"17969",1949,1,1949-01-08,-20.6,-10.9,-1.1,0,5,194901
"17970",1949,1,1949-01-09,-17.8,-12.3,-6.7,0,4,194901
"17971",1949,1,1949-01-10,-16.7,-13.1,-9.4,0,3,194901
"17972",1949,1,1949-01-11,-8.3,-7.5,-6.7,0,2,194901
"17973",1949,1,1949-01-12,-7.2,-5.8,-4.4,0,1,194901
"17974",1949,1,1949-01-13,-6.7,-5.3,-3.9,3.8,0,194901
"17975",1949,1,1949-01-14,-11.7,-7.8,-3.9,0.5,4,194901
"17976",1949,1,1949-01-15,-12.2,-7.2,-2.2,0,3,194901
"17977",1949,1,1949-01-16,-6.7,-4.2,-1.7,0,2,194901
"17978",1949,1,1949-01-17,-8.3,-3.3,1.7,0,1,194901
"17979",1949,1,1949-01-18,-8.3,-5,-1.7,4.6,0,194901
"17980",1949,1,1949-01-19,-18.3,-10.6,-2.8,0,1,194901
"17981",1949,1,1949-01-20,-14.4,-9.7,-5,1.8,0,194901
"17982",1949,1,1949-01-21,-13.3,-10,-6.7,2.5,0,194901
"17983",1949,1,1949-01-22,-21.1,-14.2,-7.2,0,4,194901
"17984",1949,1,1949-01-23,-22.8,-17,-11.1,0,3,194901
"17985",1949,1,1949-01-24,-16.1,-14.2,-12.2,0,2,194901
"17986",1949,1,1949-01-25,-13.9,-10.3,-6.7,0,1,194901
"17987",1949,1,1949-01-26,-10,-7.8,-5.6,2,0,194901
"17988",1949,1,1949-01-27,-14.4,-8.6,-2.8,0,1,194901
"17989",1949,1,1949-01-28,-12.2,-8.9,-5.6,1.5,0,194901
"17990",1949,1,1949-01-29,-6.7,-4.8,-2.8,0,5,194901
"17991",1949,1,1949-01-30,-7.2,-4.5,-1.7,0,4,194901
"17992",1949,1,1949-01-31,-10,-5.6,-1.1,0,3,194901
"17993",1949,2,1949-02-01,-9.4,-5,-0.6,0,2,194902
"17994",1949,2,1949-02-02,-10.6,-7,-3.3,0,1,194902
"17995",1949,2,1949-02-03,-9.4,-6.9,-4.4,2.5,0,194902
"17996",1949,2,1949-02-04,-20.6,-11.7,-2.8,0,1,194902
"17997",1949,2,1949-02-05,-12.8,-7.8,-2.8,3.8,0,194902
"17998",1949,2,1949-02-06,-9.4,-6.9,-4.4,0.5,2,194902
"17999",1949,2,1949-02-07,-13.9,-8.4,-2.8,0,1,194902
"18000",1949,2,1949-02-08,-12.8,-8.1,-3.3,5.1,0,194902
"18001",1949,2,1949-02-09,-7.2,-4.2,-1.1,0,1,194902
"18002",1949,2,1949-02-10,-10.6,-3.1,4.4,3.3,0,194902
"18003",1949,2,1949-02-11,-21.7,-14.5,-7.2,0,3,194902
"18004",1949,2,1949-02-12,-24.4,-18.6,-12.8,0.5,2,194902
"18005",1949,2,1949-02-13,-11.1,-10.9,-10.6,0,1,194902
"18006",1949,2,1949-02-14,-11.1,-2.2,6.7,5.8,0,194902
"18007",1949,2,1949-02-15,-11.1,-1.7,7.8,3,0,194902
"18008",1949,2,1949-02-16,-3.9,2.8,9.4,0,3,194902
"18009",1949,2,1949-02-17,-6.1,0.9,7.8,0,2,194902
"18010",1949,2,1949-02-18,-16.1,-7.5,1.1,0,1,194902
"18011",1949,2,1949-02-19,-13.9,-11.4,-8.9,6.4,0,194902
"18012",1949,2,1949-02-20,-10,-8.1,-6.1,0.8,1,194902
"18013",1949,2,1949-02-21,-7.8,-4.2,-0.6,1.8,0,194902
"18014",1949,2,1949-02-22,-1.7,2,5.6,0,12,194902
"18015",1949,2,1949-02-23,-2.2,2.8,7.8,0,11,194902
"18016",1949,2,1949-02-24,-3.9,0,3.9,0,10,194902
"18017",1949,2,1949-02-25,-5.6,-2,1.7,0,9,194902
"18018",1949,2,1949-02-26,-6.1,-3.1,0,0,8,194902
"18019",1949,2,1949-02-27,-7.8,-4.8,-1.7,0,7,194902
"18020",1949,2,1949-02-28,-7.8,-4.2,-0.6,0,6,194902
"18021",1949,3,1949-03-01,-7.8,-2.3,3.3,0,5,194903
"18022",1949,3,1949-03-02,-5.6,-1.4,2.8,0,4,194903
"18023",1949,3,1949-03-03,-3.9,1.7,7.2,0,3,194903
"18024",1949,3,1949-03-04,-1.1,1.4,3.9,0,2,194903
"18025",1949,3,1949-03-05,1.1,5.6,10,0,1,194903
"18026",1949,3,1949-03-06,-1.1,2.8,6.7,2.8,0,194903
"18027",1949,3,1949-03-07,-1.1,1.7,4.4,4.1,0,194903
"18028",1949,3,1949-03-08,-7.2,-1.4,4.4,0,6,194903
"18029",1949,3,1949-03-09,-8.3,-1.7,5,0,5,194903
"18030",1949,3,1949-03-10,-8.9,-1.7,5.6,0,4,194903
"18031",1949,3,1949-03-11,-6.7,-1.2,4.4,0,3,194903
"18032",1949,3,1949-03-12,-3.9,1.1,6.1,0,2,194903
"18033",1949,3,1949-03-13,-7.2,-1.7,3.9,0,1,194903
"18034",1949,3,1949-03-14,-3.9,-2,0,4.1,0,194903
"18035",1949,3,1949-03-15,-2.8,0,2.8,0.8,1,194903
"18036",1949,3,1949-03-16,-0.6,0.8,2.2,1,0,194903
"18037",1949,3,1949-03-17,0.6,2.5,4.4,2.3,0,194903
"18038",1949,3,1949-03-18,1.7,5,8.3,7.6,0,194903
"18039",1949,3,1949-03-19,1.7,3.7,5.6,3.3,0,194903
"18040",1949,3,1949-03-20,2.2,6.7,11.1,1.3,0,194903
"18041",1949,3,1949-03-21,-3.3,5,13.3,0,5,194903
"18042",1949,3,1949-03-22,-3.9,3.1,10,0,4,194903
"18043",1949,3,1949-03-23,-3.3,4.2,11.7,0,3,194903
"18044",1949,3,1949-03-24,-0.6,6.1,12.8,0,2,194903
"18045",1949,3,1949-03-25,0.6,6.2,11.7,0,1,194903
"18046",1949,3,1949-03-26,2.8,5.3,7.8,1,0,194903
"18047",1949,3,1949-03-27,-3.3,3.1,9.4,0,2,194903
"18048",1949,3,1949-03-28,0,6.1,12.2,0,1,194903
"18049",1949,3,1949-03-29,0.6,3.9,7.2,2.3,0,194903
"18050",1949,3,1949-03-30,-3.9,2.8,9.4,0,2,194903
"18051",1949,3,1949-03-31,-1.7,4.5,10.6,0,1,194903
"18052",1949,4,1949-04-01,2.2,5,7.8,1,0,194904
"18053",1949,4,1949-04-02,0,1.1,2.2,0,15,194904
"18054",1949,4,1949-04-03,2.2,8.6,15,0,14,194904
"18055",1949,4,1949-04-04,3.9,11.1,18.3,0,13,194904
"18056",1949,4,1949-04-05,2.2,9.2,16.1,0,12,194904
"18057",1949,4,1949-04-06,-0.6,5.3,11.1,0,11,194904
"18058",1949,4,1949-04-07,3.3,10.3,17.2,0,10,194904
"18059",1949,4,1949-04-08,0.6,8.4,16.1,0,9,194904
"18060",1949,4,1949-04-09,-1.1,6.4,13.9,0,8,194904
"18061",1949,4,1949-04-10,6.1,13.6,21.1,0,7,194904
"18062",1949,4,1949-04-11,3.9,10.6,17.2,0,6,194904
"18063",1949,4,1949-04-12,4.4,9.7,15,0,5,194904
"18064",1949,4,1949-04-13,-2.2,6.1,14.4,0,4,194904
"18065",1949,4,1949-04-14,1.7,8.9,16.1,0,3,194904
"18066",1949,4,1949-04-15,5.6,11.7,17.8,0,2,194904
"18067",1949,4,1949-04-16,2.2,12.8,23.3,0,1,194904
"18068",1949,4,1949-04-17,6.1,12.2,18.3,2,0,194904
"18069",1949,4,1949-04-18,7.2,13.1,18.9,5.3,0,194904
"18070",1949,4,1949-04-19,0.6,5.9,11.1,6.9,0,194904
"18071",1949,4,1949-04-20,3.3,9.2,15,0.3,7,194904
"18072",1949,4,1949-04-21,-0.6,5.3,11.1,0,6,194904
"18073",1949,4,1949-04-22,3.3,8.9,14.4,0.3,5,194904
"18074",1949,4,1949-04-23,2.2,9.5,16.7,0.8,4,194904
"18075",1949,4,1949-04-24,2.2,10.6,18.9,0,3,194904
"18076",1949,4,1949-04-25,2.8,11.7,20.6,0,2,194904
"18077",1949,4,1949-04-26,5,12.2,19.4,0,1,194904
"18078",1949,4,1949-04-27,10.6,16.2,21.7,2.5,0,194904
"18079",1949,4,1949-04-28,4.4,10,15.6,2.8,0,194904
"18080",1949,4,1949-04-29,6.1,11.1,16.1,0,2,194904
"18081",1949,4,1949-04-30,3.9,9.5,15,0.8,1,194904
"18082",1949,5,1949-05-01,3.3,5.6,7.8,2,0,194905
"18083",1949,5,1949-05-02,4.4,10,15.6,0.3,19,194905
"18084",1949,5,1949-05-03,-1.1,7,15,0,18,194905
"18085",1949,5,1949-05-04,-1.7,7,15.6,0,17,194905
"18086",1949,5,1949-05-05,2.2,8.1,13.9,0,16,194905
"18087",1949,5,1949-05-06,6.1,13.6,21.1,0,15,194905
"18088",1949,5,1949-05-07,7.2,15.8,24.4,0,14,194905
"18089",1949,5,1949-05-08,5.6,16.4,27.2,0,13,194905
"18090",1949,5,1949-05-09,8.9,17.8,26.7,0,12,194905
"18091",1949,5,1949-05-10,8.9,19.2,29.4,0,11,194905
"18092",1949,5,1949-05-11,10,18.6,27.2,0,10,194905
"18093",1949,5,1949-05-12,8.3,19.7,31.1,0,9,194905
"18094",1949,5,1949-05-13,8.9,19.8,30.6,0,8,194905
"18095",1949,5,1949-05-14,12.2,20.6,28.9,0,7,194905
"18096",1949,5,1949-05-15,10.6,19.8,28.9,0,6,194905
"18097",1949,5,1949-05-16,10,15.3,20.6,0.3,5,194905
"18098",1949,5,1949-05-17,5,13.4,21.7,0,4,194905
"18099",1949,5,1949-05-18,10,17,23.9,0,3,194905
"18100",1949,5,1949-05-19,9.4,15.6,21.7,0,2,194905
"18101",1949,5,1949-05-20,11.7,17,22.2,0,1,194905
"18102",1949,5,1949-05-21,10.6,14.5,18.3,8.9,0,194905
"18103",1949,5,1949-05-22,6.1,12,17.8,3.8,0,194905
"18104",1949,5,1949-05-23,8.3,14.2,20,0,4,194905
"18105",1949,5,1949-05-24,7.2,15.6,23.9,0,3,194905
"18106",1949,5,1949-05-25,9.4,16.1,22.8,0,2,194905
"18107",1949,5,1949-05-26,12.2,19.2,26.1,0,1,194905
"18108",1949,5,1949-05-27,10,16.4,22.8,5.1,0,194905
"18109",1949,5,1949-05-28,5,10.9,16.7,5.3,0,194905
"18110",1949,5,1949-05-29,6.7,13.7,20.6,0,2,194905
"18111",1949,5,1949-05-30,10,17.2,24.4,0,1,194905
"18112",1949,5,1949-05-31,10,13.6,17.2,1.8,0,194905
"18113",1949,6,1949-06-01,10,13.6,17.2,0,7,194906
"18114",1949,6,1949-06-02,7.8,15.9,23.9,0,6,194906
"18115",1949,6,1949-06-03,10.6,17.5,24.4,0,5,194906
"18116",1949,6,1949-06-04,12.2,20.8,29.4,0,4,194906
"18117",1949,6,1949-06-05,11.7,21.4,31.1,0,3,194906
"18118",1949,6,1949-06-06,12.8,22.8,32.8,0,2,194906
"18119",1949,6,1949-06-07,8.3,19.2,30,0,1,194906
"18120",1949,6,1949-06-08,13.3,20,26.7,2.5,0,194906
"18121",1949,6,1949-06-09,12.8,18.6,24.4,0,11,194906
"18122",1949,6,1949-06-10,9.4,17.8,26.1,0,10,194906
"18123",1949,6,1949-06-11,7.8,16.1,24.4,0,9,194906
"18124",1949,6,1949-06-12,8.3,12.5,16.7,0,8,194906
"18125",1949,6,1949-06-13,10,14.7,19.4,0,7,194906
"18126",1949,6,1949-06-14,10.6,19.8,28.9,0,6,194906
"18127",1949,6,1949-06-15,12.2,19.7,27.2,0.5,5,194906
"18128",1949,6,1949-06-16,9.4,15.8,22.2,0,4,194906
"18129",1949,6,1949-06-17,7.8,14.2,20.6,0.5,3,194906
"18130",1949,6,1949-06-18,5.6,13.7,21.7,0,2,194906
"18131",1949,6,1949-06-19,7.2,14.7,22.2,0.5,1,194906
"18132",1949,6,1949-06-20,11.1,16.7,22.2,1.8,0,194906
"18133",1949,6,1949-06-21,9.4,16.9,24.4,1.5,0,194906
"18134",1949,6,1949-06-22,12.8,17,21.1,2.5,0,194906
"18135",1949,6,1949-06-23,10.6,17.3,23.9,0,2,194906
"18136",1949,6,1949-06-24,13.9,18.6,23.3,0.3,1,194906
"18137",1949,6,1949-06-25,10.6,17,23.3,3.3,0,194906
"18138",1949,6,1949-06-26,4.4,12.2,20,0.8,1,194906
"18139",1949,6,1949-06-27,5,11.1,17.2,1.8,0,194906
"18140",1949,6,1949-06-28,6.7,12.8,18.9,1,0,194906
"18141",1949,6,1949-06-29,3.3,9.2,15,0,16,194906
"18142",1949,6,1949-06-30,6.1,13.1,20,0,15,194906
"18143",1949,7,1949-07-01,6.7,16.4,26.1,0,14,194907
"18144",1949,7,1949-07-02,8.3,17,25.6,0,13,194907
"18145",1949,7,1949-07-03,11.1,20.3,29.4,0,12,194907
"18146",1949,7,1949-07-04,13.3,22,30.6,0,11,194907
"18147",1949,7,1949-07-05,14.4,22.2,30,0,10,194907
"18148",1949,7,1949-07-06,11.1,19.2,27.2,0,9,194907
"18149",1949,7,1949-07-07,10.6,19.2,27.8,0,8,194907
"18150",1949,7,1949-07-08,11.1,20.3,29.4,0,7,194907
"18151",1949,7,1949-07-09,13.3,22.8,32.2,0,6,194907
"18152",1949,7,1949-07-10,16.7,25.9,35,0,5,194907
"18153",1949,7,1949-07-11,11.1,20,28.9,0,4,194907
"18154",1949,7,1949-07-12,16.7,24.5,32.2,0,3,194907
"18155",1949,7,1949-07-13,16.1,25,33.9,0,2,194907
"18156",1949,7,1949-07-14,15,25.3,35.6,0,1,194907
"18157",1949,7,1949-07-15,15.6,23.4,31.1,2.3,0,194907
"18158",1949,7,1949-07-16,11.1,17.8,24.4,0,2,194907
"18159",1949,7,1949-07-17,11.7,18.4,25,0,1,194907
"18160",1949,7,1949-07-18,12.2,16.7,21.1,5.1,0,194907
"18161",1949,7,1949-07-19,11.1,17.2,23.3,8.1,0,194907
"18162",1949,7,1949-07-20,8.9,13.9,18.9,0.8,1,194907
"18163",1949,7,1949-07-21,11.1,17,22.8,5.3,0,194907
"18164",1949,7,1949-07-22,13.3,19.7,26.1,0,1,194907
"18165",1949,7,1949-07-23,12.8,21.7,30.6,1.5,0,194907
"18166",1949,7,1949-07-24,10.6,17,23.3,0,9,194907
"18167",1949,7,1949-07-25,12.2,15.8,19.4,0,8,194907
"18168",1949,7,1949-07-26,12.2,17.2,22.2,0,7,194907
"18169",1949,7,1949-07-27,8.9,16.1,23.3,0,6,194907
"18170",1949,7,1949-07-28,10.6,19.5,28.3,0,5,194907
"18171",1949,7,1949-07-29,12.8,21.4,30,0,4,194907
"18172",1949,7,1949-07-30,10.6,21.4,32.2,0,3,194907
"18173",1949,7,1949-07-31,16.7,25,33.3,0,2,194907
"18174",1949,8,1949-08-01,13.9,23.1,32.2,0,1,194908
"18175",1949,8,1949-08-02,12.2,21.4,30.6,3,0,194908
"18176",1949,8,1949-08-03,17.2,23.9,30.6,0,3,194908
"18177",1949,8,1949-08-04,11.7,21.2,30.6,0,2,194908
"18178",1949,8,1949-08-05,15,22.5,30,0,1,194908
"18179",1949,8,1949-08-06,13.3,20.6,27.8,10.2,0,194908
"18180",1949,8,1949-08-07,10.6,16.2,21.7,4.8,0,194908
"18181",1949,8,1949-08-08,9.4,16.4,23.3,0,3,194908
"18182",1949,8,1949-08-09,11.7,19.8,27.8,0,2,194908
"18183",1949,8,1949-08-10,13.9,18.9,23.9,0,1,194908
"18184",1949,8,1949-08-11,13.3,19.7,26.1,8.1,0,194908
"18185",1949,8,1949-08-12,8.9,15,21.1,2.3,0,194908
"18186",1949,8,1949-08-13,7.2,15,22.8,0,7,194908
"18187",1949,8,1949-08-14,9.4,15.8,22.2,0,6,194908
"18188",1949,8,1949-08-15,14.4,20.3,26.1,0,5,194908
"18189",1949,8,1949-08-16,10.6,19.2,27.8,0,4,194908
"18190",1949,8,1949-08-17,10,18.1,26.1,0,3,194908
"18191",1949,8,1949-08-18,10,18.6,27.2,0,2,194908
"18192",1949,8,1949-08-19,12.2,19.7,27.2,0,1,194908
"18193",1949,8,1949-08-20,10,18.1,26.1,11.9,0,194908
"18194",1949,8,1949-08-21,14.4,18.9,23.3,0,2,194908
"18195",1949,8,1949-08-22,11.7,18.7,25.6,0,1,194908
"18196",1949,8,1949-08-23,8.3,15.8,23.3,3.6,0,194908
"18197",1949,8,1949-08-24,8.9,16.1,23.3,6.4,0,194908
"18198",1949,8,1949-08-25,10,16.1,22.2,1,0,194908
"18199",1949,8,1949-08-26,10,17.5,25,0,8,194908
"18200",1949,8,1949-08-27,10,18.1,26.1,0,7,194908
"18201",1949,8,1949-08-28,10.6,18.7,26.7,0,6,194908
"18202",1949,8,1949-08-29,10.6,20.3,30,0,5,194908
"18203",1949,8,1949-08-30,11.7,20,28.3,0,4,194908
"18204",1949,8,1949-08-31,10.6,18.9,27.2,0,3,194908
"18205",1949,9,1949-09-01,13.3,21.4,29.4,0,2,194909
"18206",1949,9,1949-09-02,11.1,20,28.9,0,1,194909
"18207",1949,9,1949-09-03,13.3,18.3,23.3,2.8,0,194909
"18208",1949,9,1949-09-04,9.4,16.9,24.4,13.7,0,194909
"18209",1949,9,1949-09-05,8.3,17.5,26.7,0,4,194909
"18210",1949,9,1949-09-06,8.3,17.5,26.7,0,3,194909
"18211",1949,9,1949-09-07,8.9,17.8,26.7,0,2,194909
"18212",1949,9,1949-09-08,8.9,18.1,27.2,0,1,194909
"18213",1949,9,1949-09-09,10.6,17.5,24.4,2.5,0,194909
"18214",1949,9,1949-09-10,5.6,13.1,20.6,0,4,194909
"18215",1949,9,1949-09-11,2.8,9.8,16.7,0,3,194909
"18216",1949,9,1949-09-12,3.3,12.8,22.2,0,2,194909
"18217",1949,9,1949-09-13,6.1,14.7,23.3,0,1,194909
"18218",1949,9,1949-09-14,7.2,12.8,18.3,2.3,0,194909
"18219",1949,9,1949-09-15,7.2,12.8,18.3,1.5,0,194909
"18220",1949,9,1949-09-16,8.9,12.5,16.1,0,2,194909
"18221",1949,9,1949-09-17,7.2,13.6,20,0,1,194909
"18222",1949,9,1949-09-18,10,15,20,7.6,0,194909
"18223",1949,9,1949-09-19,0.6,10.3,20,0,15,194909
"18224",1949,9,1949-09-20,3.9,10.9,17.8,0,14,194909
"18225",1949,9,1949-09-21,3.9,12,20,0,13,194909
"18226",1949,9,1949-09-22,7.2,13.9,20.6,0,12,194909
"18227",1949,9,1949-09-23,6.7,13.9,21.1,0,11,194909
"18228",1949,9,1949-09-24,7.2,14.5,21.7,0,10,194909
"18229",1949,9,1949-09-25,5,14.7,24.4,0,9,194909
"18230",1949,9,1949-09-26,4.4,12.5,20.6,0,8,194909
