"Year","DayOfYear","variable","value","Percentile_90","Temp_Higher","streak","Heatwave","daily_max_temp","station","Temp_Diff"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1903,"06-08","Max_Temp_Year",30.6,29.4,"Higher",5,"Heatwave",30.6,"Kelowna",NA
1903,"06-09","Max_Temp_Year",31.7,29.4,"Higher",5,"Heatwave",31.7,"Kelowna",NA
1903,"06-10","Max_Temp_Year",32.2,29.4,"Higher",5,"Heatwave",32.2,"Kelowna",NA
1903,"06-11","Max_Temp_Year",32.2,29.4,"Higher",5,"Heatwave",32.2,"Kelowna",NA
1903,"06-12","Max_Temp_Year",33.9,29.4,"Higher",5,"Heatwave",33.9,"Kelowna",NA
1903,"06-15","Max_Temp_Year",31.1,29.8,"Higher",3,"Heatwave",31.1,"Kelowna",NA
1903,"06-16","Max_Temp_Year",32.2,30,"Higher",3,"Heatwave",32.2,"Kelowna",NA
1903,"06-17","Max_Temp_Year",30.6,30,"Higher",3,"Heatwave",30.6,"Kelowna",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,"04-13","Max_Temp_Year",20.6,19.4,"Higher",3,"Heatwave",20.6,"Kelowna",NA
1904,"04-14","Max_Temp_Year",22.2,20,"Higher",3,"Heatwave",22.2,"Kelowna",NA
1904,"04-15","Max_Temp_Year",23.9,20,"Higher",3,"Heatwave",23.9,"Kelowna",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1905,"04-22","Max_Temp_Year",22.2,21.5,"Higher",5,"Heatwave",22.2,"Kelowna",NA
1905,"04-23","Max_Temp_Year",23.3,21.7,"Higher",5,"Heatwave",23.3,"Kelowna",NA
1905,"04-24","Max_Temp_Year",25,22.07,"Higher",5,"Heatwave",25,"Kelowna",NA
1905,"04-25","Max_Temp_Year",26.1,22.2,"Higher",5,"Heatwave",26.1,"Kelowna",NA
1905,"04-26","Max_Temp_Year",22.8,22.4,"Higher",5,"Heatwave",22.8,"Kelowna",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1905,"07-21","Max_Temp_Year",35,34.2,"Higher",4,"Heatwave",35,"Kelowna",NA
1905,"07-22","Max_Temp_Year",35,34.2,"Higher",4,"Heatwave",35,"Kelowna",NA
1905,"07-23","Max_Temp_Year",35.6,34.2,"Higher",4,"Heatwave",35.6,"Kelowna",NA
1905,"07-24","Max_Temp_Year",35.6,34.3,"Higher",4,"Heatwave",35.6,"Kelowna",NA
1905,"08-06","Max_Temp_Year",33.9,33.6,"Higher",4,"Heatwave",33.9,"Kelowna",NA
1905,"08-07","Max_Temp_Year",35.6,33.5,"Higher",4,"Heatwave",35.6,"Kelowna",NA
1905,"08-08","Max_Temp_Year",33.9,33.5,"Higher",4,"Heatwave",33.9,"Kelowna",NA
1905,"08-09","Max_Temp_Year",33.9,33.5,"Higher",4,"Heatwave",33.9,"Kelowna",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906,"04-05","Max_Temp_Year",20.6,17.8,"Higher",3,"Heatwave",20.6,"Kelowna",NA
1906,"04-06","Max_Temp_Year",21.7,18.2,"Higher",3,"Heatwave",21.7,"Kelowna",NA
1906,"04-07","Max_Temp_Year",20,18.3,"Higher",3,"Heatwave",20,"Kelowna",NA
1906,"04-29","Max_Temp_Year",25,23,"Higher",3,"Heatwave",25,"Kelowna",NA
1906,"04-30","Max_Temp_Year",26.1,23.3,"Higher",3,"Heatwave",26.1,"Kelowna",NA
1906,"05-01","Max_Temp_Year",26.7,23.9,"Higher",3,"Heatwave",26.7,"Kelowna",NA
1906,"05-09","Max_Temp_Year",27.8,25.5,"Higher",3,"Heatwave",27.8,"Kelowna",NA
1906,"05-10","Max_Temp_Year",27.2,25.5,"Higher",3,"Heatwave",27.2,"Kelowna",NA
1906,"05-11","Max_Temp_Year",26.7,25.6,"Higher",3,"Heatwave",26.7,"Kelowna",NA
1906,"07-03","Max_Temp_Year",33.3,32.2,"Higher",3,"Heatwave",33.3,"Kelowna",NA
1906,"07-04","Max_Temp_Year",34.4,32.5,"Higher",3,"Heatwave",34.4,"Kelowna",NA
1906,"07-05","Max_Temp_Year",35,32.8,"Higher",3,"Heatwave",35,"Kelowna",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1909,"06-09","Max_Temp_Year",30.6,29.4,"Higher",3,"Heatwave",30.6,"Kelowna",NA
1909,"06-10","Max_Temp_Year",33.3,29.4,"Higher",3,"Heatwave",33.3,"Kelowna",NA
1909,"06-11","Max_Temp_Year",30.6,29.4,"Higher",3,"Heatwave",30.6,"Kelowna",NA
1910,"04-23","Max_Temp_Year",22.8,21.7,"Higher",3,"Heatwave",22.8,"Kelowna",NA
1910,"04-24","Max_Temp_Year",27.2,22.07,"Higher",3,"Heatwave",27.2,"Kelowna",NA
1910,"04-25","Max_Temp_Year",26.7,22.2,"Higher",3,"Heatwave",26.7,"Kelowna",NA
1910,"05-05","Max_Temp_Year",25.6,24.4,"Higher",3,"Heatwave",25.6,"Kelowna",NA
1910,"05-06","Max_Temp_Year",25.6,24.7,"Higher",3,"Heatwave",25.6,"Kelowna",NA
1910,"05-07","Max_Temp_Year",26.7,25,"Higher",3,"Heatwave",26.7,"Kelowna",NA
1912,"06-23","Max_Temp_Year",31.7,30.77,"Higher",3,"Heatwave",31.7,"Kelowna",NA
1912,"06-24","Max_Temp_Year",32.8,31.1,"Higher",3,"Heatwave",32.8,"Kelowna",NA
1912,"06-25","Max_Temp_Year",33.3,31.1,"Higher",3,"Heatwave",33.3,"Kelowna",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,"10-03","Max_Temp_Year",22.8,22.2,"Higher",3,"Heatwave",22.8,"Kelowna",NA
1917,"10-04","Max_Temp_Year",22.2,21.7,"Higher",3,"Heatwave",22.2,"Kelowna",NA
1917,"10-05","Max_Temp_Year",21.7,21.5,"Higher",3,"Heatwave",21.7,"Kelowna",NA
1924,"05-09","Max_Temp_Year",26.7,25.5,"Higher",8,"Heatwave",26.7,"Kelowna",NA
1924,"05-10","Max_Temp_Year",27.2,25.5,"Higher",8,"Heatwave",27.2,"Kelowna",NA
1924,"05-11","Max_Temp_Year",28.9,25.6,"Higher",8,"Heatwave",28.9,"Kelowna",NA
1924,"05-12","Max_Temp_Year",27.8,25.6,"Higher",8,"Heatwave",27.8,"Kelowna",NA
1924,"05-13","Max_Temp_Year",28.9,25.6,"Higher",8,"Heatwave",28.9,"Kelowna",NA
1924,"05-14","Max_Temp_Year",26.7,26.1,"Higher",8,"Heatwave",26.7,"Kelowna",NA
1924,"05-15","Max_Temp_Year",28.9,26.1,"Higher",8,"Heatwave",28.9,"Kelowna",NA
1924,"05-16","Max_Temp_Year",27.8,26.7,"Higher",8,"Heatwave",27.8,"Kelowna",NA
1924,"07-02","Max_Temp_Year",36.1,32.2,"Higher",3,"Heatwave",36.1,"Kelowna",NA
1924,"07-03","Max_Temp_Year",36.7,32.2,"Higher",3,"Heatwave",36.7,"Kelowna",NA
1924,"07-04","Max_Temp_Year",35,32.5,"Higher",3,"Heatwave",35,"Kelowna",NA
1925,"06-24","Max_Temp_Year",32.2,31.1,"Higher",3,"Heatwave",32.2,"Kelowna",NA
1925,"06-25","Max_Temp_Year",32.2,31.1,"Higher",3,"Heatwave",32.2,"Kelowna",NA
1925,"06-26","Max_Temp_Year",33.9,31.23,"Higher",3,"Heatwave",33.9,"Kelowna",NA
1926,"06-24","Max_Temp_Year",31.7,31.1,"Higher",3,"Heatwave",31.7,"Kelowna",NA
1926,"06-25","Max_Temp_Year",32.8,31.1,"Higher",3,"Heatwave",32.8,"Kelowna",NA
1926,"06-26","Max_Temp_Year",33.3,31.23,"Higher",3,"Heatwave",33.3,"Kelowna",NA
1926,"07-03","Max_Temp_Year",32.8,32.2,"Higher",3,"Heatwave",32.8,"Kelowna",NA
1926,"07-04","Max_Temp_Year",35,32.5,"Higher",3,"Heatwave",35,"Kelowna",NA
1926,"07-05","Max_Temp_Year",36.7,32.8,"Higher",3,"Heatwave",36.7,"Kelowna",NA
1929,"07-29","Max_Temp_Year",35,34.1,"Higher",3,"Heatwave",35,"Kelowna",NA
1929,"07-30","Max_Temp_Year",35.6,34,"Higher",3,"Heatwave",35.6,"Kelowna",NA
1929,"07-31","Max_Temp_Year",34.4,33.9,"Higher",3,"Heatwave",34.4,"Kelowna",NA
1929,"10-13","Max_Temp_Year",19.4,18.9,"Higher",5,"Heatwave",19.4,"Kelowna",NA
1929,"10-14","Max_Temp_Year",21.1,18.3,"Higher",5,"Heatwave",21.1,"Kelowna",NA
1929,"10-15","Max_Temp_Year",22.8,18.06,"Higher",5,"Heatwave",22.8,"Kelowna",NA
1929,"10-16","Max_Temp_Year",18.3,17.6,"Higher",5,"Heatwave",18.3,"Kelowna",NA
1929,"10-17","Max_Temp_Year",18.3,17.2,"Higher",5,"Heatwave",18.3,"Kelowna",NA
1932,"04-12","Max_Temp_Year",20.6,19.4,"Higher",3,"Heatwave",20.6,"Kelowna",NA
1932,"04-13","Max_Temp_Year",23.3,19.4,"Higher",3,"Heatwave",23.3,"Kelowna",NA
1932,"04-14","Max_Temp_Year",25.6,20,"Higher",3,"Heatwave",25.6,"Kelowna",NA
1932,"06-11","Max_Temp_Year",30.6,29.4,"Higher",4,"Heatwave",30.6,"Kelowna",NA
1932,"06-12","Max_Temp_Year",32.2,29.4,"Higher",4,"Heatwave",32.2,"Kelowna",NA
1932,"06-13","Max_Temp_Year",30.6,29.4,"Higher",4,"Heatwave",30.6,"Kelowna",NA
1932,"06-14","Max_Temp_Year",30,29.8,"Higher",4,"Heatwave",30,"Kelowna",NA
1933,"06-13","Max_Temp_Year",30.6,29.4,"Higher",3,"Heatwave",30.6,"Kelowna",NA
1933,"06-14","Max_Temp_Year",33.9,29.8,"Higher",3,"Heatwave",33.9,"Kelowna",NA
1933,"06-15","Max_Temp_Year",31.7,29.8,"Higher",3,"Heatwave",31.7,"Kelowna",NA
1933,"08-14","Max_Temp_Year",34.4,32.91,"Higher",3,"Heatwave",34.4,"Kelowna",NA
1933,"08-15","Max_Temp_Year",34.4,32.8,"Higher",3,"Heatwave",34.4,"Kelowna",NA
1933,"08-16","Max_Temp_Year",34.4,32.6,"Higher",3,"Heatwave",34.4,"Kelowna",NA
1934,"04-19","Max_Temp_Year",22.2,20.7,"Higher",8,"Heatwave",22.2,"Kelowna",NA
1934,"04-20","Max_Temp_Year",23.3,21.1,"Higher",8,"Heatwave",23.3,"Kelowna",NA
1934,"04-21","Max_Temp_Year",23.9,21.1,"Higher",8,"Heatwave",23.9,"Kelowna",NA
1934,"04-22","Max_Temp_Year",25.6,21.5,"Higher",8,"Heatwave",25.6,"Kelowna",NA
1934,"04-23","Max_Temp_Year",27.8,21.7,"Higher",8,"Heatwave",27.8,"Kelowna",NA
1934,"04-24","Max_Temp_Year",25,22.07,"Higher",8,"Heatwave",25,"Kelowna",NA
1934,"04-25","Max_Temp_Year",25.6,22.2,"Higher",8,"Heatwave",25.6,"Kelowna",NA
1934,"04-26","Max_Temp_Year",25,22.4,"Higher",8,"Heatwave",25,"Kelowna",NA
1934,"05-27","Max_Temp_Year",30,27.9,"Higher",3,"Heatwave",30,"Kelowna",NA
1934,"05-28","Max_Temp_Year",30.6,28.2,"Higher",3,"Heatwave",30.6,"Kelowna",NA
1934,"05-29","Max_Temp_Year",28.9,28.3,"Higher",3,"Heatwave",28.9,"Kelowna",NA
1934,"06-08","Max_Temp_Year",30,29.4,"Higher",5,"Heatwave",30,"Kelowna",NA
1934,"06-09","Max_Temp_Year",30,29.4,"Higher",5,"Heatwave",30,"Kelowna",NA
1934,"06-10","Max_Temp_Year",32.2,29.4,"Higher",5,"Heatwave",32.2,"Kelowna",NA
1934,"06-11","Max_Temp_Year",31.1,29.4,"Higher",5,"Heatwave",31.1,"Kelowna",NA
1934,"06-12","Max_Temp_Year",31.1,29.4,"Higher",5,"Heatwave",31.1,"Kelowna",NA
1934,"07-26","Max_Temp_Year",34.4,34.3,"Higher",3,"Heatwave",34.4,"Kelowna",NA
1934,"07-27","Max_Temp_Year",38.3,34.2,"Higher",3,"Heatwave",38.3,"Kelowna",NA
1934,"07-28","Max_Temp_Year",37.2,34.1,"Higher",3,"Heatwave",37.2,"Kelowna",NA
1934,"10-09","Max_Temp_Year",24.4,20,"Higher",3,"Heatwave",24.4,"Kelowna",NA
1934,"10-10","Max_Temp_Year",21.7,19.4,"Higher",3,"Heatwave",21.7,"Kelowna",NA
1934,"10-11","Max_Temp_Year",21.1,19.26,"Higher",3,"Heatwave",21.1,"Kelowna",NA
1936,"04-19","Max_Temp_Year",21.1,20.7,"Higher",3,"Heatwave",21.1,"Kelowna",NA
1936,"04-20","Max_Temp_Year",21.7,21.1,"Higher",3,"Heatwave",21.7,"Kelowna",NA
1936,"04-21","Max_Temp_Year",22.2,21.1,"Higher",3,"Heatwave",22.2,"Kelowna",NA
1936,"05-25","Max_Temp_Year",28.9,27.8,"Higher",3,"Heatwave",28.9,"Kelowna",NA
1936,"05-26","Max_Temp_Year",29.4,27.8,"Higher",3,"Heatwave",29.4,"Kelowna",NA
1936,"05-27","Max_Temp_Year",29.4,27.9,"Higher",3,"Heatwave",29.4,"Kelowna",NA
1937,"06-01","Max_Temp_Year",30,28.7,"Higher",3,"Heatwave",30,"Kelowna",NA
1937,"06-02","Max_Temp_Year",30.6,28.75,"Higher",3,"Heatwave",30.6,"Kelowna",NA
1937,"06-03","Max_Temp_Year",29.4,28.9,"Higher",3,"Heatwave",29.4,"Kelowna",NA
1937,"09-12","Max_Temp_Year",29.4,27.7,"Higher",4,"Heatwave",29.4,"Kelowna",NA
1937,"09-13","Max_Temp_Year",28.3,27.4,"Higher",4,"Heatwave",28.3,"Kelowna",NA
1937,"09-14","Max_Temp_Year",29.4,27.2,"Higher",4,"Heatwave",29.4,"Kelowna",NA
1937,"09-15","Max_Temp_Year",27.2,26.7,"Higher",4,"Heatwave",27.2,"Kelowna",NA
1938,"05-22","Max_Temp_Year",27.8,27.2,"Higher",6,"Heatwave",27.8,"Kelowna",NA
1938,"05-23","Max_Temp_Year",28.9,27.2,"Higher",6,"Heatwave",28.9,"Kelowna",NA
1938,"05-24","Max_Temp_Year",29.4,27.5,"Higher",6,"Heatwave",29.4,"Kelowna",NA
1938,"05-25","Max_Temp_Year",30.6,27.8,"Higher",6,"Heatwave",30.6,"Kelowna",NA
1938,"05-26","Max_Temp_Year",31.7,27.8,"Higher",6,"Heatwave",31.7,"Kelowna",NA
1938,"05-27","Max_Temp_Year",29.4,27.9,"Higher",6,"Heatwave",29.4,"Kelowna",NA
1938,"06-20","Max_Temp_Year",30.6,30.4,"Higher",4,"Heatwave",30.6,"Kelowna",NA
1938,"06-21","Max_Temp_Year",35.6,30.6,"Higher",4,"Heatwave",35.6,"Kelowna",NA
1938,"06-22","Max_Temp_Year",31.1,30.6,"Higher",4,"Heatwave",31.1,"Kelowna",NA
1938,"06-23","Max_Temp_Year",33.9,30.77,"Higher",4,"Heatwave",33.9,"Kelowna",NA
1938,"07-13","Max_Temp_Year",33.9,33.3,"Higher",5,"Heatwave",33.9,"Kelowna",NA
1938,"07-14","Max_Temp_Year",33.9,33.35,"Higher",5,"Heatwave",33.9,"Kelowna",NA
1938,"07-15","Max_Temp_Year",33.9,33.7,"Higher",5,"Heatwave",33.9,"Kelowna",NA
1938,"07-16","Max_Temp_Year",36.1,33.9,"Higher",5,"Heatwave",36.1,"Kelowna",NA
1938,"07-17","Max_Temp_Year",34.4,33.9,"Higher",5,"Heatwave",34.4,"Kelowna",NA
1938,"07-20","Max_Temp_Year",34.4,34,"Higher",3,"Heatwave",34.4,"Kelowna",NA
1938,"07-21","Max_Temp_Year",34.4,34.2,"Higher",3,"Heatwave",34.4,"Kelowna",NA
1938,"07-22","Max_Temp_Year",36.1,34.2,"Higher",3,"Heatwave",36.1,"Kelowna",NA
1940,"04-11","Max_Temp_Year",20.6,19.4,"Higher",3,"Heatwave",20.6,"Kelowna",NA
1940,"04-12","Max_Temp_Year",21.7,19.4,"Higher",3,"Heatwave",21.7,"Kelowna",NA
1940,"04-13","Max_Temp_Year",20.6,19.4,"Higher",3,"Heatwave",20.6,"Kelowna",NA
1940,"05-21","Max_Temp_Year",28.3,27.2,"Higher",3,"Heatwave",28.3,"Kelowna",NA
1940,"05-22","Max_Temp_Year",30,27.2,"Higher",3,"Heatwave",30,"Kelowna",NA
1940,"05-23","Max_Temp_Year",28.9,27.2,"Higher",3,"Heatwave",28.9,"Kelowna",NA
1940,"09-09","Max_Temp_Year",30,28.3,"Higher",4,"Heatwave",30,"Kelowna",NA
1940,"09-10","Max_Temp_Year",28.3,28,"Higher",4,"Heatwave",28.3,"Kelowna",NA
1940,"09-11","Max_Temp_Year",29.4,27.8,"Higher",4,"Heatwave",29.4,"Kelowna",NA
1940,"09-12","Max_Temp_Year",27.8,27.7,"Higher",4,"Heatwave",27.8,"Kelowna",NA
1941,"04-26","Max_Temp_Year",23.3,22.4,"Higher",3,"Heatwave",23.3,"Kelowna",NA
1941,"04-27","Max_Temp_Year",23.3,22.8,"Higher",3,"Heatwave",23.3,"Kelowna",NA
1941,"04-28","Max_Temp_Year",23.9,22.8,"Higher",3,"Heatwave",23.9,"Kelowna",NA
1941,"07-14","Max_Temp_Year",35,33.35,"Higher",5,"Heatwave",35,"Kelowna",NA
1941,"07-15","Max_Temp_Year",36.7,33.7,"Higher",5,"Heatwave",36.7,"Kelowna",NA
1941,"07-16","Max_Temp_Year",37.2,33.9,"Higher",5,"Heatwave",37.2,"Kelowna",NA
1941,"07-17","Max_Temp_Year",38.9,33.9,"Higher",5,"Heatwave",38.9,"Kelowna",NA
1941,"07-18","Max_Temp_Year",35.6,33.9,"Higher",5,"Heatwave",35.6,"Kelowna",NA
1942,"06-30","Max_Temp_Year",32.8,31.8,"Higher",4,"Heatwave",32.8,"Kelowna",NA
1942,"07-01","Max_Temp_Year",32.2,32.14,"Higher",4,"Heatwave",32.2,"Kelowna",NA
1942,"07-02","Max_Temp_Year",35.6,32.2,"Higher",4,"Heatwave",35.6,"Kelowna",NA
1942,"07-03","Max_Temp_Year",33.9,32.2,"Higher",4,"Heatwave",33.9,"Kelowna",NA
1945,"07-10","Max_Temp_Year",34.4,33.02,"Higher",4,"Heatwave",34.4,"Kelowna",NA
1945,"07-11","Max_Temp_Year",34.4,33.1,"Higher",4,"Heatwave",34.4,"Kelowna",NA
1945,"07-12","Max_Temp_Year",35,33.21,"Higher",4,"Heatwave",35,"Kelowna",NA
1945,"07-13","Max_Temp_Year",35.6,33.3,"Higher",4,"Heatwave",35.6,"Kelowna",NA
1945,"10-10","Max_Temp_Year",20,19.4,"Higher",6,"Heatwave",20,"Kelowna",NA
1945,"10-11","Max_Temp_Year",21.1,19.26,"Higher",6,"Heatwave",21.1,"Kelowna",NA
1945,"10-12","Max_Temp_Year",19.4,18.9,"Higher",6,"Heatwave",19.4,"Kelowna",NA
1945,"10-13","Max_Temp_Year",21.7,18.9,"Higher",6,"Heatwave",21.7,"Kelowna",NA
1945,"10-14","Max_Temp_Year",21.1,18.3,"Higher",6,"Heatwave",21.1,"Kelowna",NA
1945,"10-15","Max_Temp_Year",20.6,18.06,"Higher",6,"Heatwave",20.6,"Kelowna",NA
1946,"05-07","Max_Temp_Year",25.6,25,"Higher",3,"Heatwave",25.6,"Kelowna",NA
1946,"05-08","Max_Temp_Year",26.7,25.1,"Higher",3,"Heatwave",26.7,"Kelowna",NA
1946,"05-09","Max_Temp_Year",26.1,25.5,"Higher",3,"Heatwave",26.1,"Kelowna",NA
1948,"06-05","Max_Temp_Year",30,28.9,"Higher",5,"Heatwave",30,"Kelowna",NA
1948,"06-06","Max_Temp_Year",31.7,28.9,"Higher",5,"Heatwave",31.7,"Kelowna",NA
1948,"06-07","Max_Temp_Year",31.7,29.2,"Higher",5,"Heatwave",31.7,"Kelowna",NA
1948,"06-08","Max_Temp_Year",32.8,29.4,"Higher",5,"Heatwave",32.8,"Kelowna",NA
1948,"06-09","Max_Temp_Year",31.1,29.4,"Higher",5,"Heatwave",31.1,"Kelowna",NA
1949,"05-08","Max_Temp_Year",27.2,25.1,"Higher",8,"Heatwave",27.2,"Kelowna",NA
1949,"05-09","Max_Temp_Year",26.7,25.5,"Higher",8,"Heatwave",26.7,"Kelowna",NA
1949,"05-10","Max_Temp_Year",29.4,25.5,"Higher",8,"Heatwave",29.4,"Kelowna",NA
1949,"05-11","Max_Temp_Year",27.2,25.6,"Higher",8,"Heatwave",27.2,"Kelowna",NA
1949,"05-12","Max_Temp_Year",31.1,25.6,"Higher",8,"Heatwave",31.1,"Kelowna",NA
1949,"05-13","Max_Temp_Year",30.6,25.6,"Higher",8,"Heatwave",30.6,"Kelowna",NA
1949,"05-14","Max_Temp_Year",28.9,26.1,"Higher",8,"Heatwave",28.9,"Kelowna",NA
1949,"05-15","Max_Temp_Year",28.9,26.1,"Higher",8,"Heatwave",28.9,"Kelowna",NA
1949,"06-04","Max_Temp_Year",29.4,28.9,"Higher",4,"Heatwave",29.4,"Kelowna",NA
1949,"06-05","Max_Temp_Year",31.1,28.9,"Higher",4,"Heatwave",31.1,"Kelowna",NA
1949,"06-06","Max_Temp_Year",32.8,28.9,"Higher",4,"Heatwave",32.8,"Kelowna",NA
1949,"06-07","Max_Temp_Year",30,29.2,"Higher",4,"Heatwave",30,"Kelowna",NA
1953,"10-29","Max_Temp_Year",16.1,14.4,"Higher",3,"Heatwave",16.1,"Kelowna",NA
1953,"10-30","Max_Temp_Year",15.6,14.1,"Higher",3,"Heatwave",15.6,"Kelowna",NA
1953,"10-31","Max_Temp_Year",20,13.9,"Higher",3,"Heatwave",20,"Kelowna",NA
1955,"06-10","Max_Temp_Year",32.8,29.4,"Higher",3,"Heatwave",32.8,"Kelowna",NA
1955,"06-11","Max_Temp_Year",33.9,29.4,"Higher",3,"Heatwave",33.9,"Kelowna",NA
1955,"06-12","Max_Temp_Year",32.2,29.4,"Higher",3,"Heatwave",32.2,"Kelowna",NA
1955,"09-04","Max_Temp_Year",30,29.04,"Higher",3,"Heatwave",30,"Kelowna",NA
1955,"09-05","Max_Temp_Year",29.4,28.9,"Higher",3,"Heatwave",29.4,"Kelowna",NA
1955,"09-06","Max_Temp_Year",29.4,28.6,"Higher",3,"Heatwave",29.4,"Kelowna",NA
1955,"09-08","Max_Temp_Year",30.6,28.3,"Higher",3,"Heatwave",30.6,"Kelowna",NA
1955,"09-09","Max_Temp_Year",31.1,28.3,"Higher",3,"Heatwave",31.1,"Kelowna",NA
1955,"09-10","Max_Temp_Year",28.3,28,"Higher",3,"Heatwave",28.3,"Kelowna",NA
1956,"04-13","Max_Temp_Year",20.6,19.4,"Higher",3,"Heatwave",20.6,"Kelowna",NA
1956,"04-14","Max_Temp_Year",20.6,20,"Higher",3,"Heatwave",20.6,"Kelowna",NA
1956,"04-15","Max_Temp_Year",21.7,20,"Higher",3,"Heatwave",21.7,"Kelowna",NA
1956,"05-17","Max_Temp_Year",27.2,26.7,"Higher",4,"Heatwave",27.2,"Kelowna",NA
1956,"05-18","Max_Temp_Year",27.2,26.7,"Higher",4,"Heatwave",27.2,"Kelowna",NA
1956,"05-19","Max_Temp_Year",27.8,26.7,"Higher",4,"Heatwave",27.8,"Kelowna",NA
1956,"05-20","Max_Temp_Year",27.8,26.7,"Higher",4,"Heatwave",27.8,"Kelowna",NA
1956,"07-21","Max_Temp_Year",35,34.2,"Higher",4,"Heatwave",35,"Kelowna",NA
1956,"07-22","Max_Temp_Year",34.4,34.2,"Higher",4,"Heatwave",34.4,"Kelowna",NA
1956,"07-23","Max_Temp_Year",34.4,34.2,"Higher",4,"Heatwave",34.4,"Kelowna",NA
1956,"07-24","Max_Temp_Year",36.7,34.3,"Higher",4,"Heatwave",36.7,"Kelowna",NA
1956,"08-20","Max_Temp_Year",33.9,31.7,"Higher",3,"Heatwave",33.9,"Kelowna",NA
1956,"08-21","Max_Temp_Year",32.8,31.5,"Higher",3,"Heatwave",32.8,"Kelowna",NA
1956,"08-22","Max_Temp_Year",32.8,31.2,"Higher",3,"Heatwave",32.8,"Kelowna",NA
1956,"09-15","Max_Temp_Year",28.3,26.7,"Higher",5,"Heatwave",28.3,"Kelowna",NA
1956,"09-16","Max_Temp_Year",27.8,26.7,"Higher",5,"Heatwave",27.8,"Kelowna",NA
1956,"09-17","Max_Temp_Year",29.4,26.4,"Higher",5,"Heatwave",29.4,"Kelowna",NA
1956,"09-18","Max_Temp_Year",26.7,26.1,"Higher",5,"Heatwave",26.7,"Kelowna",NA
1956,"09-19","Max_Temp_Year",27.2,25.9,"Higher",5,"Heatwave",27.2,"Kelowna",NA
1958,"05-20","Max_Temp_Year",27.8,26.7,"Higher",8,"Heatwave",27.8,"Kelowna",NA
1958,"05-21","Max_Temp_Year",30,27.2,"Higher",8,"Heatwave",30,"Kelowna",NA
1958,"05-22","Max_Temp_Year",30.6,27.2,"Higher",8,"Heatwave",30.6,"Kelowna",NA
1958,"05-23","Max_Temp_Year",32.2,27.2,"Higher",8,"Heatwave",32.2,"Kelowna",NA
1958,"05-24","Max_Temp_Year",31.1,27.5,"Higher",8,"Heatwave",31.1,"Kelowna",NA
1958,"05-25","Max_Temp_Year",32.8,27.8,"Higher",8,"Heatwave",32.8,"Kelowna",NA
1958,"05-26","Max_Temp_Year",32.8,27.8,"Higher",8,"Heatwave",32.8,"Kelowna",NA
1958,"05-27","Max_Temp_Year",33.9,27.9,"Higher",8,"Heatwave",33.9,"Kelowna",NA
1958,"06-17","Max_Temp_Year",31.7,30,"Higher",7,"Heatwave",31.7,"Kelowna",NA
1958,"06-18","Max_Temp_Year",32.8,30,"Higher",7,"Heatwave",32.8,"Kelowna",NA
1958,"06-19","Max_Temp_Year",31.7,30.2,"Higher",7,"Heatwave",31.7,"Kelowna",NA
1958,"06-20","Max_Temp_Year",32.2,30.4,"Higher",7,"Heatwave",32.2,"Kelowna",NA
1958,"06-21","Max_Temp_Year",31.7,30.6,"Higher",7,"Heatwave",31.7,"Kelowna",NA
1958,"06-22","Max_Temp_Year",35.6,30.6,"Higher",7,"Heatwave",35.6,"Kelowna",NA
1958,"06-23","Max_Temp_Year",35,30.77,"Higher",7,"Heatwave",35,"Kelowna",NA
1958,"08-19","Max_Temp_Year",32.2,31.7,"Higher",7,"Heatwave",32.2,"Kelowna",NA
1958,"08-20","Max_Temp_Year",32.2,31.7,"Higher",7,"Heatwave",32.2,"Kelowna",NA
1958,"08-21","Max_Temp_Year",33.3,31.5,"Higher",7,"Heatwave",33.3,"Kelowna",NA
1958,"08-22","Max_Temp_Year",34.4,31.2,"Higher",7,"Heatwave",34.4,"Kelowna",NA
1958,"08-23","Max_Temp_Year",33.3,31.1,"Higher",7,"Heatwave",33.3,"Kelowna",NA
1958,"08-24","Max_Temp_Year",33.9,31.1,"Higher",7,"Heatwave",33.9,"Kelowna",NA
