"LOCAL_DATE","x","y","TOTAL_PRECIPITATION","STATION_NAME","MAX_TEMPERATURE","MIN_TEMPERATURE","TOTAL_RAIN","MIN_REL_HUMIDITY","LOCAL_YEAR","LOCAL_MONTH","MEAN_TEMPERATURE"
1978-09-23,-122.678888888889,53.8908333333333,0,"Prince_George",13.3,0,0,NA,1978,9,6.7
1978-09-24,-122.678888888889,53.8908333333333,0.3,"Prince_George",10,1.2,0.3,NA,1978,9,5.6
1978-09-25,-122.678888888889,53.8908333333333,0,"Prince_George",12.8,1,0,NA,1978,9,6.9
1978-09-26,-122.678888888889,53.8908333333333,0,"Prince_George",9.7,-0.5,0,NA,1978,9,4.6
1978-09-27,-122.678888888889,53.8908333333333,0,"Prince_George",17.8,2.3,0,NA,1978,9,10.1
1978-09-28,-122.678888888889,53.8908333333333,1.5,"Prince_George",14.3,4.4,1.5,NA,1978,9,9.4
1978-09-29,-122.678888888889,53.8908333333333,0.8,"Prince_George",14.4,8.4,0.8,NA,1978,9,11.4
1978-09-30,-122.678888888889,53.8908333333333,5,"Prince_George",16.5,7.8,5,NA,1978,9,12.2
1978-10-01,-122.678888888889,53.8908333333333,0,"Prince_George",13.2,5.6,0,NA,1978,10,9.4
1978-10-02,-122.678888888889,53.8908333333333,2.7,"Prince_George",12,0,2.7,NA,1978,10,6
1978-10-03,-122.678888888889,53.8908333333333,0,"Prince_George",13.2,3.2,0,NA,1978,10,8.2
1978-10-04,-122.678888888889,53.8908333333333,0,"Prince_George",13.6,-0.7,0,NA,1978,10,6.5
1978-10-05,-122.678888888889,53.8908333333333,0,"Prince_George",15.1,3.9,0,NA,1978,10,9.5
1978-10-06,-122.678888888889,53.8908333333333,0,"Prince_George",18.5,0,0,NA,1978,10,9.3
1978-10-07,-122.678888888889,53.8908333333333,0,"Prince_George",18.2,4,0,NA,1978,10,11.1
1978-10-08,-122.678888888889,53.8908333333333,0,"Prince_George",18.8,2,0,NA,1978,10,10.4
1978-10-09,-122.678888888889,53.8908333333333,6.2,"Prince_George",16.5,7.1,6.2,NA,1978,10,11.8
1978-10-10,-122.678888888889,53.8908333333333,0.2,"Prince_George",13,5.2,0.2,NA,1978,10,9.1
1978-10-11,-122.678888888889,53.8908333333333,0.4,"Prince_George",10.5,3.1,0.4,NA,1978,10,6.8
1978-10-12,-122.678888888889,53.8908333333333,0,"Prince_George",9.9,-2,0,NA,1978,10,4
1978-10-13,-122.678888888889,53.8908333333333,4.1,"Prince_George",9.3,2.3,4.1,NA,1978,10,5.8
1978-10-14,-122.678888888889,53.8908333333333,0,"Prince_George",15,1.7,0,NA,1978,10,8.4
1978-10-15,-122.678888888889,53.8908333333333,0,"Prince_George",14.3,-2.1,0,NA,1978,10,6.1
1978-10-16,-122.678888888889,53.8908333333333,0,"Prince_George",13.8,5.7,0,NA,1978,10,9.8
1978-10-17,-122.678888888889,53.8908333333333,0,"Prince_George",16.3,4.9,0,NA,1978,10,10.6
1978-10-18,-122.678888888889,53.8908333333333,0,"Prince_George",17.6,9,0,NA,1978,10,13.3
1978-10-19,-122.678888888889,53.8908333333333,0,"Prince_George",15,8.2,0,NA,1978,10,11.6
1978-10-20,-122.678888888889,53.8908333333333,0,"Prince_George",9.3,0.3,0,NA,1978,10,4.8
1978-10-21,-122.678888888889,53.8908333333333,0,"Prince_George",8.3,-4.5,0,NA,1978,10,1.9
1978-10-22,-122.678888888889,53.8908333333333,24.8,"Prince_George",4.2,0.2,19.4,NA,1978,10,2.2
1978-10-23,-122.678888888889,53.8908333333333,2.8,"Prince_George",7.3,2,2.8,NA,1978,10,4.7
1978-10-24,-122.678888888889,53.8908333333333,0,"Prince_George",5.9,-1.5,0,NA,1978,10,2.2
1978-10-25,-122.678888888889,53.8908333333333,0,"Prince_George",7.4,1,0,NA,1978,10,4.2
1978-10-26,-122.678888888889,53.8908333333333,0,"Prince_George",8.8,-2.9,0,NA,1978,10,3
1978-10-27,-122.678888888889,53.8908333333333,0,"Prince_George",6.6,-5.5,0,NA,1978,10,0.6
1978-10-28,-122.678888888889,53.8908333333333,7.4,"Prince_George",1.3,-5.5,0,NA,1978,10,-2.1
1978-10-29,-122.678888888889,53.8908333333333,0,"Prince_George",0.2,-3.5,0,NA,1978,10,-1.7
1978-10-30,-122.678888888889,53.8908333333333,0,"Prince_George",4.2,-3.5,0,NA,1978,10,0.4
1978-10-31,-122.678888888889,53.8908333333333,0,"Prince_George",10.3,3.1,0,NA,1978,10,6.7
1978-11-01,-122.678888888889,53.8908333333333,0,"Prince_George",14.9,9.7,0,NA,1978,11,12.3
1978-11-02,-122.678888888889,53.8908333333333,0,"Prince_George",14.2,0.8,0,NA,1978,11,7.5
1978-11-03,-122.678888888889,53.8908333333333,0,"Prince_George",3,-5.3,0,NA,1978,11,-1.2
1978-11-04,-122.678888888889,53.8908333333333,0.6,"Prince_George",2.9,-3.9,0,NA,1978,11,-0.5
1978-11-05,-122.678888888889,53.8908333333333,0.7,"Prince_George",3.4,-1.6,0,NA,1978,11,0.9
1978-11-06,-122.678888888889,53.8908333333333,0,"Prince_George",9.5,2.7,0,NA,1978,11,6.1
1978-11-07,-122.678888888889,53.8908333333333,9.2,"Prince_George",8.6,0.7,9.2,NA,1978,11,4.7
1978-11-08,-122.678888888889,53.8908333333333,0,"Prince_George",2.5,-4.2,0,NA,1978,11,-0.9
1978-11-09,-122.678888888889,53.8908333333333,0,"Prince_George",-4,-11.8,0,NA,1978,11,-7.9
1978-11-10,-122.678888888889,53.8908333333333,0,"Prince_George",-5.3,-15.5,0,NA,1978,11,-10.4
1978-11-11,-122.678888888889,53.8908333333333,0,"Prince_George",-6.2,-15.1,0,NA,1978,11,-10.7
1978-11-12,-122.678888888889,53.8908333333333,0,"Prince_George",0.4,-10.9,0,NA,1978,11,-5.3
1978-11-13,-122.678888888889,53.8908333333333,0,"Prince_George",-6,-16.1,0,NA,1978,11,-11.1
1978-11-14,-122.678888888889,53.8908333333333,1.8,"Prince_George",-3.6,-11.1,0,NA,1978,11,-7.4
1978-11-15,-122.678888888889,53.8908333333333,0.4,"Prince_George",0.7,-5.4,0,NA,1978,11,-2.4
1978-11-16,-122.678888888889,53.8908333333333,12.2,"Prince_George",0.5,-12.1,0,NA,1978,11,-5.8
1978-11-17,-122.678888888889,53.8908333333333,4.1,"Prince_George",-11.7,-26,0,NA,1978,11,-18.9
1978-11-18,-122.678888888889,53.8908333333333,0,"Prince_George",-17.4,-32,0,NA,1978,11,-24.7
1978-11-19,-122.678888888889,53.8908333333333,0,"Prince_George",-13.4,-27.4,0,NA,1978,11,-20.4
1978-11-20,-122.678888888889,53.8908333333333,0,"Prince_George",-17,-26.2,0,NA,1978,11,-21.6
1978-11-21,-122.678888888889,53.8908333333333,0,"Prince_George",-17.3,-29.2,0,NA,1978,11,-23.3
1978-11-22,-122.678888888889,53.8908333333333,1.1,"Prince_George",-11.6,-23.1,0,NA,1978,11,-17.4
1978-11-23,-122.678888888889,53.8908333333333,0.2,"Prince_George",-0.9,-12.3,0,NA,1978,11,-6.6
1978-11-24,-122.678888888889,53.8908333333333,3.2,"Prince_George",-0.9,-2.4,0,NA,1978,11,-1.7
1978-11-25,-122.678888888889,53.8908333333333,0.7,"Prince_George",0.9,-1.3,0,NA,1978,11,-0.2
1978-11-26,-122.678888888889,53.8908333333333,0,"Prince_George",0.9,-3.7,0,NA,1978,11,-1.4
1978-11-27,-122.678888888889,53.8908333333333,3.3,"Prince_George",1.2,-1.2,0,NA,1978,11,0
1978-11-28,-122.678888888889,53.8908333333333,0,"Prince_George",3.3,-2.9,0,NA,1978,11,0.2
1978-11-29,-122.678888888889,53.8908333333333,0,"Prince_George",-0.7,-8,0,NA,1978,11,-4.4
1978-11-30,-122.678888888889,53.8908333333333,8.6,"Prince_George",-1.4,-5.8,0,NA,1978,11,-3.6
1978-12-01,-122.678888888889,53.8908333333333,0,"Prince_George",-2.7,-15.8,0,NA,1978,12,-9.3
1978-12-02,-122.678888888889,53.8908333333333,1.2,"Prince_George",-1.3,-12.7,0,NA,1978,12,-7
1978-12-03,-122.678888888889,53.8908333333333,1,"Prince_George",3.5,-6.9,0,NA,1978,12,-1.7
1978-12-04,-122.678888888889,53.8908333333333,0,"Prince_George",-1.7,-14.2,0,NA,1978,12,-8
1978-12-05,-122.678888888889,53.8908333333333,0,"Prince_George",-7.2,-17.2,0,NA,1978,12,-12.2
1978-12-06,-122.678888888889,53.8908333333333,0,"Prince_George",-13.4,-21.9,0,NA,1978,12,-17.7
1978-12-07,-122.678888888889,53.8908333333333,3,"Prince_George",-7.4,-20.8,0,NA,1978,12,-14.1
1978-12-08,-122.678888888889,53.8908333333333,4.5,"Prince_George",-3,-7.8,0,NA,1978,12,-5.4
1978-12-09,-122.678888888889,53.8908333333333,1.2,"Prince_George",-1.5,-5.3,0,NA,1978,12,-3.4
1978-12-10,-122.678888888889,53.8908333333333,7.9,"Prince_George",-3.5,-6.6,0,NA,1978,12,-5.1
1978-12-11,-122.678888888889,53.8908333333333,2.4,"Prince_George",-0.7,-7,0,NA,1978,12,-3.9
1978-12-12,-122.678888888889,53.8908333333333,0.2,"Prince_George",-4.2,-13,0,NA,1978,12,-8.6
1978-12-13,-122.678888888889,53.8908333333333,0,"Prince_George",-0.6,-5,0,NA,1978,12,-2.8
1978-12-14,-122.678888888889,53.8908333333333,3.2,"Prince_George",-0.6,-4.9,0,NA,1978,12,-2.8
1978-12-15,-122.678888888889,53.8908333333333,0,"Prince_George",-1.2,-6.2,0,NA,1978,12,-3.7
1978-12-16,-122.678888888889,53.8908333333333,0.7,"Prince_George",-1.7,-9.9,0,NA,1978,12,-5.8
1978-12-17,-122.678888888889,53.8908333333333,9.5,"Prince_George",-1.7,-14.1,0,NA,1978,12,-7.9
1978-12-18,-122.678888888889,53.8908333333333,0,"Prince_George",-14.1,-27.2,0,NA,1978,12,-20.7
1978-12-19,-122.678888888889,53.8908333333333,4.4,"Prince_George",-3.9,-18.5,0,NA,1978,12,-11.2
1978-12-20,-122.678888888889,53.8908333333333,0.6,"Prince_George",0.5,-4.1,0,NA,1978,12,-1.8
1978-12-21,-122.678888888889,53.8908333333333,0.6,"Prince_George",-2.5,-10,0,NA,1978,12,-6.3
1978-12-22,-122.678888888889,53.8908333333333,1.8,"Prince_George",-1.7,-13.7,0,NA,1978,12,-7.7
1978-12-23,-122.678888888889,53.8908333333333,5.6,"Prince_George",-1.2,-12.5,0,NA,1978,12,-6.9
1978-12-24,-122.678888888889,53.8908333333333,0,"Prince_George",-0.8,-9.4,0,NA,1978,12,-5.1
1978-12-25,-122.678888888889,53.8908333333333,0.2,"Prince_George",-2.9,-11.9,0,NA,1978,12,-7.4
1978-12-26,-122.678888888889,53.8908333333333,2.4,"Prince_George",-6.5,-10.1,0,NA,1978,12,-8.3
1978-12-27,-122.678888888889,53.8908333333333,0,"Prince_George",-9.4,-23.8,0,NA,1978,12,-16.6
1978-12-28,-122.678888888889,53.8908333333333,0,"Prince_George",-21.3,-35.2,0,NA,1978,12,-28.3
1978-12-29,-122.678888888889,53.8908333333333,0,"Prince_George",-27.1,-38.3,0,NA,1978,12,-32.7
1978-12-30,-122.678888888889,53.8908333333333,0,"Prince_George",-28.7,-40.5,0,NA,1978,12,-34.6
1978-12-31,-122.678888888889,53.8908333333333,0,"Prince_George",-34,-42.2,0,NA,1978,12,-38.1
1979-01-01,-122.678888888889,53.8908333333333,6.2,"Prince_George",-21.4,-37.8,0,NA,1979,1,-29.6
1979-01-02,-122.678888888889,53.8908333333333,2.4,"Prince_George",-18,-21.8,0,NA,1979,1,-19.9
1979-01-03,-122.678888888889,53.8908333333333,0,"Prince_George",-16.5,-31.1,0,NA,1979,1,-23.8
1979-01-04,-122.678888888889,53.8908333333333,0,"Prince_George",-22.3,-34.5,0,NA,1979,1,-28.4
1979-01-05,-122.678888888889,53.8908333333333,0,"Prince_George",-25.9,-35.6,0,NA,1979,1,-30.8
1979-01-06,-122.678888888889,53.8908333333333,0,"Prince_George",-25.7,-36.7,0,NA,1979,1,-31.2
1979-01-07,-122.678888888889,53.8908333333333,0,"Prince_George",-25.1,-35.2,0,NA,1979,1,-30.2
1979-01-08,-122.678888888889,53.8908333333333,0,"Prince_George",-24.5,-35.5,0,NA,1979,1,-30
1979-01-09,-122.678888888889,53.8908333333333,0,"Prince_George",-24.8,-35.8,0,NA,1979,1,-30.3
1979-01-10,-122.678888888889,53.8908333333333,0,"Prince_George",-20.1,-32.6,0,NA,1979,1,-26.4
1979-01-11,-122.678888888889,53.8908333333333,0,"Prince_George",-18.8,-23.6,0,NA,1979,1,-21.2
1979-01-12,-122.678888888889,53.8908333333333,0,"Prince_George",-15.6,-22.6,0,NA,1979,1,-19.1
1979-01-13,-122.678888888889,53.8908333333333,0,"Prince_George",-21.9,-36,0,NA,1979,1,-29
1979-01-14,-122.678888888889,53.8908333333333,0,"Prince_George",-26.9,-38.7,0,NA,1979,1,-32.8
1979-01-15,-122.678888888889,53.8908333333333,0,"Prince_George",-26.3,-41.2,0,NA,1979,1,-33.8
1979-01-16,-122.678888888889,53.8908333333333,1.1,"Prince_George",-8.7,-26.5,0,NA,1979,1,-17.6
1979-01-17,-122.678888888889,53.8908333333333,0.9,"Prince_George",-2,-9.2,0,NA,1979,1,-5.6
1979-01-18,-122.678888888889,53.8908333333333,1.8,"Prince_George",-2.3,-9.6,0,NA,1979,1,-6
1979-01-19,-122.678888888889,53.8908333333333,1.2,"Prince_George",-1.1,-8.7,0,NA,1979,1,-4.9
1979-01-20,-122.678888888889,53.8908333333333,5.6,"Prince_George",2.5,-8.7,0,NA,1979,1,-3.1
1979-01-21,-122.678888888889,53.8908333333333,0.4,"Prince_George",-3.1,-7.5,0,NA,1979,1,-5.3
1979-01-22,-122.678888888889,53.8908333333333,4.5,"Prince_George",-2.8,-6.3,0,NA,1979,1,-4.6
1979-01-23,-122.678888888889,53.8908333333333,0,"Prince_George",-0.5,-5.1,0,NA,1979,1,-2.8
1979-01-24,-122.678888888889,53.8908333333333,0,"Prince_George",-3,-12.6,0,NA,1979,1,-7.8
1979-01-25,-122.678888888889,53.8908333333333,0,"Prince_George",-6.9,-18.6,0,NA,1979,1,-12.8
1979-01-26,-122.678888888889,53.8908333333333,1.3,"Prince_George",-5.6,-11.7,0,NA,1979,1,-8.7
1979-01-27,-122.678888888889,53.8908333333333,0,"Prince_George",-5.7,-15,0,NA,1979,1,-10.4
1979-01-28,-122.678888888889,53.8908333333333,0,"Prince_George",-8.4,-12.7,0,NA,1979,1,-10.6
1979-01-29,-122.678888888889,53.8908333333333,0,"Prince_George",-7.1,-17.6,0,NA,1979,1,-12.4
1979-01-30,-122.678888888889,53.8908333333333,0.6,"Prince_George",-9.7,-17.7,0,NA,1979,1,-13.7
1979-01-31,-122.678888888889,53.8908333333333,0,"Prince_George",-15.6,-28.3,0,NA,1979,1,-22
1979-02-01,-122.678888888889,53.8908333333333,0,"Prince_George",-13.1,-26.7,0,NA,1979,2,-19.9
1979-02-02,-122.678888888889,53.8908333333333,10.6,"Prince_George",-6.5,-15,0.2,NA,1979,2,-10.8
1979-02-03,-122.678888888889,53.8908333333333,0,"Prince_George",-1.5,-9,0,NA,1979,2,-5.3
1979-02-04,-122.678888888889,53.8908333333333,8.3,"Prince_George",-0.1,-9.3,0,NA,1979,2,-4.7
1979-02-05,-122.678888888889,53.8908333333333,0,"Prince_George",3.6,-4.9,0,NA,1979,2,-0.7
1979-02-06,-122.678888888889,53.8908333333333,0.2,"Prince_George",3.3,-6.5,0,NA,1979,2,-1.6
1979-02-07,-122.678888888889,53.8908333333333,1.2,"Prince_George",-1.2,-18.4,0,NA,1979,2,-9.8
1979-02-08,-122.678888888889,53.8908333333333,19.3,"Prince_George",-7.6,-21.5,0,NA,1979,2,-14.6
1979-02-09,-122.678888888889,53.8908333333333,4.6,"Prince_George",-12.3,-17.3,0,NA,1979,2,-14.8
1979-02-10,-122.678888888889,53.8908333333333,1.4,"Prince_George",-15.8,-20.6,0,NA,1979,2,-18.2
1979-02-11,-122.678888888889,53.8908333333333,4.8,"Prince_George",-17.2,-20.4,0,NA,1979,2,-18.8
1979-02-12,-122.678888888889,53.8908333333333,9.9,"Prince_George",-19,-21.3,0,NA,1979,2,-20.2
1979-02-13,-122.678888888889,53.8908333333333,9.8,"Prince_George",-20.9,-30.4,0,NA,1979,2,-25.7
1979-02-14,-122.678888888889,53.8908333333333,0,"Prince_George",-24,-40.2,0,NA,1979,2,-32.1
1979-02-15,-122.678888888889,53.8908333333333,0,"Prince_George",-16.6,-28.5,0,NA,1979,2,-22.6
1979-02-16,-122.678888888889,53.8908333333333,0.4,"Prince_George",-8.2,-22.2,0,NA,1979,2,-15.2
1979-02-17,-122.678888888889,53.8908333333333,0,"Prince_George",-4,-18.8,0,NA,1979,2,-11.4
1979-02-18,-122.678888888889,53.8908333333333,0,"Prince_George",1.3,-7.4,0,NA,1979,2,-3.1
1979-02-19,-122.678888888889,53.8908333333333,2.9,"Prince_George",-4,-15.7,0,NA,1979,2,-9.9
1979-02-20,-122.678888888889,53.8908333333333,0,"Prince_George",1.2,-12.9,0,NA,1979,2,-5.9
1979-02-21,-122.678888888889,53.8908333333333,0,"Prince_George",-8,-15.5,0,NA,1979,2,-11.8
1979-02-22,-122.678888888889,53.8908333333333,0,"Prince_George",-13.3,-19.8,0,NA,1979,2,-16.6
1979-02-23,-122.678888888889,53.8908333333333,0,"Prince_George",-14.3,-20.6,0,NA,1979,2,-17.5
1979-02-24,-122.678888888889,53.8908333333333,2.1,"Prince_George",-9.6,-17,0,NA,1979,2,-13.3
1979-02-25,-122.678888888889,53.8908333333333,1.8,"Prince_George",2,-10,1,NA,1979,2,-4
1979-02-26,-122.678888888889,53.8908333333333,0,"Prince_George",-0.8,-17.2,0,NA,1979,2,-9
1979-02-27,-122.678888888889,53.8908333333333,4,"Prince_George",-2.6,-12.1,0,NA,1979,2,-7.4
1979-02-28,-122.678888888889,53.8908333333333,0,"Prince_George",-7.7,-13.2,0,NA,1979,2,-10.5
1979-03-01,-122.678888888889,53.8908333333333,1.5,"Prince_George",-3.6,-11.1,0,NA,1979,3,-7.4
1979-03-02,-122.678888888889,53.8908333333333,1.6,"Prince_George",3.4,-13.3,0.2,NA,1979,3,-5
1979-03-03,-122.678888888889,53.8908333333333,0.2,"Prince_George",4,-0.5,0,NA,1979,3,1.8
1979-03-04,-122.678888888889,53.8908333333333,0,"Prince_George",7.4,2,0,NA,1979,3,4.7
1979-03-05,-122.678888888889,53.8908333333333,1.2,"Prince_George",6.8,0.8,1.2,NA,1979,3,3.8
1979-03-06,-122.678888888889,53.8908333333333,6.4,"Prince_George",11.8,2.7,6.4,NA,1979,3,7.3
1979-03-07,-122.678888888889,53.8908333333333,0,"Prince_George",7.2,1.7,0,NA,1979,3,4.5
1979-03-08,-122.678888888889,53.8908333333333,0,"Prince_George",4.9,-6,0,NA,1979,3,-0.6
1979-03-09,-122.678888888889,53.8908333333333,0,"Prince_George",8.3,-7.5,0,NA,1979,3,0.4
1979-03-10,-122.678888888889,53.8908333333333,0,"Prince_George",10.3,-3.8,0,NA,1979,3,3.3
1979-03-11,-122.678888888889,53.8908333333333,3.7,"Prince_George",9,-2.4,3.5,NA,1979,3,3.3
1979-03-12,-122.678888888889,53.8908333333333,0,"Prince_George",7.7,-2.1,0,NA,1979,3,2.8
1979-03-13,-122.678888888889,53.8908333333333,0,"Prince_George",9.9,-4.6,0,NA,1979,3,2.7
1979-03-14,-122.678888888889,53.8908333333333,0,"Prince_George",14,-3.8,0,NA,1979,3,5.1
1979-03-15,-122.678888888889,53.8908333333333,0,"Prince_George",11.9,-1.1,0,NA,1979,3,5.4
1979-03-16,-122.678888888889,53.8908333333333,0,"Prince_George",4.8,-2.5,0,NA,1979,3,1.2
1979-03-17,-122.678888888889,53.8908333333333,0,"Prince_George",6.8,-3.7,0,NA,1979,3,1.6
1979-03-18,-122.678888888889,53.8908333333333,0,"Prince_George",9.3,-6.7,0,NA,1979,3,1.3
1979-03-19,-122.678888888889,53.8908333333333,0,"Prince_George",10.7,-4.7,0,NA,1979,3,3
1979-03-20,-122.678888888889,53.8908333333333,0,"Prince_George",10.7,-7.5,0,NA,1979,3,1.6
1979-03-21,-122.678888888889,53.8908333333333,0,"Prince_George",12.1,-4.9,0,NA,1979,3,3.6
1979-03-22,-122.678888888889,53.8908333333333,0,"Prince_George",12,-5,0,NA,1979,3,3.5
1979-03-23,-122.678888888889,53.8908333333333,0,"Prince_George",16,-2.5,0,NA,1979,3,6.8
1979-03-24,-122.678888888889,53.8908333333333,0,"Prince_George",10.1,-3.9,0,NA,1979,3,3.1
1979-03-25,-122.678888888889,53.8908333333333,0,"Prince_George",1.5,-9.5,0,NA,1979,3,-4
1979-03-26,-122.678888888889,53.8908333333333,0,"Prince_George",0.6,-6.7,0,NA,1979,3,-3.1
1979-03-27,-122.678888888889,53.8908333333333,0,"Prince_George",2.3,-10.4,0,NA,1979,3,-4.1
1979-03-28,-122.678888888889,53.8908333333333,0,"Prince_George",1.6,-4.6,0,NA,1979,3,-1.5
1979-03-29,-122.678888888889,53.8908333333333,1.2,"Prince_George",-1.4,-5.6,0,NA,1979,3,-3.5
1979-03-30,-122.678888888889,53.8908333333333,0,"Prince_George",2,-7.9,0,NA,1979,3,-3
1979-03-31,-122.678888888889,53.8908333333333,0,"Prince_George",-0.2,-6.3,0,NA,1979,3,-3.3
1979-04-01,-122.678888888889,53.8908333333333,0,"Prince_George",3,-6,0,NA,1979,4,-1.5
1979-04-02,-122.678888888889,53.8908333333333,0,"Prince_George",2.9,-5.3,0,NA,1979,4,-1.2
1979-04-03,-122.678888888889,53.8908333333333,0.3,"Prince_George",5.1,-2.6,0,NA,1979,4,1.3
1979-04-04,-122.678888888889,53.8908333333333,2.9,"Prince_George",3.2,-0.7,2.7,NA,1979,4,1.3
1979-04-05,-122.678888888889,53.8908333333333,9.6,"Prince_George",5.7,2.3,9.6,NA,1979,4,4
1979-04-06,-122.678888888889,53.8908333333333,0.4,"Prince_George",5.7,-1.8,0.4,NA,1979,4,2
1979-04-07,-122.678888888889,53.8908333333333,0,"Prince_George",8.2,-2,0,NA,1979,4,3.1
1979-04-08,-122.678888888889,53.8908333333333,1.8,"Prince_George",6.1,-0.4,1.1,NA,1979,4,2.9
1979-04-09,-122.678888888889,53.8908333333333,0,"Prince_George",8.5,-2,0,NA,1979,4,3.3
1979-04-10,-122.678888888889,53.8908333333333,0,"Prince_George",5.3,-3.5,0,NA,1979,4,0.9
1979-04-11,-122.678888888889,53.8908333333333,0.2,"Prince_George",7.5,0.1,0,NA,1979,4,3.8
1979-04-12,-122.678888888889,53.8908333333333,0,"Prince_George",6.8,-2.5,0,NA,1979,4,2.2
1979-04-13,-122.678888888889,53.8908333333333,1.4,"Prince_George",2.6,-1.4,0,NA,1979,4,0.6
1979-04-14,-122.678888888889,53.8908333333333,0,"Prince_George",5.6,-2.2,0,NA,1979,4,1.7
1979-04-15,-122.678888888889,53.8908333333333,0,"Prince_George",7.5,-5.4,0,NA,1979,4,1.1
1979-04-16,-122.678888888889,53.8908333333333,0,"Prince_George",9.9,-4.5,0,NA,1979,4,2.7
1979-04-17,-122.678888888889,53.8908333333333,1,"Prince_George",4.3,0.8,0.6,NA,1979,4,2.6
1979-04-18,-122.678888888889,53.8908333333333,0.7,"Prince_George",3.9,-2.8,0,NA,1979,4,0.6
1979-04-19,-122.678888888889,53.8908333333333,0,"Prince_George",7.4,-4.5,0,NA,1979,4,1.5
1979-04-20,-122.678888888889,53.8908333333333,0,"Prince_George",9.7,-1.4,0,NA,1979,4,4.2
1979-04-21,-122.678888888889,53.8908333333333,0,"Prince_George",12.7,-2.1,0,NA,1979,4,5.3
1979-04-22,-122.678888888889,53.8908333333333,0,"Prince_George",12.4,0.6,0,NA,1979,4,6.5
1979-04-23,-122.678888888889,53.8908333333333,0,"Prince_George",13.7,-2.8,0,NA,1979,4,5.5
1979-04-24,-122.678888888889,53.8908333333333,0,"Prince_George",17.1,-0.9,0,NA,1979,4,8.1
1979-04-25,-122.678888888889,53.8908333333333,0,"Prince_George",17.4,1.2,0,NA,1979,4,9.3
1979-04-26,-122.678888888889,53.8908333333333,0,"Prince_George",19.5,-0.8,0,NA,1979,4,9.4
1979-04-27,-122.678888888889,53.8908333333333,0,"Prince_George",20.3,0.4,0,NA,1979,4,10.4
1979-04-28,-122.678888888889,53.8908333333333,0,"Prince_George",20.2,-2.3,0,NA,1979,4,9
1979-04-29,-122.678888888889,53.8908333333333,0,"Prince_George",23.1,-0.3,0,NA,1979,4,11.4
1979-04-30,-122.678888888889,53.8908333333333,0,"Prince_George",19.4,3.9,0,NA,1979,4,11.7
1979-05-01,-122.678888888889,53.8908333333333,0,"Prince_George",13.4,1.7,0,NA,1979,5,7.6
1979-05-02,-122.678888888889,53.8908333333333,0,"Prince_George",12.2,4.4,0,NA,1979,5,8.3
1979-05-03,-122.678888888889,53.8908333333333,0.5,"Prince_George",12.5,3.8,0.5,NA,1979,5,8.2
1979-05-04,-122.678888888889,53.8908333333333,20.8,"Prince_George",10,3.1,20.8,NA,1979,5,6.6
1979-05-05,-122.678888888889,53.8908333333333,0,"Prince_George",12.3,0.5,0,NA,1979,5,6.4
1979-05-06,-122.678888888889,53.8908333333333,0.2,"Prince_George",8.2,1.5,0.2,NA,1979,5,4.9
1979-05-07,-122.678888888889,53.8908333333333,0,"Prince_George",13.5,2.8,0,NA,1979,5,8.2
1979-05-08,-122.678888888889,53.8908333333333,2.2,"Prince_George",13,1.3,2.2,NA,1979,5,7.2
1979-05-09,-122.678888888889,53.8908333333333,0.4,"Prince_George",12,2,0.4,NA,1979,5,7
1979-05-10,-122.678888888889,53.8908333333333,2.1,"Prince_George",14.7,-1,2.1,NA,1979,5,6.9
1979-05-11,-122.678888888889,53.8908333333333,0,"Prince_George",13.7,2.3,0,NA,1979,5,8
1979-05-12,-122.678888888889,53.8908333333333,0,"Prince_George",12.4,-0.3,0,NA,1979,5,6.1
1979-05-13,-122.678888888889,53.8908333333333,0,"Prince_George",12.7,2.3,0,NA,1979,5,7.5
1979-05-14,-122.678888888889,53.8908333333333,0,"Prince_George",13.8,-2.8,0,NA,1979,5,5.5
1979-05-15,-122.678888888889,53.8908333333333,6.8,"Prince_George",9.7,5.7,6.8,NA,1979,5,7.7
1979-05-16,-122.678888888889,53.8908333333333,1.7,"Prince_George",11.2,4.8,1.7,NA,1979,5,8
1979-05-17,-122.678888888889,53.8908333333333,2.8,"Prince_George",12.6,3.4,2.8,NA,1979,5,8
1979-05-18,-122.678888888889,53.8908333333333,0.9,"Prince_George",12.5,3.5,0.5,NA,1979,5,8
1979-05-19,-122.678888888889,53.8908333333333,0,"Prince_George",14.7,2.9,0,NA,1979,5,8.8
1979-05-20,-122.678888888889,53.8908333333333,5.5,"Prince_George",9.9,1,5.5,NA,1979,5,5.5
1979-05-21,-122.678888888889,53.8908333333333,0,"Prince_George",17.1,4.1,0,NA,1979,5,10.6
1979-05-22,-122.678888888889,53.8908333333333,0,"Prince_George",24.7,1.3,0,NA,1979,5,13
1979-05-23,-122.678888888889,53.8908333333333,10.7,"Prince_George",20.6,10.2,10.7,NA,1979,5,15.4
1979-05-24,-122.678888888889,53.8908333333333,0.2,"Prince_George",14.9,8.3,0.2,NA,1979,5,11.6
1979-05-25,-122.678888888889,53.8908333333333,0.6,"Prince_George",17.6,6.8,0.6,NA,1979,5,12.2
1979-05-26,-122.678888888889,53.8908333333333,10.6,"Prince_George",16,7.2,10.6,NA,1979,5,11.6
1979-05-27,-122.678888888889,53.8908333333333,1,"Prince_George",12,2.4,0.4,NA,1979,5,7.2
