"begin","end","starttemp","endtemp","avgexc","year","month","station"
"2023-06-24","2023-06-28",27.3,29,1.396,2023,6,"Prince_George"
"2023-07-05","2023-07-10",27.8,28.3,2.177,2023,7,"Prince_George"
"2023-08-27","2023-08-29",28.2,26.6,3.35,2023,8,"Prince_George"
"2023-10-07","2023-10-09",22.7,21.8,4.043,2023,10,"Prince_George"
"2023-10-13","2023-10-15",18.3,18,2.53,2023,10,"Prince_George"
"2023-12-28","2023-12-31",8.7,5.4,4.175,2023,12,"Prince_George"
"2024-01-27","2024-02-02",6.7,9.5,5.18,2024,1,"Prince_George"
"2024-03-15","2024-03-19",16.5,11.5,5.82,2024,3,"Prince_George"
"1940-03-28","1940-04-01",15,12.8,1.84,1940,3,"FortNelson"
"1940-04-17","1940-04-21",15.6,17.8,1.156,1940,4,"FortNelson"
"1940-09-22","1940-09-25",25,25,3.32,1940,9,"FortNelson"
"1941-03-09","1941-03-12",9.4,8.9,1.245,1941,3,"FortNelson"
"1941-05-30","1941-07-01",25.6,28.9,1.66,1941,5,"FortNelson"
"1941-07-14","1941-07-18",32.2,30.6,4.854,1941,7,"FortNelson"
"1942-06-03","1942-06-07",27.8,29.4,3.778,1942,6,"FortNelson"
"1942-09-03","1942-09-05",26.7,25,3.827,1942,9,"FortNelson"
"1943-01-07","1943-01-10",7.2,-3.3,7.79,1943,1,"FortNelson"
"1943-02-18","1943-02-22",9.4,5,2.768,1943,2,"FortNelson"
"1943-02-24","1943-02-26",7.8,13.3,6.233,1943,2,"FortNelson"
"1943-04-17","1943-04-19",18.3,19.4,2.897,1943,4,"FortNelson"
"1943-11-15","1943-11-17",0.6,4.4,2.373,1943,11,"FortNelson"
"1943-11-20","1943-11-24",9.4,0,7.282,1943,11,"FortNelson"
"1943-11-26","1943-11-28",7.8,2.8,8.73,1943,11,"FortNelson"
"1943-12-06","1943-12-11",-1.1,2.8,7.315,1943,12,"FortNelson"
"1943-12-15","1943-12-18",7.2,2.8,9.69,1943,12,"FortNelson"
"1944-03-28","1944-03-30",14.4,16.1,4.033,1944,3,"FortNelson"
"1944-04-07","1944-04-10",13.9,14.4,1.117,1944,4,"FortNelson"
"1944-04-21","1944-04-23",20.6,18.3,2.627,1944,4,"FortNelson"
"1944-05-13","1944-05-15",23.3,25.6,1.423,1944,5,"FortNelson"
"1944-09-05","1944-09-09",24.4,29.4,2.456,1944,9,"FortNelson"
"1944-10-11","1944-10-13",17.8,18.9,1.613,1944,10,"FortNelson"
"1944-12-12","1944-12-15",-5,0,4.977,1944,12,"FortNelson"
"1944-12-18","1944-12-21",-3.3,-3.3,2.67,1944,12,"FortNelson"
"1945-08-12","1945-08-14",28.9,29.4,2.357,1945,8,"FortNelson"
"1946-08-28","1946-08-30",26.1,27.2,3.997,1946,8,"FortNelson"
"1947-01-03","1947-01-07",0.6,4.4,7.544,1947,1,"FortNelson"
"1947-03-15","1947-03-17",12.2,13.3,3.333,1947,3,"FortNelson"
"1947-03-19","1947-03-21",12.8,10,4.357,1947,3,"FortNelson"
"1947-07-25","1947-07-27",29.4,28.9,0.927,1947,7,"FortNelson"
"1947-09-29","1947-10-01",21.1,20,2.953,1947,9,"FortNelson"
"1947-10-24","1947-10-26",13.9,12.2,3.53,1947,10,"FortNelson"
"1947-11-22","1947-11-24",0,0,4.65,1947,11,"FortNelson"
"1947-12-23","1947-12-25",-4.4,-4.4,3.597,1947,12,"FortNelson"
"1948-01-16","1948-01-19",4.4,4.4,8.017,1948,1,"FortNelson"
"1948-05-19","1948-05-23",24.4,24.4,2.176,1948,5,"FortNelson"
"1948-05-28","1948-05-30",27.8,31.7,4.993,1948,5,"FortNelson"
"1948-06-10","1948-06-12",27.8,29.4,1.8,1948,6,"FortNelson"
"1948-07-15","1948-07-17",28.9,28.9,1.157,1948,7,"FortNelson"
"1948-08-14","1948-08-17",28.3,27.8,1.437,1948,8,"FortNelson"
"1948-11-08","1948-11-13",5,3.9,3.088,1948,11,"FortNelson"
"1949-01-04","1949-01-06",-2.8,-2.2,5.907,1949,1,"FortNelson"
"1949-03-04","1949-03-06",9.4,8.9,3.797,1949,3,"FortNelson"
"1949-03-22","1949-03-24",10,10,0.49,1949,3,"FortNelson"
"1949-04-17","1949-04-19",16.1,17.8,0.897,1949,4,"FortNelson"
"1949-07-09","1949-07-13",28.3,30,1.216,1949,7,"FortNelson"
"1949-08-27","1949-08-31",25.6,25.6,2.218,1949,8,"FortNelson"
"1949-09-04","1949-09-07",23.3,22.8,2.72,1949,9,"FortNelson"
"1949-09-26","1949-09-28",23.3,20.6,2.953,1949,9,"FortNelson"
"1949-11-02","1949-11-04",6.7,7.2,2.38,1949,11,"FortNelson"
"1949-11-13","1949-11-15",2.2,1.1,1.847,1949,11,"FortNelson"
"1950-06-16","1950-06-19",31.1,32.2,6.015,1950,6,"FortNelson"
"1950-07-22","1950-07-25",28.9,30,2.392,1950,7,"FortNelson"
"1950-08-19","1950-08-21",28.3,29.4,2.067,1950,8,"FortNelson"
"1950-09-09","1950-09-13",23.3,26.1,2.414,1950,9,"FortNelson"
"1951-09-02","1951-09-06",23.3,27.2,3.856,1951,9,"FortNelson"
"1951-09-14","1951-09-16",25,27.8,4.29,1951,9,"FortNelson"
"1951-10-06","1951-10-08",18.9,21.1,2.087,1951,10,"FortNelson"
"1952-07-29","1952-07-31",29.4,30.6,1.19,1952,7,"FortNelson"
"1952-10-19","1952-10-22",17.2,17.8,5.87,1952,10,"FortNelson"
"1952-11-18","1952-11-23",6.7,1.7,7.313,1952,11,"FortNelson"
"1952-12-13","1952-12-15",1.7,-4.4,5.08,1952,12,"FortNelson"
"1953-02-21","1953-02-25",7.8,8.9,2.214,1953,2,"FortNelson"
"1953-07-07","1953-07-09",30.6,28.9,2.933,1953,7,"FortNelson"
"1953-08-04","1953-08-07",31.7,31.1,2.415,1953,8,"FortNelson"
"1953-10-20","1953-10-23",12.8,14.4,3.375,1953,10,"FortNelson"
"1954-01-30","1954-02-09",-1.7,-1.1,6.04,1954,1,"FortNelson"
"1954-11-20","1954-11-22",1.7,7.2,6.04,1954,11,"FortNelson"
"1954-12-16","1954-12-22",-5.6,0.6,5.467,1954,12,"FortNelson"
"1955-06-21","1955-06-26",30,28.9,4.282,1955,6,"FortNelson"
"1955-08-28","1955-08-30",25.6,28.3,4.397,1955,8,"FortNelson"
"1955-09-11","1955-09-13",23.9,23.3,1.063,1955,9,"FortNelson"
"1956-08-24","1956-08-26",26.1,27.2,0.987,1956,8,"FortNelson"
"1956-11-22","1956-11-28",7.2,-0.6,6.763,1956,11,"FortNelson"
"1957-01-26","1957-01-28",3.3,-3.3,3.83,1957,1,"FortNelson"
"1957-03-17","1957-03-19",9.4,8.9,1.093,1957,3,"FortNelson"
"1957-08-28","1957-08-31",24.4,25.6,2.197,1957,8,"FortNelson"
"1957-11-02","1957-11-05",13.9,9.4,3.985,1957,11,"FortNelson"
"1958-05-22","1958-05-24",25,25,0.96,1958,5,"FortNelson"
"1958-06-22","1958-06-24",29.4,28.9,2.497,1958,6,"FortNelson"
"1959-04-08","1959-04-11",17.2,18.3,5.117,1959,4,"FortNelson"
"1959-05-13","1959-05-15",25,26.7,4.023,1959,5,"FortNelson"
"1959-07-09","1959-07-11",30.6,30,2.697,1959,7,"FortNelson"
"1959-11-24","1959-11-30",1.1,-2.8,1.18,1959,11,"FortNelson"
"1960-09-11","1960-09-13",26.7,25.6,4.23,1960,9,"FortNelson"
"1961-05-17","1961-05-19",26.1,25.6,2.76,1961,5,"FortNelson"
"1961-08-11","1961-08-14",29.4,30,1.767,1961,8,"FortNelson"
"1961-08-19","1961-08-21",28.9,27.8,2.867,1961,8,"FortNelson"
"1961-09-12","1961-09-15",23.3,23.9,2.145,1961,9,"FortNelson"
"1962-10-25","1962-10-29",10,9.4,3.034,1962,10,"FortNelson"
"1963-03-04","1963-03-08",8.3,8.3,0.972,1963,3,"FortNelson"
"1963-05-20","1963-05-22",24.4,27.8,2.33,1963,5,"FortNelson"
"1963-07-01","1963-07-03",28.3,28.3,1.63,1963,7,"FortNelson"
"1963-09-28","1963-10-01",21.7,18.9,1.69,1963,9,"FortNelson"
"1963-12-05","1963-12-07",-2.2,-1.7,1.793,1963,12,"FortNelson"
"1963-12-30","1964-01-01",-3.9,0,5.513,1963,12,"FortNelson"
"1964-02-06","1964-02-08",7.2,3.3,7.59,1964,2,"FortNelson"
"1964-06-01","1964-06-03",26.7,26.7,0.763,1964,6,"FortNelson"
"1964-07-07","1964-07-09",28.9,30.6,2.733,1964,7,"FortNelson"
"1964-10-06","1964-10-09",18.9,20,2.54,1964,10,"FortNelson"
"1964-12-06","1964-12-09",0.6,-2.8,5.987,1964,12,"FortNelson"
"1965-03-04","1965-03-07",7.8,11.7,2.515,1965,3,"FortNelson"
"1965-03-09","1965-03-13",13.3,10,3.832,1965,3,"FortNelson"
"1965-07-28","1965-08-02",28.9,30,1.072,1965,7,"FortNelson"
"1966-03-26","1966-03-29",14.4,17.8,3.565,1966,3,"FortNelson"
"1966-05-05","1966-05-08",23.3,26.7,6.222,1966,5,"FortNelson"
"1966-07-13","1966-07-15",28.9,28.9,0.73,1966,7,"FortNelson"
"1966-09-13","1966-09-15",25,25,2.86,1966,9,"FortNelson"
"1967-06-23","1967-06-25",27.8,28.3,1.997,1967,6,"FortNelson"
"1967-08-29","1967-08-31",27.8,24.4,3.867,1967,8,"FortNelson"
"1967-09-14","1967-09-17",22.8,24.4,3.087,1967,9,"FortNelson"
"1967-11-15","1967-11-17",1.7,4.4,4.24,1967,11,"FortNelson"
"1967-11-19","1967-11-24",2.8,2.8,5.265,1967,11,"FortNelson"
"1967-12-14","1967-12-16",-4.4,0,2.757,1967,12,"FortNelson"
"1968-02-09","1968-02-12",0.6,0.6,2.365,1968,2,"FortNelson"
"1968-02-29","1968-03-02",15,12.2,5.787,1968,2,"FortNelson"
"1968-05-18","1968-05-20",25.6,26.7,3.03,1968,5,"FortNelson"
"1969-04-08","1969-04-10",14.4,15,0.89,1969,4,"FortNelson"
"1969-06-14","1969-06-17",28.9,28.9,3.112,1969,6,"FortNelson"
"1969-11-01","1969-11-03",13.3,9.4,7.347,1969,11,"FortNelson"
"1969-11-29","1969-12-02",7.2,-2.8,4.395,1969,11,"FortNelson"
"1969-12-29","1970-01-03",2.8,-2.2,7.69,1969,12,"FortNelson"
"1970-06-01","1970-06-03",27.2,32.2,2.763,1970,6,"FortNelson"
"1971-05-11","1971-05-13",28.3,25,5.72,1971,5,"FortNelson"
"1971-06-18","1971-06-20",27.2,27.2,0.7,1971,6,"FortNelson"
"1971-07-18","1971-07-20",30,28.3,0.863,1971,7,"FortNelson"
"1971-07-31","1971-08-02",30.6,31.1,2.657,1971,7,"FortNelson"
"1972-01-28","1972-01-30",-3.3,2.2,4.13,1972,1,"FortNelson"
"1972-05-07","1972-05-09",22.2,23.9,1.693,1972,5,"FortNelson"
"1972-05-27","1972-05-29",27.2,30,3.363,1972,5,"FortNelson"
"1972-12-08","1972-12-10",-1.7,-1.7,2.13,1972,12,"FortNelson"
"1973-05-01","1973-05-03",20.6,22.2,1.383,1973,5,"FortNelson"
"1973-05-13","1973-05-15",25.6,27.2,3.857,1973,5,"FortNelson"
"1974-09-21","1974-09-23",23.9,22.2,1.093,1974,9,"FortNelson"
"1975-05-09","1975-05-11",23.3,25.6,2.82,1975,5,"FortNelson"
"1975-07-01","1975-07-04",31.1,28.3,1.997,1975,7,"FortNelson"
"1975-07-09","1975-07-12",30,28.9,2.07,1975,7,"FortNelson"
"1975-09-19","1975-09-23",26.1,25,3.676,1975,9,"FortNelson"
"1976-01-30","1976-02-02",6.1,0,6.745,1976,1,"FortNelson"
"1976-02-06","1976-02-08",8.3,-0.6,4.623,1976,2,"FortNelson"
"1976-04-27","1976-05-02",21.7,23.3,3.625,1976,4,"FortNelson"
"1976-09-19","1976-09-21",25.6,23.3,3,1976,9,"FortNelson"
"1976-09-24","1976-09-28",21.7,22.2,2.072,1976,9,"FortNelson"
"1976-11-12","1976-11-17",1.7,2.2,2.412,1976,11,"FortNelson"
"1977-01-21","1977-01-26",-3.6,8.2,7.997,1977,1,"FortNelson"
"1977-02-07","1977-02-09",0,1.1,2.457,1977,2,"FortNelson"
"1977-04-03","1977-04-05",16,16.3,3.7,1977,4,"FortNelson"
"1977-04-22","1977-04-26",17.7,19.2,4.172,1977,4,"FortNelson"
"1977-10-15","1977-10-17",18.4,17.2,2.463,1977,10,"FortNelson"
"1978-02-19","1978-02-21",6.3,5.4,2.73,1978,2,"FortNelson"
"1979-03-18","1979-03-20",9,12.3,2.357,1979,3,"FortNelson"
"1979-07-16","1979-07-18",28.2,30,0.993,1979,7,"FortNelson"
"1979-08-13","1979-08-17",28.5,29.3,2.23,1979,8,"FortNelson"
"1979-11-10","1979-11-12",6.6,4.1,3.777,1979,11,"FortNelson"
"1979-11-14","1979-11-18",0.9,3.7,3.096,1979,11,"FortNelson"
"1979-11-20","1979-11-22",11.5,6.4,9.407,1979,11,"FortNelson"
"1980-04-01","1980-04-03",12.1,14.8,2.233,1980,4,"FortNelson"
"1980-04-14","1980-04-16",17.7,17.9,3.067,1980,4,"FortNelson"
"1980-05-09","1980-05-15",22.4,23,1.776,1980,5,"FortNelson"
"1980-11-26","1980-11-28",2,3,5.23,1980,11,"FortNelson"
"1981-01-19","1981-01-24",10.7,4.7,8.27,1981,1,"FortNelson"
"1981-03-08","1981-03-17",9.3,9.2,2.796,1981,3,"FortNelson"
"1981-05-19","1981-05-21",23.4,26.4,1.267,1981,5,"FortNelson"
"1981-05-24","1981-05-26",25.5,26.6,1.517,1981,5,"FortNelson"
"1981-07-16","1981-07-18",32.1,32.9,5.027,1981,7,"FortNelson"
"1981-08-06","1981-08-11",31,30,2.993,1981,8,"FortNelson"
"1982-06-11","1982-06-13",28.6,28.8,2.263,1982,6,"FortNelson"
"1982-06-18","1982-06-20",28.6,27.5,2.533,1982,6,"FortNelson"
"1982-06-27","1982-07-01",27.8,29.5,1.836,1982,6,"FortNelson"
"1982-09-14","1982-09-20",23.6,25.4,2.661,1982,9,"FortNelson"
"1982-10-10","1982-10-13",19.2,19.8,1.81,1982,10,"FortNelson"
"1983-05-28","1983-05-31",28.7,28.2,4.72,1983,5,"FortNelson"
"1983-06-27","1983-06-29",27.8,29.7,1.493,1983,6,"FortNelson"
"1984-03-29","1984-04-02",12.2,12.6,1.46,1984,3,"FortNelson"
"1985-01-02","1985-01-06",3.6,3.3,6.704,1985,1,"FortNelson"
"1985-05-18","1985-05-20",26.8,24.2,2.03,1985,5,"FortNelson"
"1985-07-29","1985-07-31",29.5,33,2.323,1985,7,"FortNelson"
"1985-12-18","1985-12-26",-3.5,5.5,7.896,1985,12,"FortNelson"
"1986-01-07","1986-01-09",-4.8,-4.7,1.86,1986,1,"FortNelson"
"1986-02-26","1986-02-28",8.5,12,5.113,1986,2,"FortNelson"
"1986-07-19","1986-07-21",30.4,29,1.29,1986,7,"FortNelson"
"1986-08-09","1986-08-11",29.8,29.4,1.8,1986,8,"FortNelson"
"1986-12-15","1986-12-17",4.8,-1.3,8.59,1986,12,"FortNelson"
"1987-01-08","1987-01-12",-4,-4.5,6.856,1987,1,"FortNelson"
"1987-01-17","1987-01-20",-2.1,4.5,5.045,1987,1,"FortNelson"
"1987-09-09","1987-09-11",23.2,26.7,4.027,1987,9,"FortNelson"
"1987-12-23","1987-12-25",-3,-4.2,2.397,1987,12,"FortNelson"
"1988-02-18","1988-02-21",7.7,4.9,2.49,1988,2,"FortNelson"
"1988-02-25","1988-02-27",8.3,7.8,1.59,1988,2,"FortNelson"
"1988-03-08","1988-03-13",9.5,8.4,0.91,1988,3,"FortNelson"
"1988-09-03","1988-09-05",24.2,22.7,1.193,1988,9,"FortNelson"
"1988-10-04","1988-10-06",22.2,19,2.653,1988,10,"FortNelson"
"1988-10-08","1988-10-10",22.4,17.4,2.867,1988,10,"FortNelson"
"1989-02-09","1989-02-12",2.5,1.9,4.965,1989,2,"FortNelson"
"1989-04-25","1989-04-29",18.2,22.3,1.856,1989,4,"FortNelson"
"1989-06-10","1989-06-13",27.3,29.9,3.322,1989,6,"FortNelson"
"1989-07-12","1989-07-14",29.1,31,2.797,1989,7,"FortNelson"
"1989-08-11","1989-08-14",29.8,29.5,2.517,1989,8,"FortNelson"
"1989-12-11","1989-12-15",6.2,-5.3,6.442,1989,12,"FortNelson"
"1990-03-03","1990-03-05",9.2,9.4,3.13,1990,3,"FortNelson"
"1990-03-27","1990-03-29",12.2,13.5,2.52,1990,3,"FortNelson"
"1990-04-16","1990-04-20",17.4,18.1,2.136,1990,4,"FortNelson"
"1990-08-19","1990-08-21",30.3,28.7,2.667,1990,8,"FortNelson"
"1990-09-21","1990-09-24",24.9,23.2,3.52,1990,9,"FortNelson"
"1991-01-25","1991-01-27",1.5,-2.4,3.117,1991,1,"FortNelson"
"1991-02-05","1991-02-07",1,5.4,6.193,1991,2,"FortNelson"
"1991-04-15","1991-04-19",14.9,18.5,2.538,1991,4,"FortNelson"
"1991-04-21","1991-04-23",18.9,18.9,2.26,1991,4,"FortNelson"
"1991-07-23","1991-07-25",30.7,29,2.26,1991,7,"FortNelson"
"1991-08-12","1991-08-17",29.6,31.8,3.505,1991,8,"FortNelson"
"1992-02-25","1992-02-29",7.3,8.2,2.762,1992,2,"FortNelson"
"1992-03-10","1992-03-14",11.5,10.6,2.332,1992,3,"FortNelson"
"1992-06-13","1992-06-15",27.2,28.3,1.26,1992,6,"FortNelson"
"1992-11-29","1992-12-05",0.9,1.5,3.712,1992,11,"FortNelson"
"1993-01-29","1993-02-02",4.5,-1.4,7.416,1993,1,"FortNelson"
"1993-02-26","1993-02-28",6.2,12.5,3.147,1993,2,"FortNelson"
"1993-04-13","1993-04-17",14.8,16.3,0.82,1993,4,"FortNelson"
"1993-04-19","1993-04-21",16.4,20.5,2.53,1993,4,"FortNelson"
"1993-08-03","1993-08-05",30.2,30.3,1.3,1993,8,"FortNelson"
"1993-11-12","1993-11-15",3.7,0.6,2.977,1993,11,"FortNelson"
"1994-03-10","1994-03-14",8.8,9.7,1.712,1994,3,"FortNelson"
"1994-03-28","1994-03-30",12.8,16.6,3.533,1994,3,"FortNelson"
"1994-07-14","1994-07-16",30,28.3,0.693,1994,7,"FortNelson"
"1994-07-22","1994-07-25",28.2,34.5,3.442,1994,7,"FortNelson"
"1995-05-07","1995-05-12",25.1,24.1,3.225,1995,5,"FortNelson"
"1995-06-08","1995-06-11",26.9,28.3,1.675,1995,6,"FortNelson"
"1995-09-07","1995-09-11",23.3,26.1,2.436,1995,9,"FortNelson"
"1995-09-21","1995-09-26",27.8,20.7,4.605,1995,9,"FortNelson"
"1997-02-05","1997-02-08",-0.8,3.3,2.492,1997,2,"FortNelson"
"1997-12-11","1997-12-14",4.4,-0.75,8.422,1997,12,"FortNelson"
"1997-12-24","1997-12-27",2.3,-1.6,7.222,1997,12,"FortNelson"
"1998-03-15","1998-03-18",9.2,10.6,1.025,1998,3,"FortNelson"
"1998-03-23","1998-03-25",9.8,10.9,0.557,1998,3,"FortNelson"
"1998-04-05","1998-04-07",14.6,15.5,2,1998,4,"FortNelson"
"1998-04-15","1998-04-18",16.8,16.7,3.022,1998,4,"FortNelson"
"1998-05-10","1998-05-13",22.9,23.9,1.762,1998,5,"FortNelson"
"1998-05-19","1998-05-22",24.9,27.3,3.097,1998,5,"FortNelson"
"1998-06-06","1998-06-10",27.2,27.2,2.278,1998,6,"FortNelson"
"1998-06-19","1998-06-21",27.4,29.2,1.333,1998,6,"FortNelson"
"1998-07-02","1998-07-05",29.1,29.4,1.322,1998,7,"FortNelson"
"1998-10-19","1998-10-21",17.3,12,3.793,1998,10,"FortNelson"
"1999-03-21","1999-03-25",11.7,10.2,1.794,1999,3,"FortNelson"
"1999-04-16","1999-04-18",16.9,18.6,2.197,1999,4,"FortNelson"
"1999-04-20","1999-04-23",16.4,18.3,1.042,1999,4,"FortNelson"
"1999-06-14","1999-06-18",28.2,28.3,2.25,1999,6,"FortNelson"
"1999-08-02","1999-08-05",29.6,30.7,1.945,1999,8,"FortNelson"
"1999-12-22","1999-12-25",-0.9,2.8,7.395,1999,12,"FortNelson"
"1999-12-27","1999-12-29",-1.5,4.4,7.033,1999,12,"FortNelson"
"2000-01-27","2000-01-30",3.7,-0.7,5.097,2000,1,"FortNelson"
"2000-02-19","2000-02-21",4.6,7.1,1.897,2000,2,"FortNelson"
"2000-03-25","2000-03-27",10.5,14.2,1.52,2000,3,"FortNelson"
"2000-07-22","2000-07-24",28.6,28.8,0.493,2000,7,"FortNelson"
"2000-11-16","2000-11-18",1.9,4.7,3.913,2000,11,"FortNelson"
"2000-11-23","2000-11-25",0.4,-1.4,2.53,2000,11,"FortNelson"
"2001-01-08","2001-01-10",-5.7,-5.9,0.453,2001,1,"FortNelson"
"2001-01-16","2001-01-19",5.1,-2.4,3.142,2001,1,"FortNelson"
"2001-08-13","2001-08-16",28.1,32.3,1.742,2001,8,"FortNelson"
"2002-02-12","2002-02-16",0.7,3.6,2.25,2002,2,"FortNelson"
"2002-11-26","2002-11-29",-1.1,0.8,7.472,2002,11,"FortNelson"
"2002-12-10","2002-12-12",-2.7,-4.6,1.437,2002,12,"FortNelson"
"2003-01-06","2003-01-08",6.5,1.6,10.29,2003,1,"FortNelson"
"2003-02-05","2003-02-07",2.8,3.3,4.993,2003,2,"FortNelson"
"2003-05-10","2003-05-12",22.9,22.6,1.623,2003,5,"FortNelson"
"2003-08-28","2003-08-30",24.2,27,1.797,2003,8,"FortNelson"
"2003-09-30","2003-10-05",20.7,22.1,5.43,2003,9,"FortNelson"
"2003-11-12","2003-11-14",0.9,5.5,4.617,2003,11,"FortNelson"
"2003-12-17","2003-12-20",-3.5,-4.4,2.247,2003,12,"FortNelson"
"2003-12-22","2003-12-24",2.9,-4.8,7.56,2003,12,"FortNelson"
"2004-02-07","2004-02-09",1.4,10.1,5.057,2004,2,"FortNelson"
"2004-04-06","2004-04-11",13.4,14.2,0.978,2004,4,"FortNelson"
"2004-06-17","2004-06-21",28.2,27.3,2,2004,6,"FortNelson"
"2004-06-25","2004-06-27",28.1,30.4,1.733,2004,6,"FortNelson"
"2004-07-14","2004-07-17",29.1,30.7,2.292,2004,7,"FortNelson"
"2004-08-09","2004-08-12",29.3,28.7,0.67,2004,8,"FortNelson"
"2005-03-11","2005-03-13",9.5,11.7,2.99,2005,3,"FortNelson"
"2005-04-19","2005-04-24",20.2,25.2,4.893,2005,4,"FortNelson"
"2005-05-13","2005-05-15",22.4,25.3,1.69,2005,5,"FortNelson"
"2005-05-26","2005-05-30",25.9,26.8,2.588,2005,5,"FortNelson"
"2005-10-24","2005-10-26",12,12,3.997,2005,10,"FortNelson"
"2005-11-18","2005-11-24",7.3,2.3,7.453,2005,11,"FortNelson"
"2005-12-09","2005-12-14",8.6,-4.5,3.947,2005,12,"FortNelson"
"2006-02-08","2006-02-13",3.2,5.3,4.487,2006,2,"FortNelson"
"2006-04-23","2006-04-25",21.3,20.5,3.463,2006,4,"FortNelson"
"2006-07-01","2006-07-03",28.8,32.2,2.23,2006,7,"FortNelson"
"2006-12-19","2006-12-22",0.3,4.3,9.595,2006,12,"FortNelson"
"2006-12-29","2007-01-02",0.1,3,7.728,2006,12,"FortNelson"
"2007-01-29","2007-01-31",6,1.6,5.367,2007,1,"FortNelson"
"2007-06-02","2007-06-05",26.2,26.9,2.2,2007,6,"FortNelson"
"2007-07-11","2007-07-15",29.9,29.5,2.454,2007,7,"FortNelson"
"2007-10-31","2007-11-03",11.1,6.7,2.157,2007,10,"FortNelson"
"2008-01-21","2008-01-23",-1.4,3,3.627,2008,1,"FortNelson"
"2008-02-16","2008-02-22",2.9,5.8,1.419,2008,2,"FortNelson"
"2008-04-26","2008-04-28",18.9,19.3,0.827,2008,4,"FortNelson"
"2009-07-27","2009-07-31",30.4,32.5,1.77,2009,7,"FortNelson"
"2010-04-14","2010-04-21",15.1,17.7,4.16,2010,4,"FortNelson"
"2010-11-13","2010-11-15",1.7,1.5,2.913,2010,11,"FortNelson"
"2011-12-01","2011-12-03",4.6,2.1,6.867,2011,12,"FortNelson"
"2011-12-20","2011-12-25",-1.2,-4.5,4.228,2011,12,"FortNelson"
"2012-02-13","2012-02-15",4.4,5.1,3.323,2012,2,"FortNelson"
"2012-05-26","2012-05-28",25.2,26.2,1.253,2012,5,"FortNelson"
"2012-07-07","2012-07-10",30.3,28.2,1.2,2012,7,"FortNelson"
"2012-07-20","2012-07-24",29.8,30.7,2.072,2012,7,"FortNelson"
"2012-08-16","2012-08-21",27.8,27.7,2.047,2012,8,"FortNelson"
"2012-09-20","2012-09-23",27.4,28.9,5.745,2012,9,"FortNelson"
"2012-10-05","2012-10-07",21.2,18.9,2.14,2012,10,"FortNelson"
"2013-02-09","2013-02-12",0.4,1.3,3.44,2013,2,"FortNelson"
"2013-05-24","2013-05-26",24.8,25.3,0.65,2013,5,"FortNelson"
"2013-06-20","2013-06-24",27.4,30.2,2.658,2013,6,"FortNelson"
"2013-09-03","2013-09-08",24.7,25,2.713,2013,9,"FortNelson"
"2013-10-17","2013-10-20",14.3,15.9,3,2013,10,"FortNelson"
"2014-01-14","2014-01-17",5,2.1,7.32,2014,1,"FortNelson"
"2014-01-23","2014-01-25",-1.6,14.9,11.567,2014,1,"FortNelson"
"2014-07-12","2014-07-15",32.1,28.2,2.745,2014,7,"FortNelson"
"2015-01-21","2015-01-25",-1.1,0.9,2.816,2015,1,"FortNelson"
"2015-03-04","2015-03-08",8.3,11.3,1.492,2015,3,"FortNelson"
"2015-04-08","2015-04-10",16.4,16.3,2.523,2015,4,"FortNelson"
"2015-05-09","2015-05-14",23.9,26.1,3.64,2015,5,"FortNelson"
"2015-05-18","2015-05-26",23.9,26.5,3.169,2015,5,"FortNelson"
"2015-06-23","2015-06-26",27.3,28.3,0.822,2015,6,"FortNelson"
"2016-03-26","2016-03-31",11.9,18.6,3.21,2016,3,"FortNelson"
"2016-04-16","2016-04-18",16.2,26.7,5.43,2016,4,"FortNelson"
"2016-05-01","2016-05-03",26.1,28.5,7.683,2016,5,"FortNelson"
"2016-06-19","2016-06-21",27.8,28.5,2.167,2016,6,"FortNelson"
"2016-06-27","2016-06-29",28.1,29.3,1.327,2016,6,"FortNelson"
"2016-11-09","2016-11-12",2.7,3.3,4.117,2016,11,"FortNelson"
"2017-01-14","2017-01-16",-4.8,2.7,5.06,2017,1,"FortNelson"
"2017-01-27","2017-01-30",-0.5,1.7,6.648,2017,1,"FortNelson"
"2017-02-11","2017-02-15",-0.7,6.5,5.388,2017,2,"FortNelson"
"2017-05-28","2017-05-30",27,27.9,2.36,2017,5,"FortNelson"
"2017-08-08","2017-08-12",29.8,30.1,2.796,2017,8,"FortNelson"
"2017-08-29","2017-08-31",24.8,23.8,1.233,2017,8,"FortNelson"
"2017-09-04","2017-09-07",24.1,22.9,2.87,2017,9,"FortNelson"
"2017-12-10","2017-12-18",0.9,-3.9,3.916,2017,12,"FortNelson"
"2018-03-11","2018-03-16",8.1,9.7,1.762,2018,3,"FortNelson"
"2018-04-25","2018-04-27",20,20,1.193,2018,4,"FortNelson"
"2018-05-05","2018-05-07",23.4,23.6,2.23,2018,5,"FortNelson"
"2018-05-18","2018-05-21",27.1,24.6,3.873,2018,5,"FortNelson"
"2018-06-16","2018-06-21",28.4,32.5,4.943,2018,6,"FortNelson"
"2018-07-25","2018-07-29",31.4,31.4,3.308,2018,7,"FortNelson"
"2018-12-10","2018-12-12",-1.3,-1.6,2.803,2018,12,"FortNelson"
"2019-01-01","2019-01-03",5.3,-4.1,6.867,2019,1,"FortNelson"
"2019-03-16","2019-03-22",8.4,16.4,6.067,2019,3,"FortNelson"
